ZoningDesc,GroupLabel,UnitsPerAc,MinimumLot,MinimumL_1,PlannedDis,NoticingBu,SHAPE_STAr,SHAPE_STLe,BaseZone,Zoning
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,2359.96972656,236.361182203,R1-B1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,988.153320313,166.835658057,R1-B1,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,1041380.02246,4377.01790871,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,1032811.20508,10288.9631452,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,852731.515625,6862.99145873,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,814109.765625,8719.82830271,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,705055.928711,5494.34849231,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,603313.50293,5824.07383354,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,597564.941406,6422.07200431,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,580513.392578,7777.3899456,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,550242.896484,8104.8709824,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,439300.850586,4865.04228418,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,438677.583984,5540.3029095,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,438515.227539,5187.35854085,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,429351.241211,3973.05285839,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,406321.258789,4116.63152935,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,405464.848633,4756.03864018,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,391641.378906,6411.34734669,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,383319.216797,4183.66201234,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,339914.754883,3611.50109232,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,326274.615234,3505.08016473,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,316939.277344,4082.77576052,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,311479.74707,2839.56186128,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,308588.669922,3417.26260912,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,288898.248047,2166.66672094,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,284285.833984,3250.81252067,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,268792.078125,2605.39844173,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,264755.773438,4015.12242111,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,247596.378906,3729.0935269,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,236914.364258,2224.12844978,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,231337.229492,2739.17534192,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,216256.945313,1966.99091433,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,215852.391602,2169.62846409,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,212163.116211,2224.96427657,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,206309.609375,2358.5678399,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,204427.023438,3167.73717324,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,202908.592773,2436.13533881,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,202338.662109,2894.10697434,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,195907,2454.79482377,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,190707.645508,1804.72181743,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,188225.827148,3972.43143266,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,187048.875977,3661.44164134,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,179182.826172,3341.5377442,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,178966.161133,2205.46924613,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,175192.796875,2460.46557405,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,170277.532227,2131.44109317,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,162613.870117,3159.65746196,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,160360.416992,2031.73066873,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,158679.31543,2500.39593232,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,151793.643555,1846.19705969,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,150648.344727,2209.50236863,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,147769.077148,1740.73434174,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,142577.369141,1702.80077536,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,141984.040039,2612.12020716,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,141393.024414,1476.01293223,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,132613.230469,2180.88198537,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,130399.524414,1667.14975093,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,129325.327148,2361.09604497,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,126775.537109,2006.88821813,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,123217.789063,1961.01004779,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,122709.771484,1941.81240622,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,122658.304688,1761.00562415,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,122003.390625,1613.06236546,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,119805.496094,1508.97010225,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,116762.00293,2189.57298268,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,114520.008789,1629.77225649,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,110584.571289,1451.95854606,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,108632.884766,1520.78736553,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,107105.863281,1585.06002479,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,105464.673828,1506.01882061,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,104507.755859,1435.00689517,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,103937.649414,1783.47056939,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,102275.442383,1923.49042901,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,100909.166016,2176.46060946,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,100866.588867,1622.56876501,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,96915.8251953,1520.6541985,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,96510.8056641,1652.66535385,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,95872.4550781,1410.02907079,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,95788.2099609,1638.57667827,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,83868.8144531,1106.61111807,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,82915.9492188,1630.66999638,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,77721.6660156,1386.88630706,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,74418.1572266,1701.45732492,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,73836.7900391,1238.62238679,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,73542.4667969,1084.59281607,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,71041.7373047,1954.21974097,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,69916.8662109,1080.13682812,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,68994.0488281,1033.96687316,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,65620.7724609,1789.9758969,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,64335.0664063,1120.57249083,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,64023.1455078,1520.89382505,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,60533.3603516,1402.25925551,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,60526.7148438,995.182262231,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,59665.0341797,984.49584435,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,58568.5410156,988.973746345,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,57737.8623047,942.798270431,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,55356.4628906,1160.3893269,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,53915.390625,1339.85564286,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,50234.7802734,1077.85140893,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,43406.3427734,822.663731951,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,42166.5830078,1124.6707875499999,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,41800.609375,1032.96860476,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,39602.8759766,850.591761008,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,37808.5820313,946.217579309,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,37778.7148438,1065.22457882,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,37715.1298828,768.800956747,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,37530.3583984,1155.52782828,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,36934.1191406,1298.6576085,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,36928.8388672,799.911240363,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,36289.8007813,944.745548982,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,33674.0527344,776.995290861,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,32136.5996094,987.289857604,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,31879.4599609,859.928334444,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,31122.890625,1218.96906148,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,30455.2441406,779.029131805,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,27599.3564453,1126.41742909,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,26493.2070313,1368.90666264,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,22946.7666016,672.037365277,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,21925.2441406,598.847277756,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,21311.3144531,588.316524499,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,20255.1064453,640.805009268,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,19575.2763672,595.975020975,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,19280.5175781,560.041064762,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,18983.9814453,588.151076114,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,17686.5253906,515.524574394,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,17626.5107422,537.581541407,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,15528.9677734,511.770445201,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,13887.9462891,466.872171872,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,13110.4189453,589.713042944,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,11950.8974609,439.01859331000003,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,10641.5351563,416.56857292,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,10045.7646484,412.194462166,R1-B2,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,8974.9609375,445.156331961,R1-B2,1
