gnrl_p_,LABEL,id,edt_g__,zonng_d,zoning
Retail and Business Service,CG-SA,5182,CG-SA,152,0
Retail and Business Service,R-2,5183,R-2,191,2
Retail and Business Service,CG,5184,CG,138,0
Retail and Business Service,PD,5185,PD__NonRes,14,0
Retail and Business Service,CG,5186,CG,138,0
Retail and Business Service,CG-H,5187,CG-H,922,0
Retail and Business Service,R-1-6,5188,R-1-6,33,1
Retail and Business Service,CN-SA,5189,CN-SA,1832,0
Retail and Business Service,CG-H,5190,CG-H,922,0
Retail and Business Service,PD,5191,PD__NonRes,14,0
Retail and Business Service,CG,5192,CG,138,0
Retail and Business Service,R-3-18-H,5193,R-3-18-H,841,2
Retail and Business Service,CG-H,5194,CG-H,922,0
Retail and Business Service,CG-SA,5195,CG-SA,152,0
Retail and Business Service,R-2,5196,R-2,191,2
Retail and Business Service,CG,5197,CG,138,0
Retail and Business Service,CG-SA,5198,CG-SA,152,0
Retail and Business Service,R-2,5199,R-2,191,2
Retail and Business Service,CG,5200,CG,138,0
Retail and Business Service,CG-SA,5201,CG-SA,152,0
Retail and Business Service,R-1-6,5202,R-1-6,33,1
Retail and Business Service,CG,5203,CG,138,0
Retail and Business Service,CG-SA,5204,CG-SA,152,0
Retail and Business Service,PD,5205,PD__NonRes,14,0
Retail and Business Service,PD,5206,PD__NonRes,14,0
Retail and Business Service,PD,5207,PD__NonRes,14,0
Retail and Business Service,PD,5208,PD__NonRes,14,0
Retail and Business Service,CG,5209,CG,138,0
Retail and Business Service,CG,5210,CG,138,0
Retail and Business Service,CG-SA,5211,CG-SA,152,0
Retail and Business Service,IL-SA,5212,IL-SA,86,0
Retail and Business Service,CG-SA,5213,CG-SA,152,0
Retail and Business Service,R-1-6,5214,R-1-6,33,1
Retail and Business Service,PD,5215,PD__NonRes,14,0
Retail and Business Service,PD,5216,PD__NonRes,14,0
Retail and Business Service,CN,5217,CN,196,0
Retail and Business Service,CN,5218,CN,196,0
Retail and Business Service,PD,5219,PD__NonRes,14,0
Retail and Business Service,PD,5220,PD__NonRes,14,0
Retail and Business Service,R-3-18-G,5221,R-3-18-G,1975,2
Retail and Business Service,CN,5222,CN,196,0
Retail and Business Service,PD,5223,PD__NonRes,14,0
Retail and Business Service,R-1-6,5224,R-1-6,33,1
Retail and Business Service,PD,5225,PD__NonRes,14,0
Retail and Business Service,R-3-18,5226,R-3-18,136,2
Retail and Business Service,CN,5227,CN,196,0
Retail and Business Service,RR-40,5228,RR-40,8,1
Retail and Business Service,CN,5229,CN,196,0
Retail and Business Service,CG,5230,CG,138,0
Retail and Business Service,PD,5231,PD__NonRes,14,0
Retail and Business Service,PD,5232,PD__NonRes,14,0
Retail and Business Service,CG,5233,CG,138,0
Retail and Business Service,CG,5234,CG,138,0
Retail and Business Service,R-1-6,5235,R-1-6,33,1
Retail and Business Service,PD,5236,PD__NonRes,14,0
Retail and Business Service,R-3-30,5237,R-3-30,173,2
Retail and Business Service,PD,5238,PD__NonRes,14,0
Retail and Business Service,CN,5239,CN,196,0
Retail and Business Service,CG-SA,5240,CG-SA,152,0
Retail and Business Service,IL-SA,5241,IL-SA,86,0
Retail and Business Service,RR-40,5242,RR-40,8,1
Retail and Business Service,CN,5243,CN,196,0
Retail and Business Service,PD,5244,PD__NonRes,14,0
Retail and Business Service,PD,5245,PD__NonRes,14,0
Retail and Business Service,CG,5246,CG,138,0
Retail and Business Service,R-1-6,5247,R-1-6,33,1
Retail and Business Service,CN,5248,CN,196,0
Retail and Business Service,R-3-15,5249,R-3-15,170,2
Retail and Business Service,R-1-6,5250,R-1-6,33,1
Retail and Business Service,PD,5251,PD__NonRes,14,0
Retail and Business Service,CN,5252,CN,196,0
Retail and Business Service,PD,5253,PD__NonRes,14,0
Retail and Business Service,CG,5254,CG,138,0
Retail and Business Service,PD,5255,PD__NonRes,14,0
Retail and Business Service,CN,5256,CN,196,0
Retail and Business Service,PD,5257,PD__NonRes,14,0
Retail and Business Service,PD,5258,PD__NonRes,14,0
Retail and Business Service,CN,5259,CN,196,0
Retail and Business Service,CG-SA,5260,CG-SA,152,0
Retail and Business Service,CG,5261,CG,138,0
Retail and Business Service,PD,5262,PD__NonRes,14,0
Retail and Business Service,CG,5263,CG,138,0
Retail and Business Service,PD,5264,PD__NonRes,14,0
Retail and Business Service,CG,5265,CG,138,0
Retail and Business Service,PD,5266,PD__NonRes,14,0
Retail and Business Service,PD,5267,PD__NonRes,14,0
Retail and Business Service,CG,5268,CG,138,0
Retail and Business Service,PD,5269,PD__NonRes,14,0
Retail and Business Service,PD,5270,PD__NonRes,14,0
Retail and Business Service,PD,5271,PD__NonRes,14,0
Retail and Business Service,CG,5272,CG,138,0
Retail and Business Service,OSR,5273,OSR,80,0
Retail and Business Service,PD,5274,PD__NonRes,14,0
Retail and Business Service,RR-20,5275,RR-20,15,1
Retail and Business Service,R-1-6,5276,R-1-6,33,1
Retail and Business Service,CG,5277,CG,138,0
Retail and Business Service,PD,5278,PD__NonRes,14,0
Retail and Business Service,PD,5279,PD__NonRes,14,0
Retail and Business Service,PD,5280,PD__NonRes,14,0
Retail and Business Service,PD,5281,PD__NonRes,14,0
Retail and Business Service,PD,5282,PD__NonRes,14,0
Retail and Business Service,CN,5283,CN,196,0
Retail and Business Service,PD,5284,PD__NonRes,14,0
Retail and Business Service,R-3-HD,5285,R-3-HD,825,2
Retail and Business Service,R-3-30,5286,R-3-30,173,2
Retail and Business Service,CG,5287,CG,138,0
Retail and Business Service,R-1-6,5288,R-1-6,33,1
Retail and Business Service,CG,5289,CG,138,0
Retail and Business Service,PD,5290,PD__NonRes,14,0
Retail and Business Service,CG-SA,5291,CG-SA,152,0
Retail and Business Service,CG-SA,5292,CG-SA,152,0
Retail and Business Service,TV-M-SA,5293,TV-M-SA,147,0
Retail and Business Service,R-3-15,5294,R-3-15,170,2
Retail and Business Service,R-3-18,5295,R-3-18,136,2
Retail and Business Service,CN,5296,CN,196,0
Retail and Business Service,CG,5297,CG,138,0
Retail and Business Service,CG-SA,5298,CG-SA,152,0
Retail and Business Service,CG-SA,5299,CG-SA,152,0
Retail and Business Service,CO-SA,5300,CO-SA,2033,0
Retail and Business Service,CG-SA,5301,CG-SA,152,0
Retail and Business Service,PD,5302,PD__NonRes,14,0
Retail and Business Service,PD,5303,PD__NonRes,14,0
Retail and Business Service,PD,5304,PD__NonRes,14,0
Retail and Business Service,CG,5305,CG,138,0
Retail and Business Service,R-1-6,5306,R-1-6,33,1
Retail and Business Service,CG,5307,CG,138,0
Retail and Business Service,CN,5308,CN,196,0
Retail and Business Service,R-3-15-SA,5309,R-3-15-SA,187,2
Retail and Business Service,CG-SA,5310,CG-SA,152,0
Retail and Business Service,CG-SA,5311,CG-SA,152,0
Retail and Business Service,CN-SA,5312,CN-SA,1832,0
Retail and Business Service,CO-SA,5313,CO-SA,2033,0
Retail and Business Service,CN-SA/CG-SA,5314,CN-SA/CG-SA,2785,0
Retail and Business Service,PD,5315,PD__NonRes,14,0
Retail and Business Service,CG,5316,CG,138,0
Retail and Business Service,CN,5317,CN,196,0
Retail and Business Service,CG,5318,CG,138,0
Retail and Business Service,PD,5319,PD__NonRes,14,0
Retail and Business Service,CN,5320,CN,196,0
Retail and Business Service,R-1-6,5321,R-1-6,33,1
Retail and Business Service,PD,5322,PD__NonRes,14,0
Retail and Business Service,CG,5323,CG,138,0
Retail and Business Service,CN,5324,CN,196,0
Retail and Business Service,R-1-6,5325,R-1-6,33,1
Retail and Business Service,R-3-18,5326,R-3-18,136,2
Retail and Business Service,R-3-15,5327,R-3-15,170,2
Retail and Business Service,CG,5328,CG,138,0
Retail and Business Service,CG,5329,CG,138,0
Retail and Business Service,CN,5330,CN,196,0
Retail and Business Service,R-1-6,5331,R-1-6,33,1
Retail and Business Service,R-3-15,5332,R-3-15,170,2
Retail and Business Service,R-3-18,5333,R-3-18,136,2
Retail and Business Service,CG,5334,CG,138,0
Retail and Business Service,CG,5335,CG,138,0
Retail and Business Service,R-1-6,5336,R-1-6,33,1
Retail and Business Service,R-1-6,5337,R-1-6,33,1
Retail and Business Service,CG,5338,CG,138,0
Retail and Business Service,CG,5339,CG,138,0
Retail and Business Service,CG-SA,5340,CG-SA,152,0
Retail and Business Service,R-3-18,5341,R-3-18,136,2
Retail and Business Service,R-1-6,5342,R-1-6,33,1
Retail and Business Service,CG,5343,CG,138,0
Retail and Business Service,CO,5344,CO,725,0
Retail and Business Service,PD,5345,PD__NonRes,14,0
Retail and Business Service,R-3-18,5346,R-3-18,136,2
Retail and Business Service,PD,5347,PD__NonRes,14,0
Retail and Business Service,CG,5348,CG,138,0
Retail and Business Service,R-1-6,5349,R-1-6,33,1
Retail and Business Service,PD,5350,PD__NonRes,14,0
Retail and Business Service,CG,5351,CG,138,0
Retail and Business Service,R-1-6,5352,R-1-6,33,1
Retail and Business Service,R-3-15,5353,R-3-15,170,2
Retail and Business Service,CG,5354,CG,138,0
Retail and Business Service,PD,5355,PD__NonRes,14,0
Retail and Business Service,CN,5356,CN,196,0
Retail and Business Service,R-1-6,5357,R-1-6,33,1
Retail and Business Service,CG,5358,CG,138,0
Retail and Business Service,R-3-18,5359,R-3-18,136,2
Retail and Business Service,CG,5360,CG,138,0
Retail and Business Service,IL,5361,IL,137,0
Retail and Business Service,CG,5362,CG,138,0
Retail and Business Service,CGCG-RC,5363,CGCG-RC,2803,0
Retail and Business Service,R-1-15-RC,5364,R-1-15-RC,2356,1
Retail and Business Service,PD-RC,5365,PD-RC__NonRes,22,0
Retail and Business Service,CO-RC,5366,CO-RC,2356,0
Retail and Business Service,RR-20-RC,5367,RR-20-RC,39,1
Retail and Business Service,CG,5368,CG,138,0
Retail and Business Service,CG-RC,5369,CG-RC,194,0
Retail and Business Service,IL,5370,IL,137,0
Retail and Business Service,MH-RC,5371,MH-RC,159,2
Retail and Business Service,PD-RC,5372,PD-RC__NonRes,22,0
Retail and Business Service,CG-RC,5373,CG-RC,194,0
Retail and Business Service,IL,5374,IL,137,0
Retail and Business Service,PD-RC,5375,PD-RC__NonRes,22,0
Retail and Business Service,PD-RC,5376,PD-RC__NonRes,22,0
Retail and Business Service,PD-RC,5377,PD-RC__NonRes,22,0
Retail and Business Service,PD-RC,5378,PD-RC__NonRes,22,0
Retail and Business Service,R-3-15-RC,5379,R-3-15-RC,1616,2
Retail and Business Service,CG-RC,5380,CG-RC,194,0
Retail and Business Service,CG-RC,5381,CG-RC,194,0
Retail and Business Service,CO-G-RC,5382,CO-G-RC,39,0
Retail and Business Service,CG-RC,5383,CG-RC,194,0
Retail and Business Service,PD-RC,5384,PD-RC__NonRes,22,0
Retail and Business Service,PD-RC,5385,PD-RC__NonRes,22,0
Retail and Business Service,PD-RC,5386,PD-RC__NonRes,22,0
Retail/High Residential,R-3-30-SA,5387,R-3-30-SA,85,2
Retail/Med Residential,PD,5388,PD__NonRes,14,0
Med-Low Residential,PD,5389,PD__MF,1719,2
Med-Low Residential,OSC,5390,OSC,88,0
Retail/Med Residential,R-1-6,5391,R-1-6,33,1
Retail/Med Residential,R-1-6,5392,R-1-6,33,1
Retail/Med Residential,PD,5393,PD__NonRes,14,0
Retail/Med Residential,PD,5394,PD__NonRes,14,0
Retail/Med Residential,CSC,5395,CSC,1476,0
Retail/Med Residential,PD,5396,PD__NonRes,14,0
Retail/Med Residential,PD,5397,PD__NonRes,14,0
Retail/Med Residential,R-1-6,5398,R-1-6,33,1
Retail/Med Residential,R-1-6-SR,5399,R-1-6-SR,322,1
Retail/Med Residential,PD,5400,PD__NonRes,14,0
Retail/Med Residential,R-3-18,5401,R-3-18,136,2
Retail/Med Residential,CG,5402,CG,138,0
Retail/Med Residential,RR-40,5403,RR-40,8,1
Retail/Med Residential,CG,5404,CG,138,0
Retail/Med Residential,PD,5405,PD__NonRes,14,0
Retail/Med Residential,PD,5406,PD__NonRes,14,0
Retail/Med Residential,R-1-6,5407,R-1-6,33,1
Retail/Med Residential,CG,5408,CG,138,0
Retail/Med Residential,PI,5409,PI,83,0
Retail/Med Residential,CG,5410,CG,138,0
Retail/Med Residential,PD,5411,PD__NonRes,14,0
Retail/Med Residential,CG,5412,CG,138,0
Retail/Med Residential,R-3-18,5413,R-3-18,136,2
Retail/Med Residential,CG,5414,CG,138,0
Retail/Med Residential,PD,5415,PD__NonRes,14,0
Retail/Med Residential,CG,5416,CG,138,0
Retail/Med Residential,CG,5417,CG,138,0
Retail/Med Residential,CG,5418,CG,138,0
Retail/Med Residential,PD-H,5419,PD-H__NonRes,2292,0
Retail/Med Residential,CN-H-SA,5420,CN-H-SA,626,0
Retail/Med Residential,R-2,5421,R-2,191,2
Retail/Med Residential,R-2,5422,R-2,191,2
Retail/Med Residential,CN-SA,5423,CN-SA,1832,0
Retail/Med Residential,R-2,5424,R-2,191,2
Retail/Med Residential,CG,5425,CG,138,0
Retail/Med Residential,CG,5426,CG,138,0
Retail/Med Residential,R-1-6-H,5427,R-1-6-H,490,1
Retail/Med Residential,PD-H,5428,PD-H__NonRes,2292,0
Retail/Med Residential,CN-H-SA,5429,CN-H-SA,626,0
Retail/Med Residential,CN-H,5430,CN-H,585,0
Retail/Med Residential,R-2,5431,R-2,191,2
Retail/Med Residential,CG,5432,CG,138,0
Med Residential,R-2,5433,R-2,191,2
Retail/Med Residential,CG,5434,CG,138,0
Retail/Med Residential,CN-SA,5435,CN-SA,1832,0
Retail/Med Residential,R-2,5436,R-2,191,2
Retail/Med Residential,CG,5437,CG,138,0
Retail/Med Residential,R-1-6-H,5438,R-1-6-H,490,1
Retail/Med Residential,PD-H,5439,PD-H__NonRes,2292,0
Retail/Med Residential,CN-H-SA,5440,CN-H-SA,626,0
Retail/Med Residential,CG,5441,CG,138,0
Retail/Med Residential,PD,5442,PD__NonRes,14,0
Retail/Med Residential,CG,5443,CG,138,0
Retail/Med Residential,CN-SA,5444,CN-SA,1832,0
Retail/Med Residential,R-2-SA,5445,R-2-SA,1201,2
Retail/Med Residential,R-1-6,5446,R-1-6,33,1
Retail/Med Residential,CG,5447,CG,138,0
Retail/Med Residential,PD-H,5448,PD-H__NonRes,2292,0
Retail/Med Residential,CN-H-SA,5449,CN-H-SA,626,0
Retail/Med Residential,R-2,5450,R-2,191,2
Retail/Med Residential,CN-SA,5451,CN-SA,1832,0
Retail/Med Residential,PD,5452,PD__NonRes,14,0
Retail/Med Residential,PD-H,5453,PD-H__NonRes,2292,0
Retail/Med Residential,CN-H-SA,5454,CN-H-SA,626,0
Retail/Med Residential,CN-H,5455,CN-H,585,0
Retail/Med Residential,CN-H-SA,5456,CN-H-SA,626,0
Retail/Med Residential,R-3-10-H-SA,5457,R-3-10-H-SA,1891,2
Retail/Med Residential,CN-H-SA,5458,CN-H-SA,626,0
Retail/Med Residential,PD-RC,5459,PD-RC__NonRes,22,0
Retail/Med Residential,CG-RC,5460,CG-RC,194,0
Retail/Med Residential,R-3-10-H,5461,R-3-10-H,747,2
Retail/Med Residential,R-3-10-H-SA,5462,R-3-10-H-SA,1891,2
Retail/Med Residential,CN-H-SA,5463,CN-H-SA,626,0
Retail/Med Residential,R-1-6-RC,5464,R-1-6-RC,39,1
Retail/Med Residential,PD-RC,5465,PD-RC__NonRes,22,0
Retail/Med Residential,CG-RC,5466,CG-RC,194,0
Retail/Med Residential,CG,5467,CG,138,0
Retail/Med Residential,CG,5468,CG,138,0
Retail/Med Residential,CG,5469,CG,138,0
Retail/Med Residential,CG,5470,CG,138,0
Retail/Med Residential,R-1-6,5471,R-1-6,33,1
Retail/Med Residential,R-1-6,5472,R-1-6,33,1
Retail/Med Residential,R-3-15,5473,R-3-15,170,2
Retail/Med Residential,PD,5474,PD__NonRes,14,0
Retail/Med Residential,PD,5475,PD__NonRes,14,0
Retail/Med Residential,PD,5476,PD__NonRes,14,0
Retail/Med Residential,PD,5477,PD__NonRes,14,0
Retail/Med Residential,R-1-6,5478,R-1-6,33,1
Retail/Med Residential,CN,5479,CN,196,0
Retail/Med Residential,CG,5480,CG,138,0
Retail/Med Residential,CN,5481,CN,196,0
Retail/Med Residential,CG,5482,CG,138,0
Retail/Med Residential,RR-20,5483,RR-20,15,1
Retail/Med Residential,R-3-15,5484,R-3-15,170,2
Retail/Med Residential,R-3-18,5485,R-3-18,136,2
Retail/Med Residential,PD,5486,PD__NonRes,14,0
Retail/Med Residential,PD,5487,PD__NonRes,14,0
Retail/Med Residential,CG,5488,CG,138,0
Retail/Med Residential,CG,5489,CG,138,0
Retail/Med Residential,R-1-6,5490,R-1-6,33,1
Retail/Med Residential,PD,5491,PD__NonRes,14,0
Retail/Med Residential,R-1-6,5492,R-1-6,33,1
Retail/Med Residential,R-1-6,5493,R-1-6,33,1
Retail/Med Residential,R-3-18-SR,5494,R-3-18-SR,1300,2
Retail/Med Residential,CG,5495,CG,138,0
Retail/Med Residential,CG-SR,5496,CG-SR,2064,0
Retail/Med Residential,R-1-6,5497,R-1-6,33,1
Retail/Med Residential,RR-40,5498,RR-40,8,1
Retail/Med Residential,CG,5499,CG,138,0
Retail/Med Residential,PD,5500,PD__NonRes,14,0
Retail/Med Residential,R-3-18-RC,5501,R-3-18-RC,836,2
Retail/Med Residential,CG,5502,CG,138,0
Retail/Med Residential,CO,5503,CO,725,0
Retail/Med Residential,R-1-6,5504,R-1-6,33,1
Retail/Med Residential,PD,5505,PD__NonRes,14,0
Retail/Med Residential,CSC,5506,CSC,1476,0
Transit Village Medium,TV-R,5507,TV-R,2202,2
Transit Village Medium,TV-R-SA,5508,TV-R-SA,147,2
Transit Village Medium,CG-SA,5509,CG-SA,152,0
Transit Village Medium,IL,5510,IL,137,0
Transit Village Medium,TV-R,5511,TV-R,2202,2
Transit Village Medium,TV-R-SA,5512,TV-R-SA,147,2
Transit Village Medium,TV-R,5513,TV-R,2202,2
Transit Village Medium,TV-R-SA,5514,TV-R-SA,147,2
Transit Village Medium,TV-R-SA,5515,TV-R-SA,147,2
Transit Village Medium,CG-SA,5516,CG-SA,152,0
Transit Village Medium,IL,5517,IL,137,0
Transit Village Medium,TV-R,5518,TV-R,2202,2
Transit Village Medium,TV-R-SA,5519,TV-R-SA,147,2
Transit Village Medium,TV-R-SA,5520,TV-R-SA,147,2
Transit Village Medium,TV-R-SA,5521,TV-R-SA,147,2
Transit Village Medium,CD-7,5522,CD-7,147,0
Transit Village Medium,IL-SA,5523,IL-SA,86,0
Transit Village Medium,TV-M-SA,5524,TV-M-SA,147,0
Transit Village Medium,TV-R,5525,TV-R,2202,2
Transit Village Medium,R-1-6,5526,R-1-6,33,1
Transit Village Medium,TV-R,5527,TV-R,2202,2
Transit Village Medium,TV-R-SA,5528,TV-R-SA,147,2
Transit Village Medium,TV-R-H-SA,5529,TV-R-H-SA,149,2
Transit Village Medium,TV-R-SA,5530,TV-R-SA,147,2
Transit Village Medium,PD,5531,PD__MF,1719,2
Transit Village Medium,TV-R,5532,TV-R,2202,2
Transit Village Medium,TV-R,5533,TV-R,2202,2
Transit Village Medium,TV-R-SA,5534,TV-R-SA,147,2
Transit Village Medium,R-1-6-H,5535,R-1-6-H,490,1
Transit Village Medium,TV-R-H-SA,5536,TV-R-H-SA,149,2
Transit Village Medium,TV-R-SA,5537,TV-R-SA,147,2
Transit Village Medium,TV-R-SA,5538,TV-R-SA,147,2
Transit Village Medium,PD,5539,PD__MF,1719,2
Transit Village Medium,TV-R,5540,TV-R,2202,2
Transit Village Medium,TV-R-SA,5541,TV-R-SA,147,2
Transit Village Medium,TV-R-H-SA,5542,TV-R-H-SA,149,2
Transit Village Medium,TV-R-SA,5543,TV-R-SA,147,2
Transit Village Medium,PD,5544,PD__MF,1719,2
Transit Village Medium,PD,5545,PD__MF,1719,2
Transit Village Medium,TV-R-SA,5546,TV-R-SA,147,2
Transit Village Medium,TV-R-SA,5547,TV-R-SA,147,2
Transit Village Medium,R-3-18,5548,R-3-18,136,2
Transit Village Medium,R-3-18-SA,5549,R-3-18-SA,152,2
Transit Village Medium,TV-R-SA,5550,TV-R-SA,147,2
Transit Village Medium,TV-R-LIL,5551,TV-R-LIL,2928,2
Transit Village Medium,TV-R-SA-LIL,5552,TV-R-SA-LIL,152,2
Transit Village Medium,CG-SA,5553,CG-SA,152,0
Transit Village Medium,TV-R-SA,5554,TV-R-SA,147,2
Transit Village Medium,TV-R-LIL,5555,TV-R-LIL,2928,2
Transit Village Medium,TV-R-LIL,5556,TV-R-LIL,2928,2
Transit Village Medium,TV-R-SA-LIL,5557,TV-R-SA-LIL,152,2
Transit Village Medium,TV-R-LIL,5558,TV-R-LIL,2928,2
Transit Village Medium,TV-R-LIL,5559,TV-R-LIL,2928,2
Transit Village Medium,TV-R-SA-LIL,5560,TV-R-SA-LIL,152,2
Transit Village Mixed Use,CD-7,5561,CD-7,147,0
Transit Village Mixed Use,TV-M-SA,5562,TV-M-SA,147,0
Transit Village Mixed Use,TV-R,5563,TV-R,2202,2
Transit Village Mixed Use,CD-7,5564,CD-7,147,0
Transit Village Mixed Use,IL-SA,5565,IL-SA,86,0
Transit Village Mixed Use,TV-M-SA,5566,TV-M-SA,147,0
Transit Village Mixed Use,CD-7,5567,CD-7,147,0
Transit Village Mixed Use,TV-M-SA,5568,TV-M-SA,147,0
Transit Village Mixed Use,TV-M-H-SA,5569,TV-M-H-SA,148,0
Transit Village Mixed Use,TV-M-H-SA,5570,TV-M-H-SA,148,0
Transit Village Mixed Use,TV-M-H,5571,TV-M-H,2937,0
Transit Village Mixed Use,TV-M-H,5572,TV-M-H,2937,0
Transit Village Mixed Use,TV-M-H-SA,5573,TV-M-H-SA,148,0
Transit Village Mixed Use,R-1-6,5574,R-1-6,33,1
Transit Village Mixed Use,TV-M-H-SA,5575,TV-M-H-SA,148,0
Transit Village Mixed Use,TV-R-SA,5576,TV-R-SA,147,2
Transit Village Mixed Use,TV-M-H-SA,5577,TV-M-H-SA__MF,2939,2
Transit Village Mixed Use,TV-M-H,5578,TV-M-H__MF,2939,2
Transit Village Mixed Use,TV-M-H,5579,TV-M-H__MF,2939,2
Transit Village Mixed Use,TV-M-H,5580,TV-M-H__MF,2939,2
Transit Village Mixed Use,TV-M-H-SA,5581,TV-M-H-SA__MF,2939,2
Transit Village Mixed Use,TV-M-H-SA,5582,TV-M-H-SA,148,0
Transit Village Mixed Use,TV-M-H-SA,5583,TV-M-H-SA,148,0
Transit Village Mixed Use,TV-M-H,5584,TV-M-H,2937,0
Transit Village Mixed Use,TV-M-H-SA,5585,TV-M-H-SA,148,0
Transit Village Mixed Use,TV-M-H,5586,TV-M-H,2937,0
Transit Village Mixed Use,TV-M-H-SA,5587,TV-M-H-SA,148,0
Very Low Residential,PD,5588,PD__SF,212,1
Very Low Residential,PD,5589,PD__SF,212,1
Very Low Residential,RR-20,5590,RR-20,15,1
Very Low Residential,PD-RC,5591,PD-RC__SF,120,1
Very Low Residential,PD-RC,5592,PD-RC__SF,120,1
Very Low Residential,PD-RC,5593,PD-RC__SF,120,1
Very Low Residential,RR-20,5594,RR-20,15,1
Public/Institutional,PD-RC,5595,PD-RC__NonRes,22,0
Very Low Residential,County OSC,5596,County OSC,2995,3
Very Low Residential,OSC,5597,OSC,88,0
Very Low Residential,PD-RC,5598,PD-RC__SF,120,1
Very Low Residential,RR-40,5599,RR-40,8,1
Very Low Residential,RR-20,5600,RR-20,15,1
Very Low Residential,RR-20,5601,RR-20,15,1
Very Low Residential,RR-20,5602,RR-20,15,1
Very Low Residential,PD-RC,5603,PD-RC__SF,120,1
Very Low Residential,PI,5604,PI,83,0
Very Low Residential,PI,5605,PI,83,0
Very Low Residential,PI,5606,PI,83,0
Very Low Residential,R-1-6,5607,R-1-6,33,1
Very Low Residential,PD,5608,PD__SF,212,1
Very Low Residential,PD,5609,PD__SF,212,1
Very Low Residential,PD,5610,PD__SF,212,1
Very Low Residential,PD,5611,PD__SF,212,1
Very Low Residential,RR-20,5612,RR-20,15,1
Very Low Residential,R-1-6,5613,R-1-6,33,1
Very Low Residential,RR-20,5614,RR-20,15,1
Very Low Residential,PD-RC,5615,PD-RC__SF,120,1
Very Low Residential,RR-20,5616,RR-20,15,1
Very Low Residential,OSC,5617,OSC,88,0
Very Low Residential,RR-40,5618,RR-40,8,1
Very Low Residential,RR-20,5619,RR-20,15,1
Very Low Residential,R-1-7.5,5620,R-1-7.5,370,1
Very Low Residential,RR-20,5621,RR-20,15,1
Very Low Residential,OSR,5622,OSR,80,0
Very Low Residential,RR-20,5623,RR-20,15,1
Very Low Residential,R-1-7.5,5624,R-1-7.5,370,1
Very Low Residential,RR-20,5625,RR-20,15,1
Very Low Residential,PD,5626,PD__SF,212,1
Very Low Residential,PD-G,5627,PD-G__SF,247,1
Very Low Residential,PD,5628,PD__SF,212,1
Very Low Residential,PD,5629,PD__SF,212,1
Very Low Residential,PD-RC,5630,PD-RC__SF,120,1
Very Low Residential,PD-RC,5631,PD-RC__SF,120,1
Very Low Residential,County RR-20,5632,County RR-20,293,3
Very Low Residential,R-1-6,5633,R-1-6,33,1
Very Low Residential,PD,5634,PD__SF,212,1
Very Low Residential,County RR-20,5635,County RR-20,293,3
Very Low Residential,Pre-Zone R-1-6,5636,Pre-Zone R-1-6,876,3
Very Low Residential,County RR-20,5637,County RR-20,293,3
Very Low Residential,County RR-20,5638,County RR-20,293,3
Very Low Residential,County RR-20,5639,County RR-20,293,3
Very Low Residential,County RR-20,5640,County RR-20,293,3
Very Low Residential,R-1-6,5641,R-1-6,33,1
Very Low Residential,R-1-6,5642,R-1-6,33,1
Very Low Residential,PD,5643,PD__SF,212,1
Very Low Residential,RR-20,5644,RR-20,15,1
Very Low Residential,RR-20,5645,RR-20,15,1
Very Low Residential,PD-G,5646,PD-G__SF,247,1
Very Low Residential,PD,5647,PD__SF,212,1
Very Low Residential,MH,5648,MH,29,2
Very Low Residential,R-3-18,5649,R-3-18,136,2
Very Low Residential,PD,5650,PD__SF,212,1
Very Low Residential,R-1-6,5651,R-1-6,33,1
Very Low Residential,PI,5652,PI,83,0
Very Low Residential,PD,5653,PD__SF,212,1
Very Low Residential,RR-20,5654,RR-20,15,1
Very Low Residential,PI,5655,PI,83,0
Very Low Residential,R-1-6,5656,R-1-6,33,1
Very Low Residential,RR-20,5657,RR-20,15,1
Very Low Residential,R-2,5658,R-2,191,2
Very Low Residential,R-3-18,5659,R-3-18,136,2
Very Low Residential,R-1-6,5660,R-1-6,33,1
Very Low Residential,PD,5661,PD__SF,212,1
Very Low Residential,PD,5662,PD__SF,212,1
Very Low Residential,PD,5663,PD__SF,212,1
Very Low Residential,PD,5664,PD__SF,212,1
Very Low Residential,R-1-6,5665,R-1-6,33,1
Very Low Residential,R-1-6,5666,R-1-6,33,1
Very Low Residential,PD,5667,PD__SF,212,1
Very Low Residential,R-1-6,5668,R-1-6,33,1
Very Low Residential,PD,5669,PD__SF,212,1
Very Low Residential,R-3-18-G,5670,R-3-18-G,1975,2
Very Low Residential,R-1-15,5671,R-1-15,197,1
Very Low Residential,RR-20,5672,RR-20,15,1
Very Low Residential,PD,5673,PD__SF,212,1
Very Low Residential,MH,5674,MH,29,2
Very Low Residential,PD,5675,PD__SF,212,1
Very Low Residential,PD,5676,PD__SF,212,1
Very Low Residential,RR-40-G,5677,RR-40-G,2399,1
Very Low Residential,R-1-6,5678,R-1-6,33,1
Very Low Residential,R-1-6,5679,R-1-6,33,1
Very Low Residential,R-1-6,5680,R-1-6,33,1
Very Low Residential,PI,5681,PI,83,0
Very Low Residential,R-1-6,5682,R-1-6,33,1
Very Low Residential,PD,5683,PD__SF,212,1
Very Low Residential,PD,5684,PD__SF,212,1
Very Low Residential,PD,5685,PD__SF,212,1
Very Low Residential,PD,5686,PD__SF,212,1
Very Low Residential,RR-40,5687,RR-40,8,1
Very Low Residential,RR-40-RC,5688,RR-40-RC,197,1
