gnrl_p_,LABEL,id,edt_g__,zonng_d,zoning
Low Residential,CN-H,987,CN-H,585,0
Low Residential,PD-RC,988,PD-RC__SF,120,1
Low Residential,PD,989,PD__SF,212,1
Low Residential,PD,990,PD__SF,212,1
Low Residential,R-1-6,991,R-1-6,33,1
Low Residential,R-2,992,R-2,191,2
Low Residential,PD,993,PD__SF,212,1
Low Residential,PD,994,PD__SF,212,1
Low Residential,R-1-6,995,R-1-6,33,1
Low Residential,PD-H,996,PD-H__SF,489,1
Low Residential,PD-RC,997,PD-RC__SF,120,1
Low Residential,PD,998,PD__SF,212,1
Low Residential,R-1-6,999,R-1-6,33,1
Low Residential,PI,1000,PI,83,0
Low Residential,PD,1001,PD__SF,212,1
Low Residential,PD-RC,1002,PD-RC__SF,120,1
Low Residential,PD-RC,1003,PD-RC__SF,120,1
Low Residential,PD,1004,PD__SF,212,1
Low Residential,R-1-6,1005,R-1-6,33,1
Low Residential,R-1-6,1006,R-1-6,33,1
Low Residential,PD-H,1007,PD-H__SF,489,1
Low Residential,PD,1008,PD__SF,212,1
Low Residential,R-1-6,1009,R-1-6,33,1
Low Residential,R-1-6,1010,R-1-6,33,1
Low Residential,PD-RC,1011,PD-RC__SF,120,1
Low Residential,PD-RC,1012,PD-RC__SF,120,1
Low Residential,R-1-6,1013,R-1-6,33,1
Low Residential,PD-H,1014,PD-H__SF,489,1
Low Residential,R-1-6,1015,R-1-6,33,1
Low Residential,R-1-6,1016,R-1-6,33,1
Low Residential,PD-RC,1017,PD-RC__SF,120,1
Low Residential,PD-RC,1018,PD-RC__SF,120,1
Low Residential,PD-RC,1019,PD-RC__SF,120,1
Low Residential,R-1-7.5,1020,R-1-7.5,370,1
Low Residential,R-1-6,1021,R-1-6,33,1
Low Residential,PD-RC,1022,PD-RC__SF,120,1
Low Residential,R-1-6,1023,R-1-6,33,1
Low Residential,R-1-6-SA,1024,R-1-6-SA,611,1
Low Residential,R-1-6,1025,R-1-6,33,1
Low Residential,R-1-6,1026,R-1-6,33,1
Low Residential,R-1-6,1027,R-1-6,33,1
Low Residential,PD,1028,PD__SF,212,1
Low Residential,R-1-6,1029,R-1-6,33,1
Low Residential,TV-R-SA,1030,TV-R-SA,147,2
Low Residential,PD-RC,1031,PD-RC__SF,120,1
Low Residential,R-1-6,1032,R-1-6,33,1
Low Residential,R-1-6,1033,R-1-6,33,1
Low Residential,PD,1034,PD__SF,212,1
Low Residential,PD,1035,PD__SF,212,1
Low Residential,PD,1036,PD__SF,212,1
Low Residential,R-1-6,1037,R-1-6,33,1
Low Residential,R-1-6,1038,R-1-6,33,1
Low Residential,R-1-6,1039,R-1-6,33,1
Low Residential,R-1-6,1040,R-1-6,33,1
Low Residential,R-1-6,1041,R-1-6,33,1
Low Residential,R-1-7.5,1042,R-1-7.5,370,1
Low Residential,R-1-6,1043,R-1-6,33,1
Low Residential,R-1-6,1044,R-1-6,33,1
Low Residential,R-1-6,1045,R-1-6,33,1
Low Residential,R-1-9,1046,R-1-9,291,1
Low Residential,R-1-6,1047,R-1-6,33,1
Low Residential,R-1-6,1048,R-1-6,33,1
Low Residential,R-1-6,1049,R-1-6,33,1
Low Residential,PD,1050,PD__SF,212,1
Low Residential,PD,1051,PD__SF,212,1
Low Residential,PD,1052,PD__SF,212,1
Low Residential,CN,1053,CN,196,0
Low Residential,PD,1054,PD__SF,212,1
Low Residential,RR-40,1055,RR-40,8,1
Low Residential,RR-40,1056,RR-40,8,1
Low Residential,R-1-6,1057,R-1-6,33,1
Low Residential,R-1-6,1058,R-1-6,33,1
Low Residential,R-1-6,1059,R-1-6,33,1
Low Residential,R-1-6,1060,R-1-6,33,1
Low Residential,R-1-6,1061,R-1-6,33,1
Low Residential,R-1-6,1062,R-1-6,33,1
Low Residential,R-1-6,1063,R-1-6,33,1
Low Residential,R-3-18,1064,R-3-18,136,2
Low Residential,R-1-6,1065,R-1-6,33,1
Low Residential,PD,1066,PD__SF,212,1
Low Residential,R-1-6,1067,R-1-6,33,1
Low Residential,R-3-18,1068,R-3-18,136,2
Low Residential,R-1-6,1069,R-1-6,33,1
Low Residential,PD,1070,PD__SF,212,1
Low Residential,PD,1071,PD__SF,212,1
Low Residential,PD-RC,1072,PD-RC__SF,120,1
Low Residential,R-1-7.5,1073,R-1-7.5,370,1
Low Residential,R-1-6,1074,R-1-6,33,1
Low Residential,PD-RC,1075,PD-RC__SF,120,1
Low Residential,R-1-6,1076,R-1-6,33,1
Low Residential,R-1-6,1077,R-1-6,33,1
Low Residential,R-1-6,1078,R-1-6,33,1
Low Residential,PD,1079,PD__SF,212,1
Low Residential,R-1-6,1080,R-1-6,33,1
Low Residential,R-1-7.5,1081,R-1-7.5,370,1
Low Residential,PD-RC,1082,PD-RC__SF,120,1
Low Residential,R-1-6,1083,R-1-6,33,1
Low Residential,R-1-6,1084,R-1-6,33,1
Low Residential,R-1-6,1085,R-1-6,33,1
Low Residential,R-1-6,1086,R-1-6,33,1
Low Residential,R-3-18,1087,R-3-18,136,2
Low Residential,PI,1088,PI,83,0
Low Residential,R-1-6,1089,R-1-6,33,1
Low Residential,PD-RC,1090,PD-RC__SF,120,1
Low Residential,PD-RC,1091,PD-RC__SF,120,1
Low Residential,R-1-6,1092,R-1-6,33,1
Low Residential,R-1-6-H-SA,1093,R-1-6-H-SA,584,1
Low Residential,R-1-6-H,1094,R-1-6-H,490,1
Low Residential,R-1-6,1095,R-1-6,33,1
Low Residential,R-3-10-SA,1096,R-3-10-SA,721,2
Low Residential,R-3-10,1097,R-3-10,262,2
Low Residential,R-1-6-H,1098,R-1-6-H,490,1
Low Residential,R-1-6-SA,1099,R-1-6-SA,611,1
Low Residential,R-1-6,1100,R-1-6,33,1
Low Residential,PD-H,1101,PD-H__SF,489,1
Low Residential,PD-H,1102,PD-H__SF,489,1
Low Residential,PD,1103,PD__SF,212,1
Low Residential,R-1-6,1104,R-1-6,33,1
Low Residential,R-1-7.5,1105,R-1-7.5,370,1
Low Residential,R-1-6,1106,R-1-6,33,1
Low Residential,CO,1107,CO,725,0
Low Residential,PD,1108,PD__SF,212,1
Low Residential,R-1-6,1109,R-1-6,33,1
Low Residential,R-2,1110,R-2,191,2
Low Residential,PD,1111,PD__SF,212,1
Low Residential,R-1-6,1112,R-1-6,33,1
Low Residential,R-2,1113,R-2,191,2
Low Residential,PD,1114,PD__SF,212,1
Low Residential,PD,1115,PD__SF,212,1
Low Residential,PD,1116,PD__SF,212,1
Low Residential,R-1-6,1117,R-1-6,33,1
Low Residential,R-1-6,1118,R-1-6,33,1
Low Residential,R-1-6,1119,R-1-6,33,1
Low Residential,R-1-6,1120,R-1-6,33,1
Low Residential,PD-RC,1121,PD-RC__SF,120,1
Low Residential,R-1-6,1122,R-1-6,33,1
Low Residential,R-1-6-H-SA,1123,R-1-6-H-SA,584,1
Low Residential,R-1-6-H,1124,R-1-6-H,490,1
Low Residential,R-1-15,1125,R-1-15,197,1
Low Residential,OSR,1126,OSR,80,0
Low Residential,PD-RC,1127,PD-RC__SF,120,1
Low Residential,R-1-6-H,1128,R-1-6-H,490,1
Low Residential,R-1-6,1129,R-1-6,33,1
Low Residential,R-1-6,1130,R-1-6,33,1
Low Residential,R-1-7.5,1131,R-1-7.5,370,1
Low Residential,R-1-6-H-SA,1132,R-1-6-H-SA,584,1
Low Residential,R-1-6-H,1133,R-1-6-H,490,1
Low Residential,R-1-6,1134,R-1-6,33,1
Low Residential,PD-RC,1135,PD-RC__SF,120,1
Low Residential,R-1-6,1136,R-1-6,33,1
Low Residential,R-1-6-H-SA,1137,R-1-6-H-SA,584,1
Low Residential,R-1-6-H,1138,R-1-6-H,490,1
Low Residential,R-3-10-H,1139,R-3-10-H,747,2
Low Residential,PI-H,1140,PI-H,747,0
Low Residential,R-1-6,1141,R-1-6,33,1
Low Residential,R-1-6,1142,R-1-6,33,1
Low Residential,R-1-15,1143,R-1-15,197,1
Low Residential,R-1-7.5,1144,R-1-7.5,370,1
Low Residential,RR-20,1145,RR-20,15,1
Low Residential,PD-RC,1146,PD-RC__SF,120,1
Low Residential,R-1-6,1147,R-1-6,33,1
Low Residential,R-1-6,1148,R-1-6,33,1
Low Residential,R-1-6-H-SA,1149,R-1-6-H-SA,584,1
Low Residential,R-1-6-H,1150,R-1-6-H,490,1
Low Residential,R-1-6,1151,R-1-6,33,1
Low Residential,R-1-6,1152,R-1-6,33,1
Low Residential,R-1-6,1153,R-1-6,33,1
Low Residential,R-3-18,1154,R-3-18,136,2
Low Residential,R-1-6,1155,R-1-6,33,1
Low Residential,R-1-6-H,1156,R-1-6-H,490,1
Low Residential,TV-R-H-SA,1157,TV-R-H-SA,149,2
Low Residential,R-1-6,1158,R-1-6,33,1
Low Residential,PD,1159,PD__SF,212,1
Low Residential,R-1-6,1160,R-1-6,33,1
Low Residential,PD,1161,PD__SF,212,1
Low Residential,R-1-6,1162,R-1-6,33,1
Low Residential,PD,1163,PD__SF,212,1
Low Residential,PD-RC,1164,PD-RC__SF,120,1
Low Residential,R-1-6,1165,R-1-6,33,1
Low Residential,PD-RC,1166,PD-RC__SF,120,1
Low Residential,PD-RC,1167,PD-RC__SF,120,1
Low Residential,R-1-6,1168,R-1-6,33,1
Low Residential,R-1-6,1169,R-1-6,33,1
Low Residential,R-1-6-H-SA,1170,R-1-6-H-SA,584,1
Low Residential,R-1-6-H,1171,R-1-6-H,490,1
Low Residential,PD-RC,1172,PD-RC__SF,120,1
Low Residential,PD-RC,1173,PD-RC__SF,120,1
Low Residential,R-1-6,1174,R-1-6,33,1
Low Residential,R-1-6-H,1175,R-1-6-H,490,1
Low Residential,R-1-6,1176,R-1-6,33,1
Low Residential,R-1-6-H,1177,R-1-6-H,490,1
Low Residential,R-1-15,1178,R-1-15,197,1
Low Residential,R-1-7.5,1179,R-1-7.5,370,1
Low Residential,R-1-6,1180,R-1-6,33,1
Low Residential,R-1-15,1181,R-1-15,197,1
Low Residential,OSR,1182,OSR,80,0
Low Residential,R-2,1183,R-2,191,2
Low Residential,R-3-18,1184,R-3-18,136,2
Low Residential,R-1-6,1185,R-1-6,33,1
Low Residential,R-1-6,1186,R-1-6,33,1
Low Residential,R-1-6,1187,R-1-6,33,1
Low Residential,CO,1188,CO,725,0
Low Residential,R-1-6,1189,R-1-6,33,1
Low Residential,PD,1190,PD__SF,212,1
Low Residential,R-1-6,1191,R-1-6,33,1
Low Residential,PD,1192,PD__SF,212,1
Low Residential,CO,1193,CO,725,0
Low Residential,R-1-6,1194,R-1-6,33,1
Low Residential,R-1-6-H,1195,R-1-6-H,490,1
Low Residential,R-1-6-H-SA,1196,R-1-6-H-SA,584,1
Low Residential,R-2,1197,R-2,191,2
Low Residential,R-1-6,1198,R-1-6,33,1
Low Residential,R-1-6,1199,R-1-6,33,1
Low Residential,PD,1200,PD__SF,212,1
Low Residential,R-1-6,1201,R-1-6,33,1
