FID_1,DATE_CREAT,DATE_UPDAT,EDITOR,SPECIFICPL,PRIMARY_ZO,COMBINING_,COMBININ_1,COMBININ_2,COMBININ_3,YARD_REQUI,AREAPLAN,PD_ZU_NUMB,MBSA_ACRE,MBSA_SQFT,MEDIAN_LOT,FRONT_YARD,SIDE_YARD,LABEL,Notes,GlobalID,SHAPE_Leng,SHAPE_Area,Zoning
3207,2011-04-20,2011-04-20,C1,NA,RS,D3,NA,NA,NA,4000 sq.ft. M.B.S.A./D.U.,NA,NA,NA,NA,NA,NA,NA,RS-D3,NA,{150617F4-E332-4C46-BDB1-D0A5D8AF6024},0.003598618907579,3.83610076e-7,2
3208,2003-01-01,NA,C1,FASP,R1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FASP-R1,NA,{BD6FB1BD-F8B5-4F90-8974-17ADD50C49C6},0.006339503331891,2.048699005e-6,1
3209,2003-01-01,NA,C1,FASP,PD,NA,NA,NA,NA,NA,NA,1488,NA,NA,NA,NA,NA,FASP-PD-1488,NA,{ECABCE68-2A9D-4406-BBA3-339C7048C599},0.003455467318995,4.56714762e-7,NA
3210,2003-01-01,NA,C1,NA,C1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C1,NA,{8B0EF3F4-2307-4821-A1C2-52147993ECAE},0.001717879733678,1.71267289e-7,NA
3211,2003-01-01,NA,C1,NA,PD,NA,NA,NA,NA,NA,NA,1902,NA,NA,NA,NA,NA,PD-1902,NA,{89AEF288-C5A9-4FEF-81C1-4B1D90E82F27},0.0034886824590890002,5.55352463e-7,NA
3212,2003-01-01,NA,C1,NA,RS,D15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RS-D15,NA,{047E113E-14C2-464A-A958-2142554D7CA2},0.002443727760355,3.57072061e-7,2
3213,2003-01-01,NA,C1,NA,C1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C1,NA,{CB3309AE-055E-4EDF-B948-FC1E69998DC7},0.001936171155745,2.33873793e-7,NA
3214,2003-01-01,NA,C1,NA,R1,L,BE,NA,NA,3 Ac. M.B.S.A.,NA,NA,NA,NA,NA,NA,NA,R1-L-BE,NA,{DF696921-3635-4BB6-9EC4-7CA5AED925FE},0.008050496239428,3.449966218e-6,1
3215,2003-01-01,NA,C1,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,{C792BBF5-A7A6-410A-8C12-8120F074AB98},0.040361680966613,3.1700128541e-5,NA
3216,2003-01-01,NA,C1,NA,A,BE,NA,NA,NA,5 Ac. M.B.S.A.,NA,NA,NA,NA,NA,NA,NA,A-BE,NA,{1AB872D1-9181-4F9C-BF9C-3040884C7750},0.008481875019396,2.116061245e-6,NA
3217,2003-01-01,NA,C1,NA,R1,L,BE,NA,NA,5 Ac. M.B.S.A.,NA,NA,NA,NA,NA,NA,NA,R1-L-BE,NA,{9F18449E-DFF1-4F8D-87D2-7FB7622655A8},0.005920310657081,2.248455355e-6,1
3218,2003-01-01,NA,C1,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,{BF8379C7-D927-427F-A549-AE9B5AD96980},0.012916348046369,5.489287612e-6,NA
3219,2003-01-01,NA,C1,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,{CC6B7F57-EEB2-482B-8B41-B035162D2C0F},0.007427806740362,1.104317242e-6,NA
3220,2010-01-03,2010-01-03,C1,NA,R1,L,BE,NA,NA,5 Ac. M.B.S.A. 300' M.L.W. 30' F.Y.,NA,NA,NA,NA,NA,NA,NA,R1-L-BE,NA,{92CF5CC1-3E1A-4980-A79F-009F3D5DDC4C},0.007940116730224,2.136861694e-6,1
3221,2003-01-01,NA,C1,NA,R1,L,BE,NA,NA,5 Ac. M.B.S.A. 300' M.L.W. 30' F.Y.,NA,NA,NA,NA,NA,NA,NA,R1-L-BE,NA,{A6B4B9FC-56B5-4A09-A775-5A371B363F64},0.003485198681878,6.27961824e-7,1
3222,2003-01-01,NA,C1,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,{12E41427-DDDE-406D-8563-30D624D69CF0},0.007626748879921,1.490677558e-6,NA
3223,2003-01-01,2012-11-24,ppa,NA,RS,D3,NA,NA,NA,1250 s.f. MBSA/DU,NA,NA,NA,NA,NA,NA,NA,RS-D3,NA,{5B39DDA3-3556-4C2E-B0D8-D3149321ACDD},0.002535031758328,2.6486515e-7,2
3224,2003-01-01,NA,C1,NA,RS,D20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RS-D20,NA,{17F3A2AD-5452-408F-BBEC-71FE976EDB02},9.37300643356e-4,5.5674664e-8,2
3225,2003-01-01,NA,C1,NA,R1,CSU,RV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1-CSU-RV,NA,{0E4C713C-1E82-4AC8-A160-0C28D8EC38E2},0.011387017770085,3.686638877e-6,1
3226,2003-01-01,NA,C1,NA,R1,CSU,RV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1-CSU-RV,NA,{6A53A9F2-5101-4B80-B8EC-0DFEDD5FDD79},0.021664224985228,6.273610869e-6,1
3227,2011-01-12,2011-01-12,C1,NA,PD,NA,NA,NA,NA,NA,NA,1277,NA,NA,NA,NA,NA,PD-1277,NA,{FF4CD1A5-CDD8-407A-8D28-BD647A6B87A0},0.004777714426452,1.128937931e-6,NA
3228,2003-01-01,NA,C1,FASP,R1,BE,NA,NA,NA,7000 M.B.S.A.,NA,NA,NA,NA,NA,NA,NA,FASP-R1-BE,NA,{9EA8FE86-9C88-47E4-A8F4-F5B012E1FA69},0.001564658844909,1.28899334e-7,1
3229,2011-02-03,2011-02-03,C1,FASP,R1,BE,NA,NA,NA,"6000 sq.ft. M.B.S.A, 60' M.L.W. 7' S.Y.",NA,NA,NA,NA,NA,NA,NA,FASP-R1-BE,NA,{ADA424FC-DD69-4B43-AEA3-929919AB33D1},0.006152250073622,1.160320222e-6,1
3230,2011-02-08,2011-02-08,C1,FASP,PD,NA,NA,NA,NA,NA,NA,1899,NA,NA,NA,NA,NA,FASP-PD-1899,NA,{112B9174-A414-47B0-9FEA-13188CD40ABB},0.001267313739996,8.4827044e-8,NA
3231,2011-02-08,2011-02-08,C1,FASP,R1,BE,NA,NA,NA,6000 sf.MBSA 60' MLW 20' FY 7' SY,NA,NA,NA,NA,NA,NA,NA,FASP-R1-BE,NA,{306EAE2B-26A0-4505-8BD2-D555A940CC64},0.008053923251686,3.084441838e-6,1
3232,2011-02-08,2011-02-08,C1,FASP,R1,BE,NA,NA,NA,6000 sf.MBSA 80' MLW 30' FY 20' SY,NA,NA,NA,NA,NA,NA,NA,FASP-R1-BE,NA,{95C2AD2D-9DC3-4291-AC8E-CEA10271AE6E},0.004622967012764,1.27211321e-6,1
3233,2011-01-18,2011-01-18,C1,NA,R1,CSU,RV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1-CSU-RV,NA,{E8915DE7-7229-4517-BEDC-91C81FA51CF4},0.003287176736676,5.56702848e-7,1
3234,2011-01-18,2011-01-18,C1,NA,R1,CSU,RV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1-CSU-RV,NA,{EAC36CC6-DE61-40CA-AB87-9E85517FC884},0.00438592188051,4.92099478e-7,1
3235,2011-01-18,2011-01-18,C1,NA,R1,CSU,RV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1-CSU-RV,NA,{91AAC7ED-AF96-4322-A5FE-770DC532EE27},0.014125249025525,3.527265715e-6,1
3236,2011-01-18,2011-01-18,C1,NA,CO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CO,NA,{69EB9CD4-C2D1-4B13-ADE9-0508171546F4},0.001579011024465,1.44692385e-7,NA
3237,2003-01-01,NA,C1,NA,R1,CSU,RV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1-CSU-RV,NA,{19B0A27A-777D-4C84-A550-70C2A91055FA},0.003787750999361,5.34701681e-7,1
3238,2003-01-01,NA,C1,NA,PD,NA,NA,NA,NA,NA,NA,1747,NA,NA,NA,NA,NA,PD-1747,NA,{370604A8-E97C-4988-BDAA-751F5BD89709},0.001777090542537,1.43788971e-7,NA
3239,2003-01-01,NA,C1,NA,PD,NA,NA,NA,NA,NA,NA,1759,NA,NA,NA,NA,NA,PD-1759,NA,{D5AD8731-3E55-4AEC-B239-A05912AE7905},0.003000268760084,2.53653525e-7,NA
3240,2003-01-01,NA,C1,NA,RS,D25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RS-D25,NA,{7F9294F3-5427-4B89-A832-CDE00479880A},5.79512155111e-4,3.30285e-10,2
3241,2003-01-01,NA,C1,NA,RS,CSU,RV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RS-CSU-RV,NA,{00C48A9B-5DCC-47FF-8B41-A3C66D58BAF0},0.001771553479962,1.69581235e-7,2
3242,2003-01-01,NA,C1,NA,R1,CSU,RV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1-CSU-RV,NA,{F7D50078-CCE2-4EDB-B194-9E8F3DCBC2FC},0.005845691795872,1.541601574e-6,1
3243,2003-01-01,NA,C1,NA,R1,CSU,RV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1-CSU-RV,NA,{314386BE-FBA2-47CF-B965-E1B01D10AD5D},0.00579533294866,1.531934568e-6,1
3244,2003-01-01,NA,C1,NA,R1,CSU,RV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1-CSU-RV,NA,{9C503201-92FD-4AA7-9BDC-46085004E949},0.012492339436678,4.158015788e-6,1
3245,2003-01-01,NA,C1,NA,R2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R2,NA,{1C45C3D2-E99F-4899-9163-C119F088C12C},0.001123547229357,7.6963693e-8,2
3246,2003-01-01,NA,C1,NA,PD,NA,NA,NA,NA,NA,NA,1857,NA,NA,NA,NA,NA,PD-1857,NA,{9B068678-3C7A-4229-B23B-BCAD792067AD},0.00177658073141,1.26400104e-7,NA
3247,2003-01-01,NA,C1,NA,R1,CSU,RV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1-CSU-RV,NA,{AC5724AA-8855-481D-97C0-606EE236ECD9},0.014761422870353,4.356852599e-6,1
3248,2003-01-01,NA,C1,NA,R1,CSU,RV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1-CSU-RV,NA,{6CDC17D4-C690-403C-96EA-28E0042844D5},1.6789650189e-5,5.95e-13,1
3249,2003-01-01,NA,C1,NA,R1,CSU,RV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1-CSU-RV,NA,{604B33A1-3184-423B-AB0D-E0D4C553B45B},0.002665798548013,3.39831851e-7,1
3250,2003-01-01,NA,C1,NA,R1,CSU,RV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1-CSU-RV,NA,{FF816FA5-6FE5-4239-9D62-2460484E88B8},0.007330166421311,2.353474675e-6,1
3251,2003-01-01,2008-02-11,NA,NA,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U,NA,{8EC03F2D-D2D6-46B2-B774-E15D47F01B1A},0.004112094054515,9.05865547e-7,NA
3252,2003-01-01,2008-02-11,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,{2E5BBCC9-82D3-4986-9B81-B36894432147},0.108188702698281,3.03635470567e-4,NA
3253,2003-01-01,2008-02-11,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,{ED38AAAB-B6D1-4F2D-9DDB-95A42E411B79},0.00205636966273,1.34250712e-7,NA
3254,2003-01-01,2012-10-26,ppa,NA,A,BE,NA,NA,NA,100 Ac. MBSA,NA,NA,NA,NA,NA,NA,NA,A-BE,NA,{8D5AF681-C50E-46F4-9135-A486FFF4ABC1},0.005813414674521,1.348684996e-6,NA
3255,2003-01-01,2012-10-26,ppa,NA,A,BE,NA,NA,NA,100 Ac. MBSA,NA,NA,NA,NA,NA,NA,NA,A-BE,NA,{05B60C08-2C07-4A83-A450-528B44272B9D},0.00231235287535,2.33020922e-7,NA
3256,2003-01-01,2012-10-26,ppa,NA,A,BE,NA,NA,NA,100 Ac. MBSA,NA,NA,NA,NA,NA,NA,NA,A-BE,NA,{D8525CDC-F781-4099-B62C-2D0DFC4E8179},0.012328297238779,4.68728407e-6,NA
3257,2010-11-05,2010-11-05,C1,NA,R1,BE,NA,NA,NA,7000 sq.ft. M.B.S.A. 70' M.L.W. 20' F.Y. 7' S.Y.,NA,NA,NA,NA,NA,NA,NA,R1-BE,NA,{5CA40A07-6705-4FE5-B1EE-B57504E2DB89},0.00619983558355,1.903627672e-6,1
3258,2011-02-15,2011-02-15,C1,MASP,R1,BE,SU,RV,NA,See Madison Specific Plan,NA,NA,NA,NA,NA,NA,NA,MASP-R1-BE-SU-RV,NA,{CB18079E-7FB5-4979-8240-D0E041B39311},0.001126387714616,6.9404e-11,1
3259,2003-01-01,NA,C1,NA,PD,NA,NA,NA,NA,NA,NA,1337,NA,NA,NA,NA,NA,PD-1337,NA,{3CE3420C-E6F6-4A14-933C-30CD3870CD29},0.002447216400722,3.05504742e-7,NA
3260,2003-01-01,NA,C1,NA,R1,L,BE,CSU,RV,5 Ac. M.B.S.A. 100' M.L.W. 30' Front Yard,NA,NA,NA,NA,NA,NA,NA,R1-L-BE-CSU-RV,NA,{373E8B80-03A3-4BD1-B0DB-E9F7F4F34FD8},0.01048876343479,2.155209213e-6,1
3261,2003-01-01,NA,C1,NA,S09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S09,NA,{134DFF78-D56E-40A5-A855-02412F096944},0.004417169230685,2.18968703e-7,NA
3262,2011-01-12,2011-01-12,C1,NA,C1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C1,NA,{83F43BD3-1006-4A28-BA5E-D83739B2CFC4},0.005071520156803,1.030804836e-6,NA
3263,2003-01-01,NA,C1,NA,C1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C1,NA,{1B271F90-C9A4-48A5-A999-3B36A68FCF9C},0.002493470771829,3.10280662e-7,NA
3264,2003-01-01,2013-08-19,ppa,NA,PD,NA,NA,NA,NA,NA,NA,1761,NA,NA,NA,NA,NA,PD-1761,NA,{547ABB90-EE2E-4AF3-83CE-584C0E790AA7},0.010169463852348,3.82495552e-6,NA
3265,2003-01-01,NA,C1,NA,PD,NA,NA,NA,NA,NA,NA,2001,NA,NA,NA,NA,NA,PD-2001,NA,{4B5B5264-F951-4E01-9CB5-44761DD58E54},0.007523136007298,1.598321146e-6,NA
3266,2003-01-01,NA,C1,NA,PD,NA,NA,NA,NA,NA,NA,2001,NA,NA,NA,NA,NA,PD-2001,NA,{B0F94914-02AB-484C-957D-FB6B2F3D7DFC},0.008736011386174,1.474680151e-6,NA
3267,2003-01-01,NA,C1,NA,PD,NA,NA,NA,NA,NA,NA,2001,NA,NA,NA,NA,NA,PD-2001,NA,{8E51121E-5109-4565-87C7-4DAE5E50BA9D},0.006208775941943,1.204373728e-6,NA
3268,2009-09-28,2009-09-28,C1,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,{27EEF008-B431-4C90-9E15-AB9F6BCC9700},0.062490164051791,2.30526796419e-4,NA
3269,2003-01-01,NA,C1,NA,R1,CSU,RV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1-CSU-RV,NA,{DBDE3568-2908-446F-9087-7C0C1446D6D1},0.006257213798831,7.82017512e-7,1
3270,2003-01-01,2012-07-17,ppa,NA,RS,D35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RS-D35,NA,{02857C2A-B4DE-457D-8808-8C4B0F3F0E97},0.005041865948669,1.401661056e-6,2
3271,2003-01-01,NA,C1,NA,RS,D3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RS-D3,NA,{86273658-BDA4-4AED-B4E9-00757E010F1A},0.007908695846273,2.969313045e-6,2
3272,2003-01-01,NA,C1,NA,RS,D25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RS-D25,NA,{2571B618-A8A7-40BB-AFC1-6D3895F4CED7},0.002410241378187,2.40094357e-7,2
3273,2003-01-01,NA,C1,NA,R1,CSU,RV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1-CSU-RV,NA,{06304947-10C2-4061-A301-78165C5B7C12},1.5982313319e-5,7.43e-13,1
3274,2003-01-01,NA,C1,NA,R1,CSU,RV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1-CSU-RV,NA,{DAE2B62F-8F63-47C0-8396-7EE3EAE1DA7C},3.3019807026e-5,1.702e-12,1
3275,2003-01-01,NA,C1,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,{480A58F7-9D75-4D17-B072-E24F9547C5F8},0.045778585066617,7.5496348527e-5,NA
3276,2003-01-01,NA,C1,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,{F71F5918-3C30-4079-8F60-3585FAF64AC6},0.060783183411586,1.30743793372e-4,NA
3277,2003-01-01,NA,C1,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,{F3BEC85D-DD72-4BDB-B07F-E7E2035BB23E},0.013382132617368,3.440470775e-6,NA
3278,2003-01-01,NA,C1,NA,A,BE,NA,NA,NA,160 Ac.,NA,NA,NA,NA,NA,NA,NA,A-BE,NA,{7ACD29B3-206A-47EA-A7EC-C581088CEF65},0.06189019467094,1.8331523039e-4,NA
3279,2003-01-01,NA,C1,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,{000CD3AF-06C6-46C7-BD86-DA2F6C986502},0.054489209496991,7.6687906843e-5,NA
3280,2003-01-01,NA,C1,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,{E2E3000F-759D-412E-81B9-2F363A0F4FE7},0.050736400210963,1.57230905232e-4,NA
3281,2011-01-31,2011-01-31,C1,FASP,R1,BE,NA,NA,NA,6000 sq.ft. M.B.S.A. 60' M.L.W. 20'  F.Y. 7' S.Y.,NA,NA,NA,NA,NA,NA,NA,FASP-R1-BE,NA,{7607F6C3-972F-4356-9D8F-0AD209460A97},0.007570427431034,2.463333112e-6,1
3282,2011-02-01,2011-02-01,C1,FASP,R1,BE,NA,NA,NA,6000 sq.ft. M.B.S.A. 60' M.L.W. 20' F.Y. 7' S.Y.,NA,NA,NA,NA,NA,NA,NA,FASP-R1-BE,NA,{6DEDDCAB-8387-4007-A828-F16D3D1560EE},0.006352997497245,1.639533402e-6,1
3283,2011-02-01,2011-02-01,C1,FASP,R1,BE,NA,NA,NA,6000 sq.ft. M.B.S.A. 60' M.L.W. 20' F.Y. 7' S.Y.,NA,NA,NA,NA,NA,NA,NA,FASP-R1-BE,NA,{F4541B65-2C3E-4176-967A-2501AD382402},0.004566663577811,1.063637664e-6,1
3284,2003-01-01,NA,C1,NA,R3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R3,NA,{6B256030-88DC-49B8-9C14-8C50D771B563},0.006907472552724,1.49300759e-6,2
3285,2003-01-01,NA,C1,NA,PD,NA,NA,NA,NA,NA,NA,1335,NA,NA,NA,NA,NA,PD-1335,NA,{74CB131C-B2F7-4B6F-BD61-B5C79B147F2B},0.004424260901765,7.88125259e-7,NA
3286,2003-01-01,NA,C1,NA,R1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1,NA,{27035E80-80BD-4310-A2DB-EA5F30E5F00E},0.003789150862675,8.48024649e-7,1
3287,2003-01-01,NA,C1,NA,R1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1,NA,{6910CB2A-2587-475C-8FB0-EC267DB2E9E9},0.003927730506036,8.95949659e-7,1
3288,2003-01-01,NA,C1,NA,R1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1,NA,{3283EEF8-DC5E-46E1-AC42-17E106F12C6F},0.007473476960041,1.969145326e-6,1
3289,2003-01-01,NA,C1,NA,R1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1,NA,{6A766B50-DA71-4FCE-AFF2-E97FA054AFAB},0.004142724590225,9.83993711e-7,1
3290,2003-01-01,NA,C1,NA,R1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1,NA,{202DA14F-639C-47D8-8BDE-C21B9834A16B},0.004206537425028,1.008765055e-6,1
3291,2003-01-01,NA,C1,NA,R1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1,NA,{E1E00101-AC8E-44D5-A9CE-478886BD81F3},0.005545226935745,1.525440465e-6,1
3292,2003-01-01,NA,C1,NA,R1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1,NA,{FF70EAD9-7565-4938-9962-1D6E27AB07E0},8.28338835242e-4,4.121633e-8,1
3293,2011-10-08,2016-02-05,RT,ACBD,AC-DMU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACBD-AC-DMU,NA,{17EE722E-9538-4622-978F-C09D407B7994},0.002454618938333,3.28794884e-7,NA
3294,2011-01-26,2011-01-26,C1,FASP,R1,BE,NA,NA,NA,10000 sq.ft. M.B.S.A. 85' M.L.W. 30' F.Y. 15' S.Y.,NA,NA,NA,NA,NA,NA,NA,FASP-R1-BE,NA,{CD3F2DAF-3CBB-4E7D-A173-C0F1C4C5D1C9},0.01029861276169,5.209396288e-6,1
3295,2011-01-26,2011-01-26,C1,FASP,R1,BE,NA,NA,NA,10000 sq.ft. M.B.S.A. 85' M.L.W. 30' F.Y. 15' S.Y.,NA,NA,NA,NA,NA,NA,NA,FASP-R1-BE,NA,{31F260DC-C67E-47C7-9891-0B8CD5220AE7},0.008251778738588,3.492069334e-6,1
3296,2011-01-28,2011-01-28,C1,FASP,R1,BE,NA,NA,NA,6000 sq.ft. M.B.S.A. 60' M.L.W. 20' F.Y. 7' S.Y.,NA,NA,NA,NA,NA,NA,NA,FASP-R1-BE,NA,{839AA035-4BC2-4593-8B48-027C37BAB610},0.0025461632315,3.64256843e-7,1
3297,2003-01-01,NA,C1,NA,R1,CSU,RV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1-CSU-RV,NA,{4C0E7DF0-44EB-46E6-A8C8-F7CAF8A35182},0.007971793052691,2.064386301e-6,1
3298,2003-01-01,NA,C1,NA,PD,NA,NA,NA,NA,NA,NA,1748,NA,NA,NA,NA,NA,PD-1748,NA,{CE45C74D-DD5D-454E-A740-A31DF206D120},0.00904044756954,3.790535658e-6,NA
3299,2003-01-01,NA,C1,NA,A,BE,NA,NA,NA,320 Ac.,NA,NA,NA,NA,NA,NA,NA,A-BE,NA,{8AA120A0-9169-47D2-A2DD-4F7B8FA050BC},0.175757052276412,0.001863328760976,NA
3300,2009-05-26,2009-05-26,C1,NA,PD,NA,NA,NA,NA,NA,SLAP,2068,NA,NA,NA,NA,NA,PD-2068,NA,{C57B4DA8-C144-4D08-9538-B44E8ED4192A},0.030901662315988,4.1720999587e-5,NA
3301,2003-01-01,NA,C1,NA,A,BE,NA,NA,NA,320 Ac.,NA,NA,NA,NA,NA,NA,NA,A-BE,NA,{86CF660E-EF71-420B-BC3D-BDD5B87D8ED3},0.175831689169666,0.001863035511598,NA
3302,2003-01-01,NA,C1,NA,A,BE,NA,NA,NA,320 Ac.,NA,NA,NA,NA,NA,NA,NA,A-BE,NA,{553EB90A-0CEC-49CF-8A26-6F0BA713E604},0.178417239805318,0.0019238619964,NA
3303,2003-01-01,NA,C1,NA,A,BE,NA,NA,NA,320 Ac.,NA,NA,NA,NA,NA,NA,NA,A-BE,NA,{652B853F-7C0F-4B49-8C05-778181D79066},0.176258854890238,0.001883844003048,NA
3304,2003-01-01,NA,C1,CVCBD,S01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CVCBD-S01,NA,{A38A12FE-210A-485B-B1A4-DED1DAA91CB1},0.00501503497589,1.509192179e-6,NA
3305,2003-01-01,2012-07-17,ppa,NA,R1,CSU,RV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1-CSU-RV,NA,{1D86DD22-74D6-416C-A23F-4362213069B1},9.58117868659e-4,5.2561805e-8,1
3306,2003-01-01,2012-07-17,ppa,NA,RS,D3,NA,NA,NA,6100 per dwelling unit,NA,NA,NA,NA,NA,NA,NA,RS-D3,NA,{8972E499-A553-4898-93F5-8CCA7CC1978A},0.004687968407045,9.49696269e-7,2
3307,2003-01-01,NA,C1,NA,R3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R3,NA,{E083F625-65D0-4961-A24F-3D72E554E9AC},0.002675079902698,3.13247028e-7,2
3308,2003-01-01,NA,C1,NA,RS,D3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RS-D3,NA,{0891DB11-D39A-413A-9E7C-C6D7F9991CFE},0.003651981968714,3.83449556e-7,2
3309,2003-01-01,NA,C1,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,{2B3F9BA0-CD21-48F7-986E-53CE49936485},0.031184431856706,2.4124116622e-5,NA
3310,2011-04-27,2011-04-27,C1,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,{62E91599-C1A3-4C1D-AB21-0A25BC7E62E9},0.02287024842882,2.0065871291e-5,NA
3311,2010-01-03,2010-01-03,C1,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,{FB961D44-F13D-4A52-8C1C-C784E589FE82},0.066322164314714,2.12052439541e-4,NA
3312,2011-04-27,2011-04-27,C1,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,{96364E02-EA56-4ECA-8E28-EC7A7BC73EF1},0.015174410670121,1.3735152361e-5,NA
3313,2003-01-01,NA,C1,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,{648A2642-59BA-4F23-88B6-D8ECE355E8DD},0.025687264566589,2.3643703744e-5,NA
3314,2003-01-01,2008-02-14,C1,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,{73E82866-83E0-49C4-8F45-D4EE76DB0B31},0.086610342805574,3.62160921863e-4,NA
3315,2003-01-01,NA,C1,NA,PD,NA,NA,NA,NA,NA,SLAP,2050,NA,NA,NA,NA,NA,PD-2050,NA,{05D99AD2-9518-4844-B2F5-EF94ABF3935A},0.008935850229637,3.578292906e-6,NA
3316,2003-01-01,2008-02-19,C1,NA,PD,NA,NA,NA,NA,NA,SLAP,2246,NA,NA,NA,NA,NA,PD-2246,NA,{D86EFFE8-583A-4B13-83A2-91533F9A07A6},0.01283443228497,8.55503511e-6,NA
3317,2003-01-01,NA,C1,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,{77B50F3E-01F5-47E9-8C6E-3614199E7FE4},0.06489371155215,2.44192342324e-4,NA
3318,2003-01-01,NA,C1,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,{2C676D85-CEB8-411B-B035-43D7B8CE825B},0.025412996846678,3.2741711428e-5,NA
