FID_1,DATE_CREAT,DATE_UPDAT,EDITOR,SPECIFICPL,PRIMARY_ZO,COMBINING_,COMBININ_1,COMBININ_2,COMBININ_3,YARD_REQUI,AREAPLAN,PD_ZU_NUMB,MBSA_ACRE,MBSA_SQFT,MEDIAN_LOT,FRONT_YARD,SIDE_YARD,LABEL,Notes,GlobalID,SHAPE_Leng,SHAPE_Area,Zoning
112,2010-12-15,2010-12-15,C1,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,{8DAD2EFA-A6EA-436C-B560-BC37F90885B1},0.039985374787693,4.936365884e-5,NA
113,2010-12-15,2010-12-15,C1,NA,R1,L,BE,NA,NA,5 Acre M.B.S.A.,NA,NA,NA,NA,NA,NA,NA,R1-L-BE,NA,{B04D389D-C682-441F-8BEE-01C65176CDAC},0.004931783246479,1.046176926e-6,1
114,2010-12-16,2010-12-16,C1,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,{82C051FC-3884-455B-BB57-CF0796A13015},0.023534377333615,3.3972888724e-5,NA
115,2003-01-01,NA,C1,NA,A,BE,NA,NA,NA,320 Ac.,NA,NA,NA,NA,NA,NA,NA,A-BE,NA,{4CCB5E0B-18F4-4B5B-91AD-33E0FB6776E0},0.019636254847218,1.647945707e-5,NA
116,2003-01-01,NA,C1,NA,A,BE,NA,NA,NA,320 Ac.,NA,NA,NA,NA,NA,NA,NA,A-BE,NA,{114BEB46-373B-4FD0-896E-A19FC851339B},0.01532059546725,1.0568870284e-5,NA
117,2003-01-01,NA,C1,NA,A,BE,NA,NA,NA,320 Ac.,NA,NA,NA,NA,NA,NA,NA,A-BE,NA,{DEE2977C-93D2-4CEC-AE4C-3B65EE82FD0E},0.119284854241021,7.66193252097e-4,NA
118,2003-01-01,NA,C1,NA,R1,RV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1-RV,NA,{6263DF91-5671-479D-9E38-2C65A98EC638},0.00727791562382,1.060816001e-6,1
119,2003-01-01,NA,C1,NA,R1,RV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1-RV,NA,{472F209F-CCAE-4D6B-9CF1-93E3314F480F},0.040460020994016,1.5090910667e-5,1
120,2003-01-01,2008-02-14,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,{E782CE6A-36D5-4CAB-B4A9-68527B77620E},0.072092208724681,1.88357908657e-4,NA
121,2003-01-01,2008-02-14,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,{2271BD30-C7BC-44BB-84BC-2AC99A9D9D96},0.306175140971516,0.00195836353193,NA
122,2003-01-01,2008-02-14,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,{7B1ED25F-CC2F-4269-B04E-CD7FF78981D7},0.046348829561411,1.26409943954e-4,NA
123,2011-05-03,2011-05-03,C1,LVSP,PD,NA,NA,NA,NA,NA,NA,2031,NA,NA,NA,NA,NA,LVSP-PD-2031,NA,{1C09DD2C-9168-4D58-9DD2-7F6F6D358102},0.025178088573323,1.8843041028e-5,NA
124,2003-01-01,NA,C1,NA,R1,L,BE,NA,NA,5 Ac. M.B.S.A. 300' M.L.W. 30' F.Y.,NA,NA,NA,NA,NA,NA,NA,R1-L-BE,NA,{B5E9DF67-0D0F-4F69-BA7C-D25A309A964D},0.013478048655604,8.500065941e-6,1
125,2003-01-01,NA,C1,NA,R1,L,BE,NA,NA,5 Ac. M.B.S.A. 300' M.L.W. 30' F.Y.,NA,NA,NA,NA,NA,NA,NA,R1-L-BE,NA,{9BC4F890-C5FE-4311-B3F6-02641BE5960F},0.026862309361382,3.8689240654e-5,1
126,2003-01-01,NA,C1,NA,PD,NA,NA,NA,NA,NA,NA,1498,NA,NA,NA,NA,NA,PD-1498,NA,{701CC14E-FB42-48C3-A1E1-5F0DE718CE2F},0.00442603820716,9.33325711e-7,NA
127,2010-12-09,2010-12-09,C1,NA,PD,NA,NA,NA,NA,NA,NA,1535,NA,NA,NA,NA,NA,PD-1535,NA,{E09BC972-1C5E-47C8-931C-B60DFC8FDA13},0.025395287802921,3.4513226164e-5,NA
128,2003-01-01,NA,C1,NA,PD,NA,NA,NA,NA,NA,NA,1529,NA,NA,NA,NA,NA,PD-1529,NA,{1138F83B-B3D6-4D9D-A69F-568F94AD4CC7},0.021925959080883,6.990863158e-6,NA
129,2003-01-01,NA,C1,NA,PD,NA,NA,NA,NA,NA,NA,1341,NA,NA,NA,NA,NA,PD-1341,NA,{114CB71C-06A8-4F39-9A0F-B155F7A46D6F},0.001478017178426,8.337747e-8,NA
130,2003-01-01,NA,C1,NA,PD,NA,NA,NA,NA,NA,NA,1529,NA,NA,NA,NA,NA,PD-1529,NA,{E1532C52-ADC4-42CE-82B3-3B0B377651BE},0.011352647126278,4.482088932e-6,NA
131,2003-01-01,NA,C1,NA,PD,NA,NA,NA,NA,NA,NA,1529,NA,NA,NA,NA,NA,PD-1529,NA,{93A18EC9-FCD3-4370-92C2-B4C8E415B8EC},0.014891040352354,4.062170304e-6,NA
132,2003-01-01,NA,C1,NA,PD,NA,NA,NA,NA,NA,NA,1529,NA,NA,NA,NA,NA,PD-1529,NA,{044F210C-5551-4088-946B-91561EC6D4AA},0.003787758403756,8.00703705e-7,NA
133,2003-01-01,NA,C1,NA,A,BE,NA,NA,NA,160 Ac.,NA,NA,NA,NA,NA,NA,NA,A-BE,NA,{E726BFBD-AF61-4C68-BCC8-BDD77FC7F202},0.042828958734733,6.3250461366e-5,NA
134,2003-01-01,NA,C1,NA,A,BE,NA,NA,NA,160 Ac.,NA,NA,NA,NA,NA,NA,NA,A-BE,NA,{37B97776-FAB2-4F31-ACCD-E24EF7EAE4F7},0.065158010974284,1.64045932025e-4,NA
135,2003-01-01,NA,C1,NA,A,BE,NA,NA,NA,160 Ac.,NA,NA,NA,NA,NA,NA,NA,A-BE,NA,{A35B349A-9E47-4C38-BC02-8DE4755DFCA8},0.036467709543661,8.0920529736e-5,NA
136,2003-01-01,NA,C1,NA,A,BE,NA,NA,NA,160 Ac.,NA,NA,NA,NA,NA,NA,NA,A-BE,NA,{310C26F3-1266-43BC-8D33-E96CDA9FDDAE},0.026475906046044,3.9884759495e-5,NA
137,2003-01-01,NA,C1,NA,A,BE,NA,NA,NA,160 Ac.,NA,NA,NA,NA,NA,NA,NA,A-BE,NA,{BF0811D5-869B-469B-8A8F-F3E4A656E99C},0.02727434711202,3.7229640343e-5,NA
138,2003-01-01,NA,C1,NA,A,BE,NA,NA,NA,160 Ac.,NA,NA,NA,NA,NA,NA,NA,A-BE,NA,{EFC73A73-FC6C-4F71-9CA3-C63584E64930},0.063936110262759,2.44436730179e-4,NA
139,2003-01-01,NA,C1,NA,R1,L,BE,NA,NA,5 Ac. M.B.S.A. 300' M.L.W. 30' F.Y.,NA,NA,NA,NA,NA,NA,NA,R1-L-BE,NA,{90C945DB-C851-4DD5-B54F-B5FA9C209FC7},0.009546443486091,5.033556288e-6,1
140,2003-01-01,NA,C1,NA,R1,L,BE,NA,NA,5 Ac. M.B.S.A. 300' M.L.W. 30' F.Y.,NA,NA,NA,NA,NA,NA,NA,R1-L-BE,NA,{75784BD6-68DE-4596-AAD3-9A3DE6BB2A0C},0.003064663028395,5.05516923e-7,1
141,2003-01-01,NA,C1,NA,R1,L,BE,NA,NA,5 Ac. M.B.S.A. 300' M.L.W. 30' F.Y.,NA,NA,NA,NA,NA,NA,NA,R1-L-BE,NA,{DBCB838B-02F8-41F6-895D-4B02860A0287},0.003979842473256,8.41264923e-7,1
142,2003-01-01,NA,C1,NA,R1,L,BE,NA,NA,5 Ac. M.B.S.A. 300' M.L.W. 30' F.Y.,NA,NA,NA,NA,NA,NA,NA,R1-L-BE,NA,{702A05D7-CECC-43B6-B4AE-5A88324A6D1F},0.005443050024409,9.50188941e-7,1
143,2003-01-01,NA,C1,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,{D22FA6EF-00BA-44CD-9983-A23A1A6DE59E},0.007405929417789,1.351526798e-6,NA
144,2003-01-01,NA,C1,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,{E6DF3478-BC4E-4007-862B-5B73A3836C17},0.004803200427987,8.57379951e-7,NA
145,2003-01-01,NA,C1,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,{CAA2305F-753C-4969-9E79-BE8263D56268},0.006391976924159,1.662757132e-6,NA
146,2011-06-03,2011-06-03,C1,NA,A,BE,NA,NA,NA,160 Ac.,NA,NA,NA,NA,NA,NA,NA,A-BE,NA,{256BE61E-9D15-4781-A374-3356A694F200},0.068264159408034,2.87484051668e-4,NA
147,2011-06-03,2011-06-03,C1,NA,M2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M2,NA,{A8D38317-FF66-4A91-9F4C-6790197CF3FB},0.002204792408644,3.02913855e-7,NA
148,2011-06-03,2011-06-03,C1,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,{24EBBD07-0737-4113-8EA0-82059E9E1F59},0.052642451987342,1.1414242749e-4,NA
149,2011-06-06,2011-06-06,C1,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,{1B4C6306-359A-419A-817E-265594DA5CCF},0.017044126474306,9.811126884e-6,NA
150,2011-06-06,2011-06-06,C1,NA,PD,NA,NA,NA,NA,NA,NA,1390,NA,NA,NA,NA,NA,PD-1390,NA,{B7C191A4-A988-4AB1-967D-9D736F58ABE3},0.009737857741909,4.488079549e-6,NA
151,2011-06-06,2011-06-06,C1,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,{6C944C32-BECE-4B6B-8A6B-6EEE2CF040BF},0.020652331841052,9.563198558e-6,NA
152,2011-06-06,2011-06-06,C1,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,{5036FB30-4D03-4671-8AF0-4ED1EF011C09},0.006114928892947,2.129611882e-6,NA
153,2011-01-31,2011-01-31,C1,FASP,PD,NA,NA,NA,NA,NA,NA,1136,NA,NA,NA,NA,NA,FASP-PD-1136,NA,{5C797EC4-DCC7-4AF0-A4BF-BDEF2747DFED},0.00688549056135,2.326971628e-6,NA
154,2011-01-31,2013-03-20,ppa,FASP,R1,BE6,NA,NA,NA,60' MLW 20' FY 7' SY,NA,NA,NA,NA,NA,NA,NA,FASP-R1-BE6,NA,{B8CACFD8-FBF6-43F0-90CD-B14E81FD071F},0.006666529931233,2.435991714e-6,1
155,2003-01-01,NA,C1,NA,A,BE,NA,NA,NA,320 Ac.,NA,NA,NA,NA,NA,NA,NA,A-BE,NA,{61316932-9264-4D24-8CC6-F55080F7ADF8},0.034161243181668,3.7594249393e-5,NA
156,2003-01-01,NA,C1,NA,A,BE,NA,NA,NA,320 Ac.,NA,NA,NA,NA,NA,NA,NA,A-BE,NA,{B453EE8C-DF81-45BF-AB9F-E401C71D6EE8},0.06489204944561,2.37716615666e-4,NA
157,2003-01-01,NA,C1,NA,A,BE,NA,NA,NA,320 Ac.,NA,NA,NA,NA,NA,NA,NA,A-BE,NA,{540AF5E2-1957-4AB6-9E31-98D502C07D45},0.063817064124155,2.60044085073e-4,NA
158,2003-01-01,NA,C1,NA,A,BE,NA,NA,NA,320 Ac.,NA,NA,NA,NA,NA,NA,NA,A-BE,NA,{F1273D04-5AAD-4725-950A-5DCF9716DCD3},0.014538220501374,7.699518847e-6,NA
159,2003-01-01,NA,C1,NA,A,BE,NA,NA,NA,320 Ac.,NA,NA,NA,NA,NA,NA,NA,A-BE,NA,{18AB5445-B68E-4A77-BC8B-D1104D1E1053},0.129809802946095,0.001033338810933,NA
160,2003-01-01,NA,C1,NA,A,BE,NA,NA,NA,320 Ac.,NA,NA,NA,NA,NA,NA,NA,A-BE,NA,{1C4CB36B-1753-4DED-9248-9CD70D45A8F9},0.060727533588786,1.67416721386e-4,NA
161,2011-01-03,2011-01-03,C1,NA,PD,NA,NA,NA,NA,NA,NA,1985,NA,NA,NA,NA,NA,PD-1985,NA,{51E3EFB1-32CE-450F-9115-3646DABC64DB},0.0039858294322900004,5.99839787e-7,NA
162,2011-01-03,2011-01-03,C1,NA,PD,NA,NA,NA,NA,NA,NA,1985,NA,NA,NA,NA,NA,PD-1985,NA,{778FB110-92F9-477E-BF45-61542D2B98AB},0.005216115348489,7.02954017e-7,NA
163,2011-01-04,2011-01-04,C1,NA,PD,NA,NA,NA,NA,NA,NA,1985,NA,NA,NA,NA,NA,PD-1985,NA,{83F421EC-F8D4-4F56-B7D1-1289D18CEEBE},0.016315700073673,5.82093911e-6,NA
164,2011-01-03,2011-01-03,C1,NA,PD,NA,NA,NA,NA,NA,NA,1985,NA,NA,NA,NA,NA,PD-1985,NA,{9F9A6FB2-314C-438A-A65A-88F1B1600FBB},0.003486078979657,8.51817938e-7,NA
165,2003-01-01,2013-03-14,ppa,FASP,R1,BE6,NA,NA,NA,60' M.L.W. 20' F.Y. 7' S.Y.,NA,NA,NA,NA,NA,NA,NA,FASP-R1-BE6,NA,{D2558D04-1D5B-48C2-AEE4-B362A68DE8B8},0.00217479457809,2.10092359e-7,1
166,2011-01-28,2011-01-28,C1,FASP,R1,BE,NA,NA,NA,"6000 sq/ft MBSA, 60' MLW 20' FY, 7' SY",NA,NA,NA,NA,NA,NA,NA,FASP-R1-BE,NA,{CC8EED9E-7242-4FED-A417-29F323EB5355},0.006237398240983,3.68603188e-7,1
167,2011-02-22,2011-02-22,C1,NA,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U,NA,{E0161244-0953-4964-9118-5450D2F4E6FF},0.004961782090666,5.19371825e-7,NA
168,2011-02-22,2011-02-22,C1,NA,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U,NA,{8B5B84CD-D212-459A-A006-349B687CB8B7},0.004927865058243,5.14862168e-7,NA
169,2009-08-06,2013-04-26,ppa,NA,RS,DV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RS-DV,NA,{953B1EAB-990C-4680-BC9B-30A6D94BDE20},0.00573911124508,8.59096077e-7,2
170,2003-01-01,2013-04-26,ppa,NA,RS,DV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RS-DV,NA,{D040A685-608C-43E6-9992-774068064B2B},9.1925814452e-4,4.7768421e-8,2
171,2011-01-05,2011-01-05,C1,FASP,PD,NA,NA,NA,NA,NA,NA,1985,NA,NA,NA,NA,NA,FASP-PD-1985,NA,{87F74947-9362-4671-885F-D99DE21DAF52},0.005327471853395,1.413380406e-6,NA
172,2003-01-01,NA,C1,NA,R1,BE,CSU,RV,NA,7000 sq.ft. M.B.S.A. 70' M.L.W. 20' F.Y. 7' S.Y.,NA,NA,NA,NA,NA,NA,NA,R1-BE-CSU-RV,NA,{7FE5ADB6-4120-4006-A6DB-4A517DAACF98},0.007687256175521,2.720370076e-6,1
173,2003-01-01,NA,C1,NA,R1,BE,CSU,RV,NA,7000 sq.ft. M.B.S.A. 70' M.L.W. 20' F.Y. 7' S.Y.,NA,NA,NA,NA,NA,NA,NA,R1-BE-CSU-RV,NA,{04967747-8A9A-4A41-982B-3B4240006C8A},0.003980041571818,6.26346706e-7,1
174,2003-01-01,NA,C1,NA,R1,L,BE,CSU,RV,5 Ac. M.B.S.A. 100' M.L.W. 30' F.Y.,NA,NA,NA,NA,NA,NA,NA,R1-L-BE-CSU-RV,NA,{1D6631CE-A937-4842-AECE-964F816FD4D3},0.009909529783081,4.389063549e-6,1
175,2003-01-01,NA,C1,NA,PD,NA,NA,NA,NA,NA,NA,1463,NA,NA,NA,NA,NA,PD-1463,NA,{CBFAC36A-C31F-46AD-A84C-D86A973554FD},0.004996421280323,1.364005955e-6,NA
176,2003-01-01,NA,C1,NA,R1,B40,CSU,RV,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1-B40-CSU-RV,NA,{1BBC4653-6A75-48F7-9D53-99220BA78A1E},0.004070273594255,8.82107804e-7,1
177,2003-01-01,NA,C1,NA,R1,L,BE,CSU,RV,5 Ac. M.B.S.A. 100' M.L.W. 30' F.Y.,NA,NA,NA,NA,NA,NA,NA,R1-L-BE-CSU-RV,NA,{A32E5DFE-140C-4DAB-BB0A-173FB0FC0A1F},0.019738796924979,1.0244595933e-5,1
178,2003-01-01,NA,C1,NA,R1,CSU,RV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1-CSU-RV,NA,{CD7A6015-83A2-4D35-B9BD-C24E3EDA844D},0.012001624844174,2.493644442e-6,1
179,2003-01-01,NA,C1,NA,R1,CSU,RV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1-CSU-RV,NA,{43972FDA-1385-4DA5-AA14-84EB6EAFBDEE},0.021203629520379,7.108388417e-6,1
180,2003-01-01,NA,C1,NA,R1,CSU,RV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1-CSU-RV,NA,{68F9FB98-EE80-4788-9A05-F0D08A272DDD},0.011399442883171,2.27157075e-6,1
181,2003-01-01,NA,C1,NA,R1,CSU,RV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1-CSU-RV,NA,{45BBB690-108E-43FE-BE13-B2B476E3D11A},0.003276383632054,6.20922243e-7,1
182,2003-01-01,NA,C1,NA,R1,CSU,RV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1-CSU-RV,NA,{B8DBF472-6AC4-4951-9ACC-33AD1B16D8E7},0.003385160107994,4.20040057e-7,1
183,2003-01-01,NA,C1,NA,RS,D3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RS-D3,NA,{26E4EBD9-0CC6-48A8-B96C-DB15AB81B7AC},0.003025967381902,5.54407424e-7,2
184,2003-01-01,NA,C1,NA,RS,D20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RS-D20,NA,{19FD3B50-BEF4-4FDC-84C7-5EE5F2B1A697},0.00802912092436,2.428646803e-6,2
185,2003-01-01,NA,C1,NA,RS,D15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RS-D15,NA,{52EE90B1-E8A7-45AF-BBD6-6ECA132126BE},0.002530022315111,3.08092628e-7,2
186,2003-01-01,NA,C1,NA,PD,NA,NA,NA,NA,NA,NA,2137,NA,NA,NA,NA,NA,PD-2137,NA,{5BB8075E-8528-4E04-AF5A-A440A759F835},0.002294087531195,3.06993196e-7,NA
187,2003-01-01,NA,C1,NA,R1,RV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1-RV,NA,{F4546037-D5A1-4770-AEEF-970F8C8E576A},0.00445497395366,1.053403981e-6,1
188,2011-02-15,2011-02-15,C1,NA,PD,NA,NA,NA,NA,NA,NA,1337,NA,NA,NA,NA,NA,PD-1337,NA,{25BC0535-5BDC-4CE9-8AEF-389788719EF0},0.004848119498843,7.20717798e-7,NA
189,2011-02-15,2011-02-15,C1,NA,PD,NA,NA,NA,NA,NA,NA,1337,NA,NA,NA,NA,NA,PD-1337,NA,{D36BF804-032C-459C-9038-A82252012F72},0.003784127157512,8.0902604e-7,NA
190,2011-02-15,2011-02-15,C1,NA,PD,NA,NA,NA,NA,NA,NA,1977,NA,NA,NA,NA,NA,PD-1977,NA,{C1790C16-8670-478B-8D5D-BD7BF7F62B21},0.001339667904994,9.1025537e-8,NA
191,2011-02-15,2011-02-15,C1,NA,RS,D35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RS-D35,NA,{9E6D520E-34D7-4CE3-84FF-0DD7D5BA4FD7},0.002852167609276,4.47105552e-7,2
192,2011-02-15,2011-02-15,C1,NA,RS,D35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RS-D35,NA,{0163ECA3-9B50-47A6-9545-045F6EEC1183},0.005766861767192,1.027930221e-6,2
193,2003-01-01,NA,C1,NA,PD,NA,NA,NA,NA,NA,NA,1688,NA,NA,NA,NA,NA,PD-1688,NA,{B38D936C-C9CD-4F6B-84B3-FEC4B767858B},0.013393509672681,5.937610338e-6,NA
194,2011-06-03,2013-02-21,ppa,NA,M1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M1,NA,{40DB43B8-AAAB-45BC-86D7-52F77EE7A74E},0.00524186572169,1.185241632e-6,NA
195,2003-01-01,NA,C1,NA,A,BE,NA,NA,NA,160 Ac.,NA,NA,NA,NA,NA,NA,NA,A-BE,NA,{1658454A-6EF8-4016-A1B1-000E5FFDEE66},0.049424629059984,1.14765763312e-4,NA
196,2003-01-01,NA,C1,NA,A,BE,NA,NA,NA,160 Ac.,NA,NA,NA,NA,NA,NA,NA,A-BE,NA,{52F7A46B-8571-49A9-9FEB-B0C4185E530C},0.054032734760132,1.23979753884e-4,NA
197,2003-01-01,NA,C1,NA,A,BE,NA,NA,NA,160 Ac.,NA,NA,NA,NA,NA,NA,NA,A-BE,NA,{2A7156B3-6EE9-4F24-946C-41188EEB4815},0.04957645815081,1.32154089653e-4,NA
198,2007-03-19,2007-03-19,C1,NA,PD,NA,NA,NA,NA,NA,NA,1408,NA,NA,NA,NA,NA,PD-1408,NA,{0EE0F5EE-A319-450B-86F8-04B53688BBD2},0.001024609727473,6.0541018e-8,NA
199,2007-03-20,2007-03-20,C1,NA,PD,NA,NA,NA,NA,NA,NA,2146,NA,NA,NA,NA,NA,PD-2146,NA,{5B83303C-875C-4D34-B72E-5FB5932AABE3},0.018117939620668,5.308997439e-6,NA
200,2007-03-20,2007-03-20,C1,NA,R1,L,BE,CSU,RV,50 Ac. M.B.S.A. 100' M.L.W. 30' Front Yard,NA,NA,NA,NA,NA,NA,NA,R1-L-BE-CSU-RV,NA,{F7630989-FFB8-4C25-B43D-2895D8D4FE06},0.035750789966052,5.2764192146e-5,1
201,2003-01-01,2008-02-18,C1,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,{3A87EB31-5A9A-4BE5-9520-FF8B08614483},0.042205126370756,8.8537721058e-5,NA
202,2003-01-01,NA,C1,NA,A,CA,NA,NA,NA,NA,SLAP,NA,NA,NA,NA,NA,NA,A-CA,NA,{CA7812CA-5359-4FD9-A5AE-E88FBE39CA01},0.075508890846339,2.56149381913e-4,NA
203,2003-01-01,NA,C1,NA,A,BE,NA,NA,NA,320 Ac.,NA,NA,NA,NA,NA,NA,NA,A-BE,NA,{B6903AF0-1CCB-4660-B456-F4CC9705FD44},0.032608490165358,5.8851879574e-5,NA
204,2003-01-01,NA,C1,NA,A,CA,NA,NA,NA,NA,SLAP,NA,NA,NA,NA,NA,NA,A-CA,NA,{D402C119-74F1-4720-8F90-0755AF653A5C},0.062757905921047,1.87882987366e-4,NA
205,2003-01-01,2008-02-19,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,{B39BD368-6F4D-4248-8AD9-0E9F511CE0AE},0.006016489948155,2.64628398e-7,NA
206,2011-05-20,2011-05-20,C1,NA,R1,L,BE,NA,NA,5 Ac. M.B.S.A. 150' M.L.W. 30' F.Y.,NA,NA,NA,NA,NA,NA,NA,R1-L-BE,NA,{5ED82818-FC53-42C1-8652-0EC6CC3AF75D},0.01193938238214,8.322592073e-6,1
207,2011-05-20,2011-05-20,C1,NA,R1,L,BE,NA,NA,5 Ac. M.B.S.A. 150' M.L.W. 30' F.Y.,NA,NA,NA,NA,NA,NA,NA,R1-L-BE,NA,{BF6B88A2-C2FD-4831-809B-EBCA8F85EE42},0.022271675147071,1.3717185982e-5,1
208,2003-01-01,NA,C1,NA,R2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R2,NA,{D9BD76AD-0B94-4A67-893F-0EDC61F8A318},0.003384956639235,5.76837883e-7,2
209,2003-01-01,NA,C1,NA,PD,NA,NA,NA,NA,NA,NA,1934,NA,NA,NA,NA,NA,PD-1934,NA,{2AA79B24-07C6-4F9D-BC2F-80B54DFCD9FE},0.001562412594531,1.20746811e-7,NA
210,2011-09-22,2011-09-22,C1,NA,R1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1,NA,{EB54832F-BC8A-4C59-9501-AF2F7FCE1104},0.020840728507546,3.535741297e-6,1
211,2003-01-01,NA,C1,NA,PD,NA,NA,NA,NA,NA,NA,1828,NA,NA,NA,NA,NA,PD-1828,NA,{7964BA38-4567-498A-9F23-C0766411007D},0.003463811372319,3.14301301e-7,NA
212,2003-01-01,NA,C1,NA,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CN,NA,{39E1301C-673A-4258-B602-D4032FAE7BDF},0.002898798442461,4.32880059e-7,NA
213,2011-09-16,2011-09-16,C1,NA,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U,NA,{CDAF53E0-3485-4F90-B5F0-FFE636FDB900},0.004646759146559,4.539593e-7,NA
214,2003-01-01,2016-02-05,RT,ACBD,AC-CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACBD-AC-CN,NA,{73D884BA-8EE7-4849-B6BC-67844914B6D8},1.84314267197e-4,1.705109e-9,NA
215,2011-09-20,2011-09-20,C1,NA,RS,D3,NA,NA,NA,3000 sq.ft.MBSA/DU,NA,NA,NA,NA,NA,NA,NA,RS-D3,NA,{DC491233-EBC7-4E8F-A56E-1B7DE023B25D},0.004881405927694,1.194359613e-6,2
216,2011-09-21,2011-09-21,C1,NA,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U,NA,{F5BD0186-C178-4D7F-BC24-6F19A5032BD3},0.008988907632573,1.074114767e-6,NA
217,2003-01-01,NA,C1,NA,PD,NA,NA,NA,NA,NA,NA,1206,NA,NA,NA,NA,NA,PD-1206,NA,{151FEC77-B727-4508-891B-6E5FE71BB452},0.002291797840595,2.46973108e-7,NA
218,2010-04-02,2010-04-02,C1,NA,PD,NA,NA,NA,NA,NA,NA,2064,NA,NA,NA,NA,NA,PD-2064,NA,{FD7A80EE-6F56-493E-B117-9F847FB545C0},0.013398748618305,1.358223183e-6,NA
219,2010-04-02,2010-04-02,C1,NA,R1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1,NA,{F9933B29-ED26-426B-B5E0-28A431BB64A9},0.00762195896617,2.138451207e-6,1
220,2003-01-01,NA,C1,NA,H1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H1,NA,{0E89513A-1FE5-4999-8860-844CA9FC68A6},0.003011149255862,4.92173405e-7,NA
221,2003-01-01,2008-03-27,C1,NA,PD,NA,NA,NA,NA,NA,NA,2045,NA,NA,NA,NA,NA,PD-2045,NA,{D397ADB7-30EB-4952-B2D1-25589ABD3CB9},0.007055298618958,2.291338983e-6,NA
222,2003-01-01,2008-03-31,C1,NA,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CN,NA,{2EE25169-BE69-4CC5-A487-50DF0477E70D},0.001178284362916,8.555916e-8,NA
223,2009-08-05,2013-05-08,ppa,NA,RS,DV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RS-DV,NA,{8897DFA8-9ED5-4513-8719-CCDC24FD440F},0.003296580067735,3.88883018e-7,2
224,2003-01-01,NA,C1,NA,PD,NA,NA,NA,NA,NA,NA,1997,NA,NA,NA,NA,NA,PD-1997,NA,{77B2760F-5045-4160-AB0A-9AAC373CBF7F},0.002862450429638,3.68692612e-7,NA
