id,LAYER,COLOR,LABEL,gnrl_p_,GLOBALI,Shp__Ar,Shp__Ln,MuncplC,edt_g__,zoning
136,EX_ZONE_HDR,5,HDR,High Density Residential,f731a2f9-08ec-49d2-9719-58c314414c18,104434.699219,1491.93082199,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,High Density Residential,2
137,EX_ZONE_HDR,5,HDR,High Density Residential,6970b9a8-00f7-429c-8f29-7c28036aa397,19422.3242188,551.908377895021,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,High Density Residential,2
138,EX_ZONE_PDR,5,PDR,Planned Development Residential,fbfe4b5d-4a59-41d3-90cf-b97cba195fea,136792.234375,2049.68844405,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Planned Development Residential,2
139,EX_ZONE_LO,5,LO,Limited Office,8d381544-51f9-457b-af25-a9d1e4c5cb0a,4705.2734375,329.537084882307,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Limited Office,0
140,EX_ZONE_MDR,41,MDR,Medium Density Residential,728bf547-89fd-476a-8816-4089ad08c4d6,2275.91796875,219.029679149655,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Medium Density Residential,2
141,EX_ZONE_HDR,5,HDR,High Density Residential,99aae1d8-16d0-4e27-947b-c788f25b76d6,11801.328125,699.646335325369,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,High Density Residential,2
142,EX_ZONE_LO,5,LO,Limited Office,32719bad-72a1-460d-bc35-9ba6391dfaf3,1016.28125,133.771959747758,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Limited Office,0
143,EX_ZONE_LO,5,LO,Limited Office,ee93d765-b27b-4ea6-b865-c6c0c105d5d4,18437.234375,552.363455588459,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Limited Office,0
144,EX_ZONE_CL,6,CL,Linear Commercial,7a87e812-4c5f-43c2-9e28-8c4c5b0b3176,125502.734375,2026.78832977,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Linear Commercial,0
145,EX_ZONE_HDR,5,HDR,High Density Residential,04f06dad-ea6e-4d01-81ad-87ee578b7a5d,3902.63671875,288.574382384452,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,High Density Residential,2
146,EX_ZONE_HDR,5,HDR,High Density Residential,73edf004-0652-4e54-938b-621a1448c804,3811.203125,251.708245534229,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,High Density Residential,2
147,EX_ZONE_HDR,5,HDR,High Density Residential,6e131dcc-af5c-4cb6-802c-7e468e5c25eb,16669.125,670.37924701435,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,High Density Residential,2
148,EX_ZONE_PF,1,PF,Public Facilities,091c7165-f2b7-4aca-924a-3c9d5c85c60c,89998.8007813,1368.69425338,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
149,EX_ZONE_PF,1,PF,Public Facilities,c8725338-2966-44c8-a417-78d4d3aa9ad7,3333.9375,207.091295975747,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
150,EX_ZONE_PF,1,PF,Public Facilities,c60d35a2-a0c0-4a53-b0c9-f456f417e19c,150059.199219,2253.76499532,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
151,EX_ZONE_PF,1,PF,Public Facilities,c782f9a2-d54f-495c-af33-83f9b2c287b6,39483.2851563,821.518445405847,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
152,EX_ZONE_PF,1,PF,Public Facilities,0b8eb12d-b134-4b38-b20c-eb72d4797313,43511.2617188,956.687982891932,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
153,EX_ZONE_PF,1,PF,Public Facilities,025bdf1e-9afb-4d34-93a3-67c0ebfe786e,110001.257813,1541.60443203,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
154,EX_ZONE_PF,1,PF,Public Facilities,34394fac-da87-4486-a9a1-a5cdc871c190,77307.6054688,1448.57542387,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
155,EX_ZONE_PF,1,PF,Public Facilities,c946baed-3041-4c01-9508-c4840f373dab,532.1796875,116.689847103189,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
156,EX_ZONE_PF,1,PF,Public Facilities,f8bac770-5187-4946-ae6e-f4f709b97392,679.42578125,215.622439604025,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
157,EX_ZONE_PF,1,PF,Public Facilities,7e0a1f3a-c445-4cc4-bb03-6c4e4c348cba,124.54296875,55.5497727749906,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
158,EX_ZONE_PF,1,PF,Public Facilities,0b564906-7700-42e9-8d3f-db72e7457bb5,14607.4414063,519.757336927811,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
159,EX_ZONE_PF,1,PF,Public Facilities,c359aa11-8cbd-4daa-9cb1-760bac1851ca,1175.65625,184.283141041619,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
160,EX_ZONE_PF,1,PF,Public Facilities,b5c0252e-bf6e-4658-97bd-ffd3f93e1d54,2465.0625,547.621230489688,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
161,EX_ZONE_PF,1,PF,Public Facilities,ce3d308a-70fd-4234-8532-99f2624d8ab2,47728.8398438,907.956536984423,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
162,EX_ZONE_PF,1,PF,Public Facilities,c400493d-d6de-4bd3-80b8-db07809456dd,17052.5039063,687.959836010679,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
163,EX_ZONE_IU,4,IU,Intensive Use,1a3d609c-91b4-4caa-bf8b-7464e04cf58d,15594.9179688,502.891343581232,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Intensive Use,0
164,EX_ZONE_PF,1,PF,Public Facilities,4406f4c3-1177-4737-ae45-13ed21258627,70421.1484375,1210.17562388,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
165,EX_ZONE_PF,1,PF,Public Facilities,5e320cb8-aac5-48ba-803b-eea4902602db,223782.902344,1948.74412352,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
166,EX_ZONE_PF,1,PF,Public Facilities,6ca2e287-c2a1-4783-bbc0-020a6da70348,6162.33203125,366.707644558854,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
167,EX_ZONE_PF,1,PF,Public Facilities,f83fd240-6253-483f-b9e0-a37afc9ddb04,41307.8164063,807.178478617722,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
168,EX_ZONE_PF,1,PF,Public Facilities,3f52a26b-53c0-4bba-b172-c1ef11f907fd,188962.863281,2761.09460002,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
169,EX_ZONE_PF,1,PF,Public Facilities,c22b374d-04e3-47fa-925a-7661d440a97e,63573.78125,1271.21116538,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
170,EX_ZONE_PF,1,PF,Public Facilities,c754a34a-a1cc-4a37-9d90-1f5f2bdf07f8,52784.6992188,1041.30695443,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
171,EX_ZONE_PF,1,PF,Public Facilities,fd712c11-8acd-42cb-bfaa-383b1c596303,6009.12890625,331.456805543634,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
172,EX_ZONE_PF,1,PF,Public Facilities,02d63252-4d51-4b41-b981-6dcd603912d9,119148.292969,1662.43332672,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
173,EX_ZONE_PF,1,PF,Public Facilities,5b06dd2e-fc08-42fe-b14d-f4d0c1b6c8fa,3656.33203125,246.846293560352,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
174,EX_ZONE_PF,1,PF,Public Facilities,bc86382a-7fa3-4656-9746-11bf306c4ac8,20339.6289063,564.362543363253,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
175,EX_ZONE_PF,1,PF,Public Facilities,54a50589-950e-4970-bfbe-5baaf7bfab03,19077.9257813,575.901994342696,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
176,EX_ZONE_PF,1,PF,Public Facilities,fe92de49-603a-4bfc-a720-60401c162eb4,11516.1953125,453.822226167999,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
177,EX_ZONE_PF,1,PF,Public Facilities,54097963-4361-4040-9a1f-a9a2345ef555,24269.9296875,731.503532036826,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
178,EX_ZONE_PF,1,PF,Public Facilities,0c0fd6b6-5a15-4916-81d1-47372945ded3,4738.9375,277.164388619106,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
179,EX_ZONE_PF,1,PF,Public Facilities,e76167d9-449e-4f40-930e-f9b61d666e08,3605.125,236.194782754819,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
180,EX_ZONE_PF,1,PF,Public Facilities,df90b2e0-811e-49a7-b8e1-a207b5686d11,28095.9648438,760.430365553315,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
181,EX_ZONE_PF,1,PF,Public Facilities,56b5477d-648f-49f7-8507-73ae2558b965,12983.1289063,653.551298504804,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
182,EX_ZONE_PF,1,PF,Public Facilities,70d813d9-362b-4aa0-9256-9dbf44a9e511,7883.00390625,390.011320063954,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
183,EX_ZONE_PF,1,PF,Public Facilities,3e94a820-ced4-4bee-afbc-4a9666923854,8379.625,398.693020109847,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
184,EX_ZONE_PF,1,PF,Public Facilities,02dcb5c4-ced6-4dd7-8d10-297c08617c41,6147.34765625,330.664479424347,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
185,EX_ZONE_PF,1,PF,Public Facilities,25b42f0b-45e4-49c8-ade2-28182cbf34d3,4273.42578125,263.977396856723,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
186,EX_ZONE_PF,1,PF,Public Facilities,d6c773e2-f5d8-4818-9ba6-4750cd007b5d,34090.78125,997.080971322925,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
187,EX_ZONE_PF,1,PF,Public Facilities,de32f715-6a77-4372-835f-35c6b191f67e,27531.8320313,687.189460615784,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
188,EX_ZONE_PF,1,PF,Public Facilities,a7f9cf37-45c5-4171-857b-4506dccd0b5e,3539.51953125,238.449127185859,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
189,EX_ZONE_PF,1,PF,Public Facilities,5812540b-4976-4ac9-9d77-c9d82e56887a,62012.1523438,994.701739129473,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
190,EX_ZONE_PF,1,PF,Public Facilities,12703e2c-54be-44b1-8528-2cd5037517d5,49536.7617188,1084.46411006,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
191,EX_ZONE_PF,1,PF,Public Facilities,a8cfe7d2-6f5c-4f80-bebe-06c710a7b2db,118166.476563,1981.91953686,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
192,EX_ZONE_IU,4,IU,Intensive Use,9f71902d-0c56-435e-9c12-14e3a857a438,69146.2382813,1148.76375902,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Intensive Use,0
193,EX_ZONE_PF,1,PF,Public Facilities,2df2b9ae-d72c-4e6a-a5aa-5dc5244b105c,32663.9296875,1164.09345872,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
194,EX_ZONE_PF,1,PF,Public Facilities,c0a73a18-13c1-4836-b12c-a753def5eccd,150815.878906,1570.52032844,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
195,EX_ZONE_PF,1,PF,Public Facilities,04d766fd-288b-476b-bdc3-fb1f900036d0,7840.70703125,669.816382860216,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
196,EX_ZONE_PF,1,PF,Public Facilities,5246767a-c34a-49ce-924f-0f780e647afa,9616.07421875,622.340334198583,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
197,EX_ZONE_PF,1,PF,Public Facilities,f16675d6-16ff-400d-b480-58417b0e507f,45500.03125,910.211653480482,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
198,EX_ZONE_PF,1,PF,Public Facilities,507d1a83-172f-4737-bc03-02a757dc2054,12448.2265625,532.844941660546,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
199,EX_ZONE_PF,1,PF,Public Facilities,dc8067cb-8543-431d-8352-b4a131918be2,31579.7421875,857.133014690347,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
200,EX_ZONE_PF,1,PF,Public Facilities,784efed5-d6e5-4df3-b4ea-616ff86c973d,24170.9335938,777.565138739148,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
201,EX_ZONE_PF,1,PF,Public Facilities,61fbde2b-018a-4942-ba55-034193d5e3f9,126184.417969,1727.84404976,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
202,EX_ZONE_PF,1,PF,Public Facilities,9df51975-f9cf-4061-a2b1-c40279a9ecfa,398101.675781,3263.93904592,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
203,EX_ZONE_PF,1,PF,Public Facilities,c5daf84c-7544-402a-bef7-cbe75b4ad339,17334.734375,787.228940914504,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
204,EX_ZONE_PF,1,PF,Public Facilities,be61bf23-6dee-4c36-b63c-b8b83ff4dec2,128172.296875,1421.78944971,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
205,EX_ZONE_PF,1,PF,Public Facilities,b2e3435c-db24-44a7-975c-1feff8db2b6e,13962.0664063,743.229515332537,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
206,EX_ZONE_PF,1,PF,Public Facilities,be0eafe4-e068-46cb-a3b0-145df2777395,427.28515625,127.540279104421,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
207,EX_ZONE_PF,1,PF,Public Facilities,12261535-c0bc-4bb8-9b08-e6078c953940,162124.953125,1526.85838483,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
208,EX_ZONE_PF,1,PF,Public Facilities,967c54bd-392e-48ac-b639-dc600d8b408b,7374,875.863140564767,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
209,EX_ZONE_PF,1,PF,Public Facilities,6bdd8bdd-bb00-49ce-84b1-20ba48ff2aad,1763.9921875,329.264810897858,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
210,EX_ZONE_PF,1,PF,Public Facilities,2b5a156e-c381-4ffc-817f-684619e2b47f,42012.4101563,1445.86453623,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
211,EX_ZONE_PF,1,PF,Public Facilities,c61b267c-c001-45dc-a5fe-2595770cb409,73992.0898438,1465.87063114,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
212,EX_ZONE_PF,1,PF,Public Facilities,8b202639-fbba-47e5-a0e8-86850d448a05,31039.765625,831.324935528093,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
213,EX_ZONE_PF,1,PF,Public Facilities,45b2ca38-9e02-485b-80a3-39f8ea4362f0,18094.9882813,1048.65785323,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
214,EX_ZONE_PF,1,PF,Public Facilities,04978ac9-7d6e-4002-b0a8-620ff161809c,84042.5195313,1235.21040236,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
215,EX_ZONE_PF,1,PF,Public Facilities,f3e526c1-38fc-480a-bf22-e44068db2734,4846.90234375,280.320839123554,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
216,EX_ZONE_PF,1,PF,Public Facilities,826722aa-071f-45ee-b484-24cc11691688,17866.890625,887.92069331141,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
217,EX_ZONE_PF,1,PF,Public Facilities,e235d624-8f5b-4b46-acdc-ab047da1ac1f,10388.4140625,586.269257084049,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
218,EX_ZONE_PF,1,PF,Public Facilities,d4e9c3ac-79ac-476b-8ce5-0139e909753c,16102.1640625,932.077210092892,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
219,EX_ZONE_PF,1,PF,Public Facilities,78d1c250-fa75-49ea-a2d5-c4ac16cc4d45,4660.1171875,363.73699192183,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
220,EX_ZONE_PF,1,PF,Public Facilities,3b99efe0-6de1-4484-8f9b-84668813e43b,169013.835938,1899.82839071,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
221,EX_ZONE_PF,1,PF,Public Facilities,d688528f-d522-4aea-8f0a-455d44e3f5ce,184650.898438,1698.94586878,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
222,EX_ZONE_PF,1,PF,Public Facilities,f628631b-d5a7-47ed-968c-9a7c1c13d266,36983.4492188,766.475335955249,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
223,EX_ZONE_PF,1,PF,Public Facilities,f01edf59-c84d-494c-801b-ab63895c7f2d,57089.828125,1371.89472308,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
224,EX_ZONE_PF,1,PF,Public Facilities,a1f853c4-1df6-44c1-993f-9e0d2beecc6e,206172.992188,3799.54422298,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
225,EX_ZONE_PF,1,PF,Public Facilities,74cffb64-9f2b-47ff-8859-f15d673b5c79,263956.394531,2789.80940234,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
226,EX_ZONE_PF,1,PF,Public Facilities,471139b6-1a77-48af-bdfa-fe5886f3c88f,19829.8085938,1899.3616393,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
227,EX_ZONE_PF,1,PF,Public Facilities,d794c198-34ef-45dc-9345-e687173343e7,39913.5703125,1455.49472906,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
228,EX_ZONE_PF,1,PF,Public Facilities,ac487847-cff5-470f-aa95-e0733bd86275,742799.097656,5391.20467567,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
229,EX_ZONE_PF,1,PF,Public Facilities,52285acd-61ad-4566-8e1b-969682ebc85f,764981.074219,6209.9245607,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
230,EX_ZONE_PF,1,PF,Public Facilities,0c5aa64e-b20d-40d9-8419-f95e5e4419ae,8574.10546875,477.267679356641,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
231,EX_ZONE_PF,1,PF,Public Facilities,b584809b-9b8c-4888-828a-88f4e4daf7e5,180855.519531,2246.6223518,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
233,EX_ZONE_PF,1,PF,Public Facilities,b975ddbb-35ab-4a2d-904a-bb03b57b7314,623974.027344,6834.54761488,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
234,EX_ZONE_PF,1,PF,Public Facilities,c58ef24a-b3e0-426e-93d1-cee267e5f0a6,122363.726563,2993.78507859,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
235,EX_ZONE_PF,1,PF,Public Facilities,42f4f6de-4676-4c0f-b65e-41c4cca6e177,11053.0195313,446.813260739209,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
236,EX_ZONE_PF,1,PF,Public Facilities,29ef8357-d509-4668-b6b5-690eff510139,10330.1210938,651.416874412356,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
237,EX_ZONE_PF,1,PF,Public Facilities,12a42f17-8e05-4c4f-bb2e-39f76f5683c7,10331.1523438,931.412297398204,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
238,EX_ZONE_PF,1,PF,Public Facilities,ca6c8a30-4374-48e7-be9b-e7c67c89d633,5964.61328125,715.252659564101,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
239,EX_ZONE_PF,1,PF,Public Facilities,9437e0aa-c83f-443c-b5ab-9f6fc5f43af5,13433.4140625,922.865882326795,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
240,EX_ZONE_PF,1,PF,Public Facilities,d641f412-0712-462c-b0be-5f788b0440a3,36760.9453125,1367.26954457,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
241,EX_ZONE_PF,1,PF,Public Facilities,d9be2bd0-f91a-4f65-b9fd-15dadef8cfa1,3108.97265625,477.528434170815,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
242,EX_ZONE_PF,1,PF,Public Facilities,aeb3743c-fe19-4758-b974-b44675625282,18047.9921875,1249.77171075,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
243,EX_ZONE_PF,1,PF,Public Facilities,0fa240f0-22a2-46d5-bed0-18164e509d78,1456.2734375,310.546323930672,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
244,EX_ZONE_PF,1,PF,Public Facilities,17eed016-d8b9-425c-936e-c8f8a1ed8d35,451781.1875,4158.9015324,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
245,EX_ZONE_PF,1,PF,Public Facilities,93e8409b-4dfd-4ab8-b510-3ebbae12fe47,295.640625,73.1993020987105,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
246,EX_ZONE_PF,1,PF,Public Facilities,5834cf3a-b886-42a9-b165-13821cc8fd66,169639.566406,2371.34163179,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
247,EX_ZONE_PF,1,PF,Public Facilities,6f3835d2-e69e-4613-b1a2-beda9926b933,518.6171875,126.610838096636,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
248,EX_ZONE_PF,1,PF,Public Facilities,00ec0057-648a-45f7-8647-6e93c7776d88,7158.0859375,528.182267775448,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
249,EX_ZONE_PF,1,PF,Public Facilities,f1057351-46e7-4a22-8596-7658b7525985,423426.171875,5859.8541193,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
250,EX_ZONE_PF,1,PF,Public Facilities,98c7fbc1-8b74-4e1c-8ee5-886fb3dd0d3b,13974.1992188,958.064209153387,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
251,EX_ZONE_PF,1,PF,Public Facilities,619e112b-1b8d-4682-a8be-e35da8208867,119247.734375,2166.76490043,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
252,EX_ZONE_PF,1,PF,Public Facilities,18b9c3b1-8fae-4578-926d-e6a07884a3d6,82024.8007813,1260.13671813,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
253,EX_ZONE_PF,1,PF,Public Facilities,350b209d-07c0-4804-84f3-d830e720a64e,28644.1015625,1415.930178,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
254,EX_ZONE_PF,1,PF,Public Facilities,921a29ab-e5a6-4d8b-969f-13bb20a1ce19,4283.859375,542.662596848204,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
255,EX_ZONE_PF,1,PF,Public Facilities,53b02f99-8b64-4567-bce2-625da0f36471,45686.625,1232.63023174,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
256,EX_ZONE_PF,1,PF,Public Facilities,96b2b199-bd53-465a-bcea-8c336df3c203,3082.921875,351.457872612959,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
257,EX_ZONE_PF,1,PF,Public Facilities,030711a4-b190-4b5d-96fb-92f974da7a12,6189.28515625,586.381312515554,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
258,EX_ZONE_PF,1,PF,Public Facilities,cf48d646-fbdc-4e70-badf-5ea044f55471,439.01171875,158.979034461011,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
259,EX_ZONE_PF,1,PF,Public Facilities,6e2421a4-f878-47e7-9f02-697818b5adbf,13890.2578125,673.572596758822,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
260,EX_ZONE_PF,1,PF,Public Facilities,13eecc59-eee5-4ef6-b0f2-9a171bacc7e7,143952.539063,2513.87629305,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Public Facilities,0
261,EX_ZONE_CL,6,CL,Linear Commercial,68d22075-8b5d-4e43-b0af-6b85b83332f7,74457.1601563,2015.20370041,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Linear Commercial,0
262,EX_ZONE_HDR,5,HDR,High Density Residential,e3adb838-825f-4f57-a403-913020708879,3534.66796875,242.777208141412,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,High Density Residential,2
263,EX_ZONE_HDR,5,HDR,High Density Residential,ff12731f-0e9b-42c9-8dd0-823053b80d0f,7640.3828125,413.766714656105,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,High Density Residential,2
264,EX_ZONE_MDR,41,MDR,Medium Density Residential,1f8d454f-d805-426f-90db-fbf13cbdd8b3,88882.53125,1599.23002062,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Medium Density Residential,2
265,EX_ZONE_MDR,41,MDR,Medium Density Residential,560ea980-9e58-4f01-b0af-e6a23172fe0f,113969.898438,1866.64589057,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Medium Density Residential,2
266,EX_ZONE_IU,4,IU,Intensive Use,71097b9f-422b-4699-a134-c950979a55fa,4102.43359375,274.933104980484,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Intensive Use,0
267,EX_ZONE_RC,5,RC,Resource Conservation,a5cabe97-b647-4e82-b0f4-d0f0eb52eb63,95037.7070313,1457.60163319,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Resource Conservation,0
268,EX_ZONE_MDR,41,MDR,Medium Density Residential,7b949cc4-d36d-4886-aa56-dfc3130b3d98,39426.8085938,951.393629119119,https://library.municode.com/ca/vallejo/codes/code_of_ordinances,Medium Density Residential,2
