gnrl_p_,ID,edt_g__,X3,X4,zoning
"RDM 7,000",5843,"RDM 7,000",NA,NA,1
"RDM 7,000",5844,"RDM 7,000",NA,NA,1
"RDM 7,000",5845,"RDM 7,000",NA,NA,1
"RDM 7,000",5846,"RDM 7,000",NA,NA,1
"RDM 7,000",5847,"RDM 7,000",NA,NA,1
"RDM 7,000",5848,"RDM 7,000",NA,NA,1
"RDM 7,000",5849,"RDM 7,000",NA,NA,1
"RDM 7,000",5850,"RDM 7,000",NA,NA,1
"RDM 7,000",5851,"RDM 7,000",NA,NA,1
"RDM 7,000",5852,"RDM 7,000",NA,NA,1
"RDM 7,000",5853,"RDM 7,000",NA,NA,1
"RDM 7,000",5854,"RDM 7,000",NA,NA,1
"RDM 7,000",5855,"RDM 7,000",NA,NA,1
"RDM 7,000",5856,"RDM 7,000",NA,NA,1
"RDM 7,000",5857,"RDM 7,000",NA,NA,1
"RDM 7,000",5858,"RDM 7,000",NA,NA,1
"RDM 7,000",5859,"RDM 7,000",NA,NA,1
"RDM 7,000",5860,"RDM 7,000",NA,NA,1
"RDM 7,000",5861,"RDM 7,000",NA,NA,1
"RDM 7,000",5862,"RDM 7,000",NA,NA,1
"RDM 7,000",5863,"RDM 7,000",NA,NA,1
"RDM 7,000",5864,"RDM 7,000",NA,NA,1
"RDM 7,000",5865,"RDM 7,000",NA,NA,1
"RDM 7,000",5866,"RDM 7,000",NA,NA,1
"RDM 7,000",5867,"RDM 7,000",NA,NA,1
"RDM 7,000",5868,"RDM 7,000",NA,NA,1
"RDM 7,000",5869,"RDM 7,000",NA,NA,1
"RDM 7,000",5870,"RDM 7,000",NA,NA,1
"RDM 7,000",5871,"RDM 7,000",NA,NA,1
"RDM 7,000",5872,"RDM 7,000",NA,NA,1
"RDM 7,000",5873,"RDM 7,000",NA,NA,1
"RDM 7,000",5874,"RDM 7,000",NA,NA,1
"RDM 7,000",5875,"RDM 7,000",NA,NA,1
"RDM 7,000",5876,"RDM 7,000",NA,NA,1
"RDM 7,000",5877,"RDM 7,000",NA,NA,1
"RDM 7,000",5878,"RDM 7,000",NA,NA,1
"RDM 7,000",5879,"RDM 7,000",NA,NA,1
"RDM 7,000",5880,"RDM 7,000",NA,NA,1
"RDM 7,000",5881,"RDM 7,000",NA,NA,1
"RDM 7,000",5882,"RDM 7,000",NA,NA,1
"RDM 7,000",5883,"RDM 7,000",NA,NA,1
"RDM 7,000",5884,"RDM 7,000",NA,NA,1
"RDM 7,000",5885,"RDM 7,000",NA,NA,1
"RDM 7,000",5886,"RDM 7,000",NA,NA,1
"RDM 7,000",5887,"RDM 7,000",NA,NA,1
"RDM 7,000",5888,"RDM 7,000",NA,NA,1
"RDM 7,000",5889,"RDM 7,000",NA,NA,1
"RDM 7,000",5890,"RDM 7,000",NA,NA,1
"RDM 7,000",5891,"RDM 7,000",NA,NA,1
"RDM 7,000",5892,"RDM 7,000",NA,NA,1
"RDM 7,000",5893,"RDM 7,000",NA,NA,1
"RDM 7,000",5894,"RDM 7,000",NA,NA,1
"RDM 7,000",5895,"RDM 7,000",NA,NA,1
"RDM 7,000",5896,"RDM 7,000",NA,NA,1
RE 1,5897,RE 1,NA,NA,1
RE 1,5898,RE 1,NA,NA,1
RE 1,5899,RE 1,NA,NA,1
"RDM 7,000",5900,"RDM 7,000",NA,NA,1
"RDM 7,000",5901,"RDM 7,000",NA,NA,1
"RAL 3,500",5902,"RAL 3,500",NA,NA,2
"RDM 7,000",5903,"RDM 7,000",NA,NA,1
RAM,5904,RAM,NA,NA,2
"RDL 12,000",5905,"RDL 12,000",NA,NA,1
"RDM 7,000",5906,"RDM 7,000",NA,NA,1
"RDM 7,000",5907,"RDM 7,000",NA,NA,1
"RDL 20,000",5908,"RDL 20,000",NA,NA,1
"RDL 20,000",5909,"RDL 20,000",NA,NA,1
"RDL 20,000",5910,"RDL 20,000",NA,NA,1
IG,5911,IG,NA,NA,0
"RAL 3,000",5912,"RAL 3,000",NA,NA,2
"RAL 3,000",5913,"RAL 3,000",NA,NA,2
"RDL 12,000",5914,"RDL 12,000",NA,NA,1
RAM,5915,RAM,NA,NA,2
RAM,5916,RAM,NA,NA,2
RAM,5917,RAM,NA,NA,2
RAM,5918,RAM,NA,NA,2
MU-N,5919,MU-N,NA,NA,0
"RDM 7,000",5920,"RDM 7,000",NA,NA,1
RAM,5921,RAM,NA,NA,2
"RDM 7,000",5922,"RDM 7,000",NA,NA,1
"RDM 7,000",5923,"RDM 7,000",NA,NA,1
CS,5924,CS,NA,NA,0
"RDM 7,000",5925,"RDM 7,000",NA,NA,1
"RDM 7,000",5926,"RDM 7,000",NA,NA,1
"RDM 7,000",5927,"RDM 7,000",NA,NA,1
"RDM 7,000",5928,"RDM 7,000",NA,NA,1
"RDM 7,000",5929,"RDM 7,000",NA,NA,1
"RDM 7,000",5930,"RDM 7,000",NA,NA,1
"RDM 7,000",5931,"RDM 7,000",NA,NA,1
"RDM 7,000",5932,"RDM 7,000",NA,NA,1
"RDL 12,000",5933,"RDL 12,000",NA,NA,1
"RAL 3,500",5934,"RAL 3,500",NA,NA,2
"RAL 3,500",5935,"RAL 3,500",NA,NA,2
"RDM 7,000",5936,"RDM 7,000",NA,NA,1
"RAL 3,500",5937,"RAL 3,500",NA,NA,2
"RDL 12,000",5938,"RDL 12,000",NA,NA,1
IL,5939,IL,NA,NA,0
"RDM 9,000",5940,"RDM 9,000",NA,NA,1
"RDM 7,000",5941,"RDM 7,000",NA,NA,1
"RDL 20,000",5942,"RDL 20,000",NA,NA,1
"RDM 9,000",5943,"RDM 9,000",NA,NA,1
"RDM 7,000",5944,"RDM 7,000",NA,NA,1
"RDM 7,000",5945,"RDM 7,000",NA,NA,1
"RDL 20,000",5946,"RDL 20,000",NA,NA,1
IL,5947,IL,NA,NA,0
"RAL 3,500",5948,"RAL 3,500",NA,NA,2
"RDM 7,000",5949,"RDM 7,000",NA,NA,1
"RDM 7,000",5950,"RDM 7,000",NA,NA,1
OS,5951,OS,NA,NA,0
"RDM 7,000",5952,"RDM 7,000",NA,NA,1
"RDM 7,000",5953,"RDM 7,000",NA,NA,1
"RDL 12,000",5954,"RDL 12,000",NA,NA,1
"RDM 7,000",5955,"RDM 7,000",NA,NA,1
"RDL 12,000",5956,"RDL 12,000",NA,NA,1
"RDM 7,000",5957,"RDM 7,000",NA,NA,1
"RDL 12,000",5958,"RDL 12,000",NA,NA,1
"RAL 3,500",5959,"RAL 3,500",NA,NA,2
"RDM 7,000",5960,"RDM 7,000",NA,NA,1
"RDM 7,000",5961,"RDM 7,000",NA,NA,1
"RDM 9,000",5962,"RDM 9,000",NA,NA,1
"RDM 7,000",5963,"RDM 7,000",NA,NA,1
"RDM 7,000",5964,"RDM 7,000",NA,NA,1
"RDM 7,000",5965,"RDM 7,000",NA,NA,1
"RDM 7,000",5966,"RDM 7,000",NA,NA,1
"RDL 20,000",5967,"RDL 20,000",NA,NA,1
"RDL 12,000",5968,"RDL 12,000",NA,NA,1
MU-D,5969,MU-D,NA,NA,0
"RDL 12,000",5970,"RDL 12,000",NA,NA,1
IL,5971,IL,NA,NA,0
"RDM 7,000",5972,"RDM 7,000",NA,NA,1
"RAL 3,500",5973,"RAL 3,500",NA,NA,2
"RDM 7,000",5974,"RDM 7,000",NA,NA,1
"RAL 3,500",5975,"RAL 3,500",NA,NA,2
"RDM 7,000",5976,"RDM 7,000",NA,NA,1
"RDM 7,000",5977,"RDM 7,000",NA,NA,1
MU-D,5978,MU-D,NA,NA,0
MU-D,5979,MU-D,NA,NA,0
"RAL 3,500",5980,"RAL 3,500",NA,NA,2
"RDL 20,000",5981,"RDL 20,000",NA,NA,1
"RDM 7,000",5982,"RDM 7,000",NA,NA,1
"RDL 12,000",5983,"RDL 12,000",NA,NA,1
"RDM 7,000",5984,"RDM 7,000",NA,NA,1
"RDM 7,000",5985,"RDM 7,000",NA,NA,1
"RDM 7,000",5986,"RDM 7,000",NA,NA,1
"RDM 9,000",5987,"RDM 9,000",NA,NA,1
"RDM 9,000",5988,"RDM 9,000",NA,NA,1
"RDM 9,000",5989,"RDM 9,000",NA,NA,1
"RDM 7,000",5990,"RDM 7,000",NA,NA,1
MU-D,5991,MU-D,NA,NA,0
"RDM 7,000",5992,"RDM 7,000",NA,NA,1
"RDL 12,000",5993,"RDL 12,000",NA,NA,1
MU-D,5994,MU-D,NA,NA,0
"RDM 7,000",5995,"RDM 7,000",NA,NA,1
"RAL 3,500",5996,"RAL 3,500",NA,NA,2
"RDM 7,000",5997,"RDM 7,000",NA,NA,1
"RDM 9,000",5998,"RDM 9,000",NA,NA,1
"RAL 3,000",5999,"RAL 3,000",NA,NA,2
"RDM 9,000",6000,"RDM 9,000",NA,NA,1
"RDM 7,000",6001,"RDM 7,000",NA,NA,1
MU-D,6002,MU-D,NA,NA,0
"RDL 20,000",6003,"RDL 20,000",NA,NA,1
"RAL 3,000",6004,"RAL 3,000",NA,NA,2
"RDM 7,000",6005,"RDM 7,000",NA,NA,1
"RDM 7,000",6006,"RDM 7,000",NA,NA,1
"RDM 9,000",6007,"RDM 9,000",NA,NA,1
"RDM 7,000",6008,"RDM 7,000",NA,NA,1
"RDM 7,000",6009,"RDM 7,000",NA,NA,1
"RDM 7,000",6010,"RDM 7,000",NA,NA,1
"RAL 3,500",6011,"RAL 3,500",NA,NA,2
"RDM 9,000",6012,"RDM 9,000",NA,NA,1
"RAL 3,500",6013,"RAL 3,500",NA,NA,2
"RDM 7,000",6014,"RDM 7,000",NA,NA,1
"RDL 12,000",6015,"RDL 12,000",NA,NA,1
"RDM 7,000",6016,"RDM 7,000",NA,NA,1
"RDM 7,000",6017,"RDM 7,000",NA,NA,1
"RAL 3,500",6018,"RAL 3,500",NA,NA,2
"RDM 7,000",6019,"RDM 7,000",NA,NA,1
OS,6020,OS,NA,NA,0
OS,6021,OS,NA,NA,0
"RDM 7,000",6022,"RDM 7,000",NA,NA,1
OS,6023,OS,NA,NA,0
OS,6024,OS,NA,NA,0
"RDM 7,000",6025,"RDM 7,000",NA,NA,1
"RDM 7,000",6026,"RDM 7,000",NA,NA,1
"RAL 3,000",6027,"RAL 3,000",NA,NA,2
"RDM 7,000",6028,"RDM 7,000",NA,NA,1
"RAL 3,500",6029,"RAL 3,500",NA,NA,2
"RDM 7,000",6030,"RDM 7,000",NA,NA,1
"RDL 12,000",6031,"RDL 12,000",NA,NA,1
"RDL 12,000",6032,"RDL 12,000",NA,NA,1
"RDM 7,000",6033,"RDM 7,000",NA,NA,1
"RDM 7,000",6034,"RDM 7,000",NA,NA,1
"RDM 7,000",6035,"RDM 7,000",NA,NA,1
"RDM 7,000",6036,"RDM 7,000",NA,NA,1
"RDM 7,000",6037,"RDM 7,000",NA,NA,1
"RDM 7,000",6038,"RDM 7,000",NA,NA,1
"RDM 7,000",6039,"RDM 7,000",NA,NA,1
"RAL 3,500",6040,"RAL 3,500",NA,NA,2
"RDM 7,000",6041,"RDM 7,000",NA,NA,1
"RAL 3,500",6042,"RAL 3,500",NA,NA,2
"RAL 3,500",6043,"RAL 3,500",NA,NA,2
RE 1,6044,RE 1,NA,NA,1
"RDL 20,000",6045,"RDL 20,000",NA,NA,1
"RDL 20,000",6046,"RDL 20,000",NA,NA,1
"RAL 3,500",6047,"RAL 3,500",NA,NA,2
"RDM 7,000",6048,"RDM 7,000",NA,NA,1
"RDM 7,000",6049,"RDM 7,000",NA,NA,1
"RDM 7,000",6050,"RDM 7,000",NA,NA,1
"RDM 7,000",6051,"RDM 7,000",NA,NA,1
"RDM 7,000",6052,"RDM 7,000",NA,NA,1
"RAL 3,500",6053,"RAL 3,500",NA,NA,2
RE 1,6054,RE 1,NA,NA,1
RE 1,6055,RE 1,NA,NA,1
RAM,6056,RAM,NA,NA,2
RAM,6057,RAM,NA,NA,2
RAM,6058,RAM,NA,NA,2
RAM,6059,RAM,NA,NA,2
RAM,6060,RAM,NA,NA,2
RAM,6061,RAM,NA,NA,2
RAM,6062,RAM,NA,NA,2
RAM,6063,RAM,NA,NA,2
RAM,6064,RAM,NA,NA,2
RAM,6065,RAM,NA,NA,2
RAM,6066,RAM,NA,NA,2
RAM,6067,RAM,NA,NA,2
RAM,6068,RAM,NA,NA,2
RAM,6069,RAM,NA,NA,2
RAM,6070,RAM,NA,NA,2
RAM,6071,RAM,NA,NA,2
RAM,6072,RAM,NA,NA,2
RAM,6073,RAM,NA,NA,2
RAM,6074,RAM,NA,NA,2
RAM,6075,RAM,NA,NA,2
RAM,6076,RAM,NA,NA,2
RAM,6077,RAM,NA,NA,2
RAM,6078,RAM,NA,NA,2
RAM,6079,RAM,NA,NA,2
RAM,6080,RAM,NA,NA,2
RAM,6081,RAM,NA,NA,2
RAM,6082,RAM,NA,NA,2
RAM,6083,RAM,NA,NA,2
RAM,6084,RAM,NA,NA,2
RAM,6085,RAM,NA,NA,2
RAM,6086,RAM,NA,NA,2
RAM,6087,RAM,NA,NA,2
"RDM 7,000",6088,"RDM 7,000",NA,NA,1
"RDM 7,000",6089,"RDM 7,000",NA,NA,1
"RDM 7,000",6090,"RDM 7,000",NA,NA,1
"RAL 3,500",6091,"RAL 3,500",NA,NA,2
"RAL 3,000",6092,"RAL 3,000",NA,NA,2
"RAL 3,000",6093,"RAL 3,000",NA,NA,2
"RAL 3,000",6094,"RAL 3,000",NA,NA,2
"RDM 7,000",6095,"RDM 7,000",NA,NA,1
"RDM 7,000",6096,"RDM 7,000",NA,NA,1
"RDM 7,000",6097,"RDM 7,000",NA,NA,1
IG,6098,IG,NA,NA,0
"RDM 7,000",6099,"RDM 7,000",NA,NA,1
"RDM 7,000",6100,"RDM 7,000",NA,NA,1
"RDL 12,000",6101,"RDL 12,000",NA,NA,1
"RDL 12,000",6102,"RDL 12,000",NA,NA,1
"RDL 12,000",6103,"RDL 12,000",NA,NA,1
"RDM 7,000",6104,"RDM 7,000",NA,NA,1
"RDL 12,000",6105,"RDL 12,000",NA,NA,1
"RDM 9,000",6106,"RDM 9,000",NA,NA,1
"RDL 12,000",6107,"RDL 12,000",NA,NA,1
"RDL 20,000",6108,"RDL 20,000",NA,NA,1
"RDL 12,000",6109,"RDL 12,000",NA,NA,1
"RAL 3,500",6110,"RAL 3,500",NA,NA,2
"RDL 12,000",6111,"RDL 12,000",NA,NA,1
"RDM 7,000",6112,"RDM 7,000",NA,NA,1
"RDM 7,000",6113,"RDM 7,000",NA,NA,1
IL,6114,IL,NA,NA,0
"RAL 3,500",6115,"RAL 3,500",NA,NA,2
"RDM 7,000",6116,"RDM 7,000",NA,NA,1
"RDM 7,000",6117,"RDM 7,000",NA,NA,1
"RDM 7,000",6118,"RDM 7,000",NA,NA,1
"RDM 7,000",6119,"RDM 7,000",NA,NA,1
"RDM 7,000",6120,"RDM 7,000",NA,NA,1
"RAL 3,500",6121,"RAL 3,500",NA,NA,2
"RDM 7,000",6122,"RDM 7,000",NA,NA,1
"RAL 3,000",6123,"RAL 3,000",NA,NA,2
"RAL 3,500",6124,"RAL 3,500",NA,NA,2
"RDM 9,000",6125,"RDM 9,000",NA,NA,1
MU-F,6126,MU-F,NA,NA,0
"RDM 7,000",6127,"RDM 7,000",NA,NA,1
"RDM 9,000",6128,"RDM 9,000",NA,NA,1
"RDL 20,000",6129,"RDL 20,000",NA,NA,1
"RDM 7,000",6130,"RDM 7,000",NA,NA,1
"RAL 3,000",6131,"RAL 3,000",NA,NA,2
"RAL 3,000",6132,"RAL 3,000",NA,NA,2
RE 1,6133,RE 1,NA,NA,1
"RDM 7,000",6134,"RDM 7,000",NA,NA,1
"RDL 12,000",6135,"RDL 12,000",NA,NA,1
"RAL 3,500",6136,"RAL 3,500",NA,NA,2
"RDM 7,000",6137,"RDM 7,000",NA,NA,1
OS,6138,OS,NA,NA,0
"RDL 20,000",6139,"RDL 20,000",NA,NA,1
"RAL 3,500",6140,"RAL 3,500",NA,NA,2
RE 1,6141,RE 1,NA,NA,1
"RDM 7,000",6142,"RDM 7,000",NA,NA,1
"RDM 7,000",6143,"RDM 7,000",NA,NA,1
"RDM 7,000",6144,"RDM 7,000",NA,NA,1
"RAL 3,500",6145,"RAL 3,500",NA,NA,2
MU-F,6146,MU-F,NA,NA,0
"RDM 7,000",6147,"RDM 7,000",NA,NA,1
"RDM 7,000",6148,"RDM 7,000",NA,NA,1
"RDM 7,000",6149,"RDM 7,000",NA,NA,1
"RDM 7,000",6150,"RDM 7,000",NA,NA,1
"RDM 7,000",6151,"RDM 7,000",NA,NA,1
"RAL 3,500",6152,"RAL 3,500",NA,NA,2
"RDM 7,000",6153,"RDM 7,000",NA,NA,1
"RDL 12,000",6154,"RDL 12,000",NA,NA,1
"RDM 7,000",6155,"RDM 7,000",NA,NA,1
"RDM 7,000",6156,"RDM 7,000",NA,NA,1
"RDM 7,000",6157,"RDM 7,000",NA,NA,1
RAM,6158,RAM,NA,NA,2
OS,6159,OS,NA,NA,0
"RDL 20,000",6160,"RDL 20,000",NA,NA,1
"RAL 3,500",6161,"RAL 3,500",NA,NA,2
"RDM 9,000",6162,"RDM 9,000",NA,NA,1
"RDM 7,000",6163,"RDM 7,000",NA,NA,1
"RAL 3,500",6164,"RAL 3,500",NA,NA,2
"RAL 3,500",6165,"RAL 3,500",NA,NA,2
"RDM 7,000",6166,"RDM 7,000",NA,NA,1
"RDL 20,000",6167,"RDL 20,000",NA,NA,1
"RAL 3,500",6168,"RAL 3,500",NA,NA,2
"RDM 7,000",6169,"RDM 7,000",NA,NA,1
"RDM 7,000",6170,"RDM 7,000",NA,NA,1
"RDM 7,000",6171,"RDM 7,000",NA,NA,1
RAM,6172,RAM,NA,NA,2
"RDL 12,000",6173,"RDL 12,000",NA,NA,1
"RDM 7,000",6174,"RDM 7,000",NA,NA,1
"RAL 3,500",6175,"RAL 3,500",NA,NA,2
"RDM 7,000",6176,"RDM 7,000",NA,NA,1
"RDM 7,000",6177,"RDM 7,000",NA,NA,1
"RDM 7,000",6178,"RDM 7,000",NA,NA,1
"RAL 3,500",6179,"RAL 3,500",NA,NA,2
"RDL 12,000",6180,"RDL 12,000",NA,NA,1
"RAL 3,500",6181,"RAL 3,500",NA,NA,2
"RDM 7,000",6182,"RDM 7,000",NA,NA,1
OS,6183,OS,NA,NA,0
"RDM 7,000",6184,"RDM 7,000",NA,NA,1
"RDM 7,000",6185,"RDM 7,000",NA,NA,1
"RDL 12,000",6186,"RDL 12,000",NA,NA,1
"RDM 7,000",6187,"RDM 7,000",NA,NA,1
"RDM 7,000",6188,"RDM 7,000",NA,NA,1
"RDM 7,000",6189,"RDM 7,000",NA,NA,1
"RDM 7,000",6190,"RDM 7,000",NA,NA,1
RE 1,6191,RE 1,NA,NA,1
"RDM 9,000",6192,"RDM 9,000",NA,NA,1
RAM,6193,RAM,NA,NA,2
"RDM 7,000",6194,"RDM 7,000",NA,NA,1
"RDL 12,000",6195,"RDL 12,000",NA,NA,1
"RDM 7,000",6196,"RDM 7,000",NA,NA,1
"RDL 12,000",6197,"RDL 12,000",NA,NA,1
"RDL 12,000",6198,"RDL 12,000",NA,NA,1
"RAL 3,500",6199,"RAL 3,500",NA,NA,2
"RDM 7,000",6200,"RDM 7,000",NA,NA,1
"RDH 4,500",6201,"RDH 4,500",NA,NA,1
"RDH 4,500",6202,"RDH 4,500",NA,NA,1
"RDM 7,000",6203,"RDM 7,000",NA,NA,1
"RDM 7,000",6204,"RDM 7,000",NA,NA,1
"RDM 9,000",6205,"RDM 9,000",NA,NA,1
RAH,6206,RAH,NA,NA,2
"RAL 3,500",6207,"RAL 3,500",NA,NA,2
MU-D,6208,MU-D,NA,NA,0
"RDM 7,000",6209,"RDM 7,000",NA,NA,1
"RDM 7,000",6210,"RDM 7,000",NA,NA,1
"RDM 7,000",6211,"RDM 7,000",NA,NA,1
IL,6212,IL,NA,NA,0
IL,6213,IL,NA,NA,0
IL,6214,IL,NA,NA,0
IL,6215,IL,NA,NA,0
RE 1,6216,RE 1,NA,NA,1
"RDM 7,000",6217,"RDM 7,000",NA,NA,1
"RDM 7,000",6218,"RDM 7,000",NA,NA,1
"RDM 7,000",6219,"RDM 7,000",NA,NA,1
"RAL 3,500",6220,"RAL 3,500",NA,NA,2
"RAL 3,500",6221,"RAL 3,500",NA,NA,2
"RDM 7,000",6222,"RDM 7,000",NA,NA,1
"RDL 12,000",6223,"RDL 12,000",NA,NA,1
"RAL 3,500",6224,"RAL 3,500",NA,NA,2
"RDM 7,000",6225,"RDM 7,000",NA,NA,1
"RDL 20,000",6226,"RDL 20,000",NA,NA,1
"RDM 7,000",6227,"RDM 7,000",NA,NA,1
"RDL 12,000",6228,"RDL 12,000",NA,NA,1
IL,6229,IL,NA,NA,0
CG,6230,CG,NA,NA,0
"RDM 7,000",6231,"RDM 7,000",NA,NA,1
"RDM 9,000",6232,"RDM 9,000",NA,NA,1
"RDM 7,000",6233,"RDM 7,000",NA,NA,1
"RDM 9,000",6234,"RDM 9,000",NA,NA,1
"RDM 7,000",6235,"RDM 7,000",NA,NA,1
"RDM 7,000",6236,"RDM 7,000",NA,NA,1
"RDL 20,000",6237,"RDL 20,000",NA,NA,1
"RAL 3,500",6238,"RAL 3,500",NA,NA,2
"RAL 3,500",6239,"RAL 3,500",NA,NA,2
"RAL 3,000",6240,"RAL 3,000",NA,NA,2
"RAL 3,000",6241,"RAL 3,000",NA,NA,2
"RAL 3,000",6242,"RAL 3,000",NA,NA,2
"RAL 3,000",6243,"RAL 3,000",NA,NA,2
"RAL 3,000",6244,"RAL 3,000",NA,NA,2
"RDM 7,000",6245,"RDM 7,000",NA,NA,1
"RDM 7,000",6246,"RDM 7,000",NA,NA,1
"RDL 12,000",6247,"RDL 12,000",NA,NA,1
"RDL 12,000",6248,"RDL 12,000",NA,NA,1
"RAL 3,500",6249,"RAL 3,500",NA,NA,2
"RDM 7,000",6250,"RDM 7,000",NA,NA,1
"RDM 7,000",6251,"RDM 7,000",NA,NA,1
"RDL 12,000",6252,"RDL 12,000",NA,NA,1
"RDL 12,000",6253,"RDL 12,000",NA,NA,1
MU-F,6254,MU-F,NA,NA,0
"RDM 7,000",6255,"RDM 7,000",NA,NA,1
"RDM 7,000",6256,"RDM 7,000",NA,NA,1
"RDM 7,000",6257,"RDM 7,000",NA,NA,1
"RDM 7,000",6258,"RDM 7,000",NA,NA,1
"RDM 7,000",6259,"RDM 7,000",NA,NA,1
"RDM 9,000",6260,"RDM 9,000",NA,NA,1
"RDM 7,000",6261,"RDM 7,000",NA,NA,1
RAM,6262,RAM,NA,NA,2
RAM,6263,RAM,NA,NA,2
RAM,6264,RAM,NA,NA,2
RAM,6265,RAM,NA,NA,2
RAM,6266,RAM,NA,NA,2
RAM,6267,RAM,NA,NA,2
IL,6268,IL,NA,NA,0
IL,6269,IL,NA,NA,0
IL,6270,IL,NA,NA,0
"RDM 7,000",6271,"RDM 7,000",NA,NA,1
"RDL 12,000",6272,"RDL 12,000",NA,NA,1
"RDM 7,000",6273,"RDM 7,000",NA,NA,1
"RDM 9,000",6274,"RDM 9,000",NA,NA,1
"RDM 7,000",6275,"RDM 7,000",NA,NA,1
"RAL 3,500",6276,"RAL 3,500",NA,NA,2
MU-D,6277,MU-D,NA,NA,0
MU-D,6278,MU-D,NA,NA,0
"RDM 7,000",6279,"RDM 7,000",NA,NA,1
RE 1,6280,RE 1,NA,NA,1
"RDM 7,000",6281,"RDM 7,000",NA,NA,1
"RDM 7,000",6282,"RDM 7,000",NA,NA,1
"RDM 7,000",6283,"RDM 7,000",NA,NA,1
"RDM 7,000",6284,"RDM 7,000",NA,NA,1
"RDM 7,000",6285,"RDM 7,000",NA,NA,1
"RDL 20,000",6286,"RDL 20,000",NA,NA,1
RAM,6287,RAM,NA,NA,2
"RDL 12,000",6288,"RDL 12,000",NA,NA,1
"RDM 7,000",6289,"RDM 7,000",NA,NA,1
"RDL 20,000",6290,"RDL 20,000",NA,NA,1
"RDM 7,000",6291,"RDM 7,000",NA,NA,1
"RDM 7,000",6292,"RDM 7,000",NA,NA,1
MU-D_MF,6293,MU-D_MF,NA,NA,2
MU-D_MF,6294,MU-D_MF,NA,NA,2
MU-D,6295,MU-D,NA,NA,0
MU-D,6296,MU-D,NA,NA,0
RAM,6297,RAM,NA,NA,2
"RDM 7,000",6298,"RDM 7,000",NA,NA,1
"RDM 7,000",6299,"RDM 7,000",NA,NA,1
"RDM 7,000",6300,"RDM 7,000",NA,NA,1
"RDM 7,000",6301,"RDM 7,000",NA,NA,1
"RDM 9,000",6302,"RDM 9,000",NA,NA,1
OS,6303,OS,NA,NA,0
RAM,6304,RAM,NA,NA,2
OS,6305,OS,NA,NA,0
OS,6306,OS,NA,NA,0
RE 1,6307,RE 1,NA,NA,1
CG,6308,CG,NA,NA,0
"RDM 7,000",6309,"RDM 7,000",NA,NA,1
"RDM 7,000",6310,"RDM 7,000",NA,NA,1
OS,6311,OS,NA,NA,0
OS,6312,OS,NA,NA,0
OS,6313,OS,NA,NA,0
OS,6314,OS,NA,NA,0
"RAL 3,500",6315,"RAL 3,500",NA,NA,2
"RAL 3,500",6316,"RAL 3,500",NA,NA,2
"RDM 7,000",6317,"RDM 7,000",NA,NA,1
"RDM 7,000",6318,"RDM 7,000",NA,NA,1
"RAL 3,500",6319,"RAL 3,500",NA,NA,2
"RAL 3,000",6320,"RAL 3,000",NA,NA,2
"RAL 3,500",6321,"RAL 3,500",NA,NA,2
MU-D,6322,MU-D,NA,NA,0
"RDM 7,000",6323,"RDM 7,000",NA,NA,1
"RDM 7,000",6324,"RDM 7,000",NA,NA,1
"RDM 7,000",6325,"RDM 7,000",NA,NA,1
"RDM 7,000",6326,"RDM 7,000",NA,NA,1
"RAL 3,000",6327,"RAL 3,000",NA,NA,2
"RDM 7,000",6328,"RDM 7,000",NA,NA,1
"RDM 7,000",6329,"RDM 7,000",NA,NA,1
"RDM 7,000",6330,"RDM 7,000",NA,NA,1
"RDL 20,000",6331,"RDL 20,000",NA,NA,1
"RAL 3,500",6332,"RAL 3,500",NA,NA,2
CG,6333,CG,NA,NA,0
MU-D,6334,MU-D,NA,NA,0
MU-D,6335,MU-D,NA,NA,0
"RDM 7,000",6336,"RDM 7,000",NA,NA,1
"RDM 7,000",6337,"RDM 7,000",NA,NA,1
"RDM 7,000",6338,"RDM 7,000",NA,NA,1
"RAL 3,000",6339,"RAL 3,000",NA,NA,2
"RDL 12,000",6340,"RDL 12,000",NA,NA,1
"RDL 12,000",6341,"RDL 12,000",NA,NA,1
"RDM 7,000",6342,"RDM 7,000",NA,NA,1
"RDM 7,000",6343,"RDM 7,000",NA,NA,1
"RDM 9,000",6344,"RDM 9,000",NA,NA,1
"RDM 7,000",6345,"RDM 7,000",NA,NA,1
RAM,6346,RAM,NA,NA,2
"RDL 12,000",6347,"RDL 12,000",NA,NA,1
"RDM 7,000",6348,"RDM 7,000",NA,NA,1
"RDM 7,000",6349,"RDM 7,000",NA,NA,1
"RDM 7,000",6350,"RDM 7,000",NA,NA,1
"RDM 7,000",6351,"RDM 7,000",NA,NA,1
"RDM 7,000",6352,"RDM 7,000",NA,NA,1
"RDM 9,000",6353,"RDM 9,000",NA,NA,1
"RDM 7,000",6354,"RDM 7,000",NA,NA,1
"RAL 3,000",6355,"RAL 3,000",NA,NA,2
"RDL 20,000",6356,"RDL 20,000",NA,NA,1
"RDM 7,000",6357,"RDM 7,000",NA,NA,1
"RDL 20,000",6358,"RDL 20,000",NA,NA,1
"RDL 20,000",6359,"RDL 20,000",NA,NA,1
"RDM 7,000",6360,"RDM 7,000",NA,NA,1
"RDL 12,000",6361,"RDL 12,000",NA,NA,1
"RDM 7,000",6362,"RDM 7,000",NA,NA,1
"RDL 20,000",6363,"RDL 20,000",NA,NA,1
