gnrl_p_,ID,edt_g__,X3,X4,zoning
RAH,12835,RAH,NA,NA,2
RAH,12836,RAH,NA,NA,2
RAH,12837,RAH,NA,NA,2
RAH,12838,RAH,NA,NA,2
RAH,12839,RAH,NA,NA,2
RAH,12840,RAH,NA,NA,2
"RDM 7,000",12841,"RDM 7,000",NA,NA,1
"RDM 7,000",12842,"RDM 7,000",NA,NA,1
"RDM 7,000",12843,"RDM 7,000",NA,NA,1
"RDM 7,000",12844,"RDM 7,000",NA,NA,1
"RDM 7,000",12845,"RDM 7,000",NA,NA,1
"RDM 7,000",12846,"RDM 7,000",NA,NA,1
"RDM 7,000",12847,"RDM 7,000",NA,NA,1
"RDM 7,000",12848,"RDM 7,000",NA,NA,1
"RDM 7,000",12849,"RDM 7,000",NA,NA,1
"RDM 7,000",12850,"RDM 7,000",NA,NA,1
"RDM 7,000",12851,"RDM 7,000",NA,NA,1
"RDM 7,000",12852,"RDM 7,000",NA,NA,1
"RDM 7,000",12853,"RDM 7,000",NA,NA,1
"RDM 7,000",12854,"RDM 7,000",NA,NA,1
"RDM 7,000",12855,"RDM 7,000",NA,NA,1
"RDM 7,000",12856,"RDM 7,000",NA,NA,1
"RDM 7,000",12857,"RDM 7,000",NA,NA,1
"RDM 7,000",12858,"RDM 7,000",NA,NA,1
"RDM 7,000",12859,"RDM 7,000",NA,NA,1
"RDM 7,000",12860,"RDM 7,000",NA,NA,1
"RDM 7,000",12861,"RDM 7,000",NA,NA,1
"RDL 20,000",12862,"RDL 20,000",NA,NA,1
"RDL 20,000",12863,"RDL 20,000",NA,NA,1
"RDM 7,000",12864,"RDM 7,000",NA,NA,1
CG,12865,CG,NA,NA,0
"RAL 3,000",12866,"RAL 3,000",NA,NA,2
"RAL 3,000",12867,"RAL 3,000",NA,NA,2
"RDM 7,000",12868,"RDM 7,000",NA,NA,1
"RDM 7,000",12869,"RDM 7,000",NA,NA,1
"RDM 7,000",12870,"RDM 7,000",NA,NA,1
RE 1,12871,RE 1,NA,NA,1
RE 1,12872,RE 1,NA,NA,1
"RAL 3,500",12873,"RAL 3,500",NA,NA,2
"RAL 3,500",12874,"RAL 3,500",NA,NA,2
"RDM 7,000",12875,"RDM 7,000",NA,NA,1
"RDM 7,000",12876,"RDM 7,000",NA,NA,1
"RDM 7,000",12877,"RDM 7,000",NA,NA,1
"RDM 7,000",12878,"RDM 7,000",NA,NA,1
"RDL 12,000",12879,"RDL 12,000",NA,NA,1
"RDL 12,000",12880,"RDL 12,000",NA,NA,1
"RDL 12,000",12881,"RDL 12,000",NA,NA,1
"RDL 12,000",12882,"RDL 12,000",NA,NA,1
"RDL 12,000",12883,"RDL 12,000",NA,NA,1
"RDL 12,000",12884,"RDL 12,000",NA,NA,1
OS,12885,OS,NA,NA,0
"RDL 12,000",12886,"RDL 12,000",NA,NA,1
"RDL 12,000",12887,"RDL 12,000",NA,NA,1
"RDL 12,000",12888,"RDL 12,000",NA,NA,1
"RDL 12,000",12889,"RDL 12,000",NA,NA,1
"RDL 12,000",12890,"RDL 12,000",NA,NA,1
"RAL 3,500",12891,"RAL 3,500",NA,NA,2
"RAL 3,500",12892,"RAL 3,500",NA,NA,2
"RAL 3,500",12893,"RAL 3,500",NA,NA,2
"RAL 3,500",12894,"RAL 3,500",NA,NA,2
"RAL 3,500",12895,"RAL 3,500",NA,NA,2
"RAL 3,500",12896,"RAL 3,500",NA,NA,2
MU-N,12897,MU-N,NA,NA,0
"RDL 12,000",12898,"RDL 12,000",NA,NA,1
"RDL 12,000",12899,"RDL 12,000",NA,NA,1
"RDL 12,000",12900,"RDL 12,000",NA,NA,1
"RDL 12,000",12901,"RDL 12,000",NA,NA,1
"RDL 12,000",12902,"RDL 12,000",NA,NA,1
"RDL 12,000",12903,"RDL 12,000",NA,NA,1
"RDL 12,000",12904,"RDL 12,000",NA,NA,1
RAH,12905,RAH,NA,NA,2
"RDL 12,000",12906,"RDL 12,000",NA,NA,1
"RDL 12,000",12907,"RDL 12,000",NA,NA,1
"RDL 12,000",12908,"RDL 12,000",NA,NA,1
OS,12909,OS,NA,NA,0
"RDL 12,000",12910,"RDL 12,000",NA,NA,1
"RDL 12,000",12911,"RDL 12,000",NA,NA,1
RE 1,12912,RE 1,NA,NA,1
RE 1,12913,RE 1,NA,NA,1
OS,12914,OS,NA,NA,0
OS,12915,OS,NA,NA,0
RE 1,12916,RE 1,NA,NA,1
RE 1,12917,RE 1,NA,NA,1
OS,12918,OS,NA,NA,0
OS,12919,OS,NA,NA,0
OS,12920,OS,NA,NA,0
RAH,12921,RAH,NA,NA,2
RAH,12922,RAH,NA,NA,2
RAH,12923,RAH,NA,NA,2
RAH,12924,RAH,NA,NA,2
RAH,12925,RAH,NA,NA,2
RAH,12926,RAH,NA,NA,2
RAH,12927,RAH,NA,NA,2
RAH,12928,RAH,NA,NA,2
RAH,12929,RAH,NA,NA,2
RAH,12930,RAH,NA,NA,2
RAH,12931,RAH,NA,NA,2
RAH,12932,RAH,NA,NA,2
RAH,12933,RAH,NA,NA,2
RAH,12934,RAH,NA,NA,2
RAH,12935,RAH,NA,NA,2
RAH,12936,RAH,NA,NA,2
RAH,12937,RAH,NA,NA,2
RAH,12938,RAH,NA,NA,2
RAH,12939,RAH,NA,NA,2
RAH,12940,RAH,NA,NA,2
RAH,12941,RAH,NA,NA,2
RAH,12942,RAH,NA,NA,2
RAH,12943,RAH,NA,NA,2
RAH,12944,RAH,NA,NA,2
RAH,12945,RAH,NA,NA,2
RAH,12946,RAH,NA,NA,2
RAH,12947,RAH,NA,NA,2
RAH,12948,RAH,NA,NA,2
RAH,12949,RAH,NA,NA,2
MU-F,12950,MU-F,NA,NA,0
"RDM 7,000",12951,"RDM 7,000",NA,NA,1
"RDL 12,000",12952,"RDL 12,000",NA,NA,1
"RDL 20,000",12953,"RDL 20,000",NA,NA,1
IL,12954,IL,NA,NA,0
IL,12955,IL,NA,NA,0
IL,12956,IL,NA,NA,0
IL,12957,IL,NA,NA,0
IL,12958,IL,NA,NA,0
IL,12959,IL,NA,NA,0
IL,12960,IL,NA,NA,0
"RAL 3,500",12961,"RAL 3,500",NA,NA,2
"RDM 7,000",12962,"RDM 7,000",NA,NA,1
"RDM 9,000",12963,"RDM 9,000",NA,NA,1
"RAL 3,000",12964,"RAL 3,000",NA,NA,2
"RAL 3,500",12965,"RAL 3,500",NA,NA,2
"RDH 4,500",12966,"RDH 4,500",NA,NA,1
"RDM 7,000",12967,"RDM 7,000",NA,NA,1
"RDH 4,500",12968,"RDH 4,500",NA,NA,1
"RDH 4,500",12969,"RDH 4,500",NA,NA,1
"RDH 4,500",12970,"RDH 4,500",NA,NA,1
"RDH 4,500",12971,"RDH 4,500",NA,NA,1
"RDH 4,500",12972,"RDH 4,500",NA,NA,1
"RDH 4,500",12973,"RDH 4,500",NA,NA,1
"RDH 4,500",12974,"RDH 4,500",NA,NA,1
"RDH 4,500",12975,"RDH 4,500",NA,NA,1
"RDH 4,500",12976,"RDH 4,500",NA,NA,1
"RDH 4,500",12977,"RDH 4,500",NA,NA,1
"RDH 4,500",12978,"RDH 4,500",NA,NA,1
"RDH 4,500",12979,"RDH 4,500",NA,NA,1
"RDH 4,500",12980,"RDH 4,500",NA,NA,1
"RDH 4,500",12981,"RDH 4,500",NA,NA,1
RAM,12982,RAM,NA,NA,2
RAM,12983,RAM,NA,NA,2
RAM,12984,RAM,NA,NA,2
RAM,12985,RAM,NA,NA,2
RAM,12986,RAM,NA,NA,2
RAM,12987,RAM,NA,NA,2
"RDL 12,000",12988,"RDL 12,000",NA,NA,1
"RDL 12,000",12989,"RDL 12,000",NA,NA,1
"RDL 12,000",12990,"RDL 12,000",NA,NA,1
"RDL 12,000",12991,"RDL 12,000",NA,NA,1
"RDL 12,000",12992,"RDL 12,000",NA,NA,1
"RDL 12,000",12993,"RDL 12,000",NA,NA,1
CO,12994,CO,NA,NA,0
IL,12995,IL,NA,NA,0
PF,12996,PF,NA,NA,0
PF,12997,PF,NA,NA,0
MU-F,12998,MU-F,NA,NA,0
CG,12999,CG,NA,NA,0
MU-F,13000,MU-F,NA,NA,0
RAM,13001,RAM,NA,NA,2
RAM,13002,RAM,NA,NA,2
"RAL 3,000",13003,"RAL 3,000",NA,NA,2
"RAL 3,000",13004,"RAL 3,000",NA,NA,2
"RAL 3,000",13005,"RAL 3,000",NA,NA,2
"RDM 7,000",13006,"RDM 7,000",NA,NA,1
IL,13007,IL,NA,NA,0
RE 1,13008,RE 1,NA,NA,1
"RAL 3,500",13009,"RAL 3,500",NA,NA,2
"RAL 3,000",13010,"RAL 3,000",NA,NA,2
"RAL 3,000",13011,"RAL 3,000",NA,NA,2
"RAL 3,000",13012,"RAL 3,000",NA,NA,2
"RAL 3,000",13013,"RAL 3,000",NA,NA,2
"RAL 3,000",13014,"RAL 3,000",NA,NA,2
"RAL 3,000",13015,"RAL 3,000",NA,NA,2
"RDM 7,000",13016,"RDM 7,000",NA,NA,1
"RDM 7,000",13017,"RDM 7,000",NA,NA,1
"RDM 7,000",13018,"RDM 7,000",NA,NA,1
"RDM 7,000",13019,"RDM 7,000",NA,NA,1
"RDM 7,000",13020,"RDM 7,000",NA,NA,1
"RDM 7,000",13021,"RDM 7,000",NA,NA,1
RE 2.5,13022,RE 2.5,NA,NA,1
RE 2.5,13023,RE 2.5,NA,NA,1
RE 2.5,13024,RE 2.5,NA,NA,1
RE 2.5,13025,RE 2.5,NA,NA,1
"RAL 3,000",13026,"RAL 3,000",NA,NA,2
"RAL 3,000",13027,"RAL 3,000",NA,NA,2
CG,13028,CG,NA,NA,0
CG,13029,CG,NA,NA,0
OS,13030,OS,NA,NA,0
OS,13031,OS,NA,NA,0
"RDL 12,000",13032,"RDL 12,000",NA,NA,1
"RDL 12,000",13033,"RDL 12,000",NA,NA,1
"RDL 12,000",13034,"RDL 12,000",NA,NA,1
"RDL 20,000",13035,"RDL 20,000",NA,NA,1
"RDL 20,000",13036,"RDL 20,000",NA,NA,1
"RAL 3,500",13037,"RAL 3,500",NA,NA,2
"RAL 3,500",13038,"RAL 3,500",NA,NA,2
"RAL 3,500",13039,"RAL 3,500",NA,NA,2
"RAL 3,500",13040,"RAL 3,500",NA,NA,2
"RAL 3,500",13041,"RAL 3,500",NA,NA,2
"RAL 3,500",13042,"RAL 3,500",NA,NA,2
"RAL 3,500",13043,"RAL 3,500",NA,NA,2
"RAL 3,500",13044,"RAL 3,500",NA,NA,2
"RAL 3,500",13045,"RAL 3,500",NA,NA,2
"RAL 3,500",13046,"RAL 3,500",NA,NA,2
"RAL 3,500",13047,"RAL 3,500",NA,NA,2
"RAL 3,500",13048,"RAL 3,500",NA,NA,2
"RAL 3,500",13049,"RAL 3,500",NA,NA,2
"RAL 3,500",13050,"RAL 3,500",NA,NA,2
"RAL 3,500",13051,"RAL 3,500",NA,NA,2
"RAL 3,500",13052,"RAL 3,500",NA,NA,2
"RAL 3,500",13053,"RAL 3,500",NA,NA,2
"RAL 3,500",13054,"RAL 3,500",NA,NA,2
"RAL 3,500",13055,"RAL 3,500",NA,NA,2
"RAL 3,500",13056,"RAL 3,500",NA,NA,2
"RAL 3,500",13057,"RAL 3,500",NA,NA,2
"RAL 3,500",13058,"RAL 3,500",NA,NA,2
"RAL 3,500",13059,"RAL 3,500",NA,NA,2
"RDL 20,000",13060,"RDL 20,000",NA,NA,1
"RDL 20,000",13061,"RDL 20,000",NA,NA,1
"RDL 20,000",13062,"RDL 20,000",NA,NA,1
"RDL 20,000",13063,"RDL 20,000",NA,NA,1
"RDL 20,000",13064,"RDL 20,000",NA,NA,1
"RDL 20,000",13065,"RDL 20,000",NA,NA,1
"RDL 20,000",13066,"RDL 20,000",NA,NA,1
"RDL 20,000",13067,"RDL 20,000",NA,NA,1
"RDL 20,000",13068,"RDL 20,000",NA,NA,1
"RDL 20,000",13069,"RDL 20,000",NA,NA,1
"RAL 3,500",13070,"RAL 3,500",NA,NA,2
"RAL 3,500",13071,"RAL 3,500",NA,NA,2
"RDL 20,000",13072,"RDL 20,000",NA,NA,1
"RDL 12,000",13073,"RDL 12,000",NA,NA,1
"RDL 12,000",13074,"RDL 12,000",NA,NA,1
"RDL 12,000",13075,"RDL 12,000",NA,NA,1
"RDL 12,000",13076,"RDL 12,000",NA,NA,1
IL,13077,IL,NA,NA,0
RAM,13078,RAM,NA,NA,2
RAM,13079,RAM,NA,NA,2
OS,13080,OS,NA,NA,0
RAM,13081,RAM,NA,NA,2
"RAL 3,500",13082,"RAL 3,500",NA,NA,2
"RDH 4,500",13083,"RDH 4,500",NA,NA,1
"RDH 4,500",13084,"RDH 4,500",NA,NA,1
"RDH 4,500",13085,"RDH 4,500",NA,NA,1
"RDH 4,500",13086,"RDH 4,500",NA,NA,1
"RDH 4,500",13087,"RDH 4,500",NA,NA,1
"RDH 4,500",13088,"RDH 4,500",NA,NA,1
"RDH 4,500",13089,"RDH 4,500",NA,NA,1
RAM,13090,RAM,NA,NA,2
RAM,13091,RAM,NA,NA,2
RAM,13092,RAM,NA,NA,2
RAM,13093,RAM,NA,NA,2
"RDH 4,500",13094,"RDH 4,500",NA,NA,1
"RDH 4,500",13095,"RDH 4,500",NA,NA,1
"RDH 4,500",13096,"RDH 4,500",NA,NA,1
"RDL 12,000",13097,"RDL 12,000",NA,NA,1
"RDL 12,000",13098,"RDL 12,000",NA,NA,1
CG,13099,CG,NA,NA,0
"RAL 3,500",13100,"RAL 3,500",NA,NA,2
CG,13101,CG,NA,NA,0
"RAL 3,500",13102,"RAL 3,500",NA,NA,2
"RDL 12,000",13103,"RDL 12,000",NA,NA,1
CG,13104,CG,NA,NA,0
"RDL 12,000",13105,"RDL 12,000",NA,NA,1
"RAL 3,500",13106,"RAL 3,500",NA,NA,2
"RAL 3,500",13107,"RAL 3,500",NA,NA,2
"RAL 3,500",13108,"RAL 3,500",NA,NA,2
"RAL 3,500",13109,"RAL 3,500",NA,NA,2
"RDM 7,000",13110,"RDM 7,000",NA,NA,1
"RDM 7,000",13111,"RDM 7,000",NA,NA,1
"RDM 7,000",13112,"RDM 7,000",NA,NA,1
"RDM 7,000",13113,"RDM 7,000",NA,NA,1
"RDM 7,000",13114,"RDM 7,000",NA,NA,1
"RDM 7,000",13115,"RDM 7,000",NA,NA,1
"RDM 7,000",13116,"RDM 7,000",NA,NA,1
"RDL 12,000",13117,"RDL 12,000",NA,NA,1
"RDM 7,000",13118,"RDM 7,000",NA,NA,1
"RDM 7,000",13119,"RDM 7,000",NA,NA,1
"RDL 12,000",13120,"RDL 12,000",NA,NA,1
"RDL 12,000",13121,"RDL 12,000",NA,NA,1
RE 1,13122,RE 1,NA,NA,1
"RDL 12,000",13123,"RDL 12,000",NA,NA,1
"RDM 7,000",13124,"RDM 7,000",NA,NA,1
"RDM 7,000",13125,"RDM 7,000",NA,NA,1
"RDM 7,000",13126,"RDM 7,000",NA,NA,1
"RDM 7,000",13127,"RDM 7,000",NA,NA,1
"RDM 7,000",13128,"RDM 7,000",NA,NA,1
"RDM 7,000",13129,"RDM 7,000",NA,NA,1
"RDM 7,000",13130,"RDM 7,000",NA,NA,1
"RDM 7,000",13131,"RDM 7,000",NA,NA,1
"RDM 7,000",13132,"RDM 7,000",NA,NA,1
"RDM 7,000",13133,"RDM 7,000",NA,NA,1
"RDM 7,000",13134,"RDM 7,000",NA,NA,1
"RDM 7,000",13135,"RDM 7,000",NA,NA,1
"RDM 7,000",13136,"RDM 7,000",NA,NA,1
"RDM 7,000",13137,"RDM 7,000",NA,NA,1
"RDM 7,000",13138,"RDM 7,000",NA,NA,1
"RDM 7,000",13139,"RDM 7,000",NA,NA,1
"RDM 7,000",13140,"RDM 7,000",NA,NA,1
"RDM 7,000",13141,"RDM 7,000",NA,NA,1
"RDM 7,000",13142,"RDM 7,000",NA,NA,1
"RDM 7,000",13143,"RDM 7,000",NA,NA,1
"RDM 7,000",13144,"RDM 7,000",NA,NA,1
"RDM 7,000",13145,"RDM 7,000",NA,NA,1
"RDM 7,000",13146,"RDM 7,000",NA,NA,1
"RDM 7,000",13147,"RDM 7,000",NA,NA,1
"RDM 7,000",13148,"RDM 7,000",NA,NA,1
"RDM 7,000",13149,"RDM 7,000",NA,NA,1
"RDM 7,000",13150,"RDM 7,000",NA,NA,1
"RDM 7,000",13151,"RDM 7,000",NA,NA,1
"RDM 7,000",13152,"RDM 7,000",NA,NA,1
"RDM 7,000",13153,"RDM 7,000",NA,NA,1
"RDM 7,000",13154,"RDM 7,000",NA,NA,1
"RDM 7,000",13155,"RDM 7,000",NA,NA,1
"RDM 7,000",13156,"RDM 7,000",NA,NA,1
"RDM 7,000",13157,"RDM 7,000",NA,NA,1
"RDM 7,000",13158,"RDM 7,000",NA,NA,1
"RDM 7,000",13159,"RDM 7,000",NA,NA,1
"RDM 7,000",13160,"RDM 7,000",NA,NA,1
"RDM 7,000",13161,"RDM 7,000",NA,NA,1
"RDM 7,000",13162,"RDM 7,000",NA,NA,1
"RDM 7,000",13163,"RDM 7,000",NA,NA,1
"RDM 7,000",13164,"RDM 7,000",NA,NA,1
"RDM 7,000",13165,"RDM 7,000",NA,NA,1
"RDM 7,000",13166,"RDM 7,000",NA,NA,1
"RDM 7,000",13167,"RDM 7,000",NA,NA,1
"RDM 7,000",13168,"RDM 7,000",NA,NA,1
"RDM 7,000",13169,"RDM 7,000",NA,NA,1
"RDM 7,000",13170,"RDM 7,000",NA,NA,1
"RDM 7,000",13171,"RDM 7,000",NA,NA,1
"RDM 7,000",13172,"RDM 7,000",NA,NA,1
"RDM 7,000",13173,"RDM 7,000",NA,NA,1
"RDM 7,000",13174,"RDM 7,000",NA,NA,1
"RDM 7,000",13175,"RDM 7,000",NA,NA,1
"RDM 7,000",13176,"RDM 7,000",NA,NA,1
"RDM 7,000",13177,"RDM 7,000",NA,NA,1
"RAL 3,500",13178,"RAL 3,500",NA,NA,2
"RAL 3,500",13179,"RAL 3,500",NA,NA,2
IG,13180,IG,NA,NA,0
IG,13181,IG,NA,NA,0
IG,13182,IG,NA,NA,0
IG,13183,IG,NA,NA,0
"RDM 7,000",13184,"RDM 7,000",NA,NA,1
"RDM 7,000",13185,"RDM 7,000",NA,NA,1
"RDM 7,000",13186,"RDM 7,000",NA,NA,1
"RDM 7,000",13187,"RDM 7,000",NA,NA,1
IL,13188,IL,NA,NA,0
IG,13189,IG,NA,NA,0
"RDM 7,000",13190,"RDM 7,000",NA,NA,1
"RDM 7,000",13191,"RDM 7,000",NA,NA,1
"RDM 7,000",13192,"RDM 7,000",NA,NA,1
PF,13193,PF,NA,NA,0
"RAL 3,500",13194,"RAL 3,500",NA,NA,2
"RDL 12,000",13195,"RDL 12,000",NA,NA,1
"RDM 7,000",13196,"RDM 7,000",NA,NA,1
"RDM 7,000",13197,"RDM 7,000",NA,NA,1
RAM,13198,RAM,NA,NA,2
RAM,13199,RAM,NA,NA,2
RAM,13200,RAM,NA,NA,2
RAM,13201,RAM,NA,NA,2
RAM,13202,RAM,NA,NA,2
"RAL 3,500",13203,"RAL 3,500",NA,NA,2
"RAL 3,500",13204,"RAL 3,500",NA,NA,2
"RAL 3,500",13205,"RAL 3,500",NA,NA,2
"RAL 3,500",13206,"RAL 3,500",NA,NA,2
"RAL 3,500",13207,"RAL 3,500",NA,NA,2
"RAL 3,500",13208,"RAL 3,500",NA,NA,2
RAM,13209,RAM,NA,NA,2
"RDM 7,000",13210,"RDM 7,000",NA,NA,1
"RDM 7,000",13211,"RDM 7,000",NA,NA,1
"RDM 7,000",13212,"RDM 7,000",NA,NA,1
RAH,13213,RAH,NA,NA,2
RAH,13214,RAH,NA,NA,2
RAH,13215,RAH,NA,NA,2
RAH,13216,RAH,NA,NA,2
RAH,13217,RAH,NA,NA,2
RAH,13218,RAH,NA,NA,2
"RDL 12,000",13219,"RDL 12,000",NA,NA,1
"RDL 12,000",13220,"RDL 12,000",NA,NA,1
"RDL 12,000",13221,"RDL 12,000",NA,NA,1
"RDM 7,000",13222,"RDM 7,000",NA,NA,1
"RDM 7,000",13223,"RDM 7,000",NA,NA,1
"RDM 7,000",13224,"RDM 7,000",NA,NA,1
CH,13225,CH,NA,NA,0
"RDM 7,000",13226,"RDM 7,000",NA,NA,1
CH,13227,CH,NA,NA,0
"RDL 12,000",13228,"RDL 12,000",NA,NA,1
"RDL 12,000",13229,"RDL 12,000",NA,NA,1
"RDL 12,000",13230,"RDL 12,000",NA,NA,1
"RDL 12,000",13231,"RDL 12,000",NA,NA,1
"RDL 12,000",13232,"RDL 12,000",NA,NA,1
"RDL 12,000",13233,"RDL 12,000",NA,NA,1
"RDL 12,000",13234,"RDL 12,000",NA,NA,1
"RDL 12,000",13235,"RDL 12,000",NA,NA,1
"RDL 12,000",13236,"RDL 12,000",NA,NA,1
"RDL 12,000",13237,"RDL 12,000",NA,NA,1
"RDL 12,000",13238,"RDL 12,000",NA,NA,1
"RDL 12,000",13239,"RDL 12,000",NA,NA,1
"RDL 12,000",13240,"RDL 12,000",NA,NA,1
"RDL 12,000",13241,"RDL 12,000",NA,NA,1
"RDL 12,000",13242,"RDL 12,000",NA,NA,1
"RDL 12,000",13243,"RDL 12,000",NA,NA,1
"RDL 12,000",13244,"RDL 12,000",NA,NA,1
"RDL 12,000",13245,"RDL 12,000",NA,NA,1
"RDL 12,000",13246,"RDL 12,000",NA,NA,1
"RDL 12,000",13247,"RDL 12,000",NA,NA,1
"RDL 12,000",13248,"RDL 12,000",NA,NA,1
"RDL 12,000",13249,"RDL 12,000",NA,NA,1
"RDL 12,000",13250,"RDL 12,000",NA,NA,1
"RDL 12,000",13251,"RDL 12,000",NA,NA,1
"RDL 12,000",13252,"RDL 12,000",NA,NA,1
"RDL 12,000",13253,"RDL 12,000",NA,NA,1
"RDL 12,000",13254,"RDL 12,000",NA,NA,1
"RDL 12,000",13255,"RDL 12,000",NA,NA,1
"RDL 12,000",13256,"RDL 12,000",NA,NA,1
"RDL 12,000",13257,"RDL 12,000",NA,NA,1
"RDH 4,500",13258,"RDH 4,500",NA,NA,1
"RDH 4,500",13259,"RDH 4,500",NA,NA,1
"RDL 12,000",13260,"RDL 12,000",NA,NA,1
"RDL 12,000",13261,"RDL 12,000",NA,NA,1
"RDL 12,000",13262,"RDL 12,000",NA,NA,1
"RDL 12,000",13263,"RDL 12,000",NA,NA,1
"RDL 12,000",13264,"RDL 12,000",NA,NA,1
"RDL 12,000",13265,"RDL 12,000",NA,NA,1
"RDL 12,000",13266,"RDL 12,000",NA,NA,1
"RDL 12,000",13267,"RDL 12,000",NA,NA,1
"RDL 12,000",13268,"RDL 12,000",NA,NA,1
"RDL 12,000",13269,"RDL 12,000",NA,NA,1
