apn,fld_firm_z,gp_values1,gpz_gen_pl,gpz_z_labe,lot_tot_po,parcelid,prc_legal_,prc_puc_co,prc_situs1,prc_situs_,prc_tax_co,site_addre,Zoning,Area_sqmi
062073160,X,Residential Low Density,RL,R1U,5749.74,23-3295,LOT 19 BLOCK 23 NEWBRIDGE PARK NO 2 RSM 14/51 52 53,01,94025,MENLO PARK,008,1159 HOLLYBURNE AVE,1,3.28065598214e-4
062073140,X,Residential Low Density,RL,R1U,5749.74,23-3297,LOT 17 BLOCK 23 NEWBRIDGE PARK NO 2 RSM 14/51 52 53,01,94025,MENLO PARK,008,1150 WINDERMERE AVE,1,3.28065525767e-4
062041400,X,Residential Low Density,RL,R1U,6000.23,23-2206,LOT 19 BLOCK 13 BELLE HAVEN CITY,01,94025,MENLO PARK,008,1056 RINGWOOD AVE,1,3.42356966095e-4
062033220,X,Residential Low Density,RL,R1U,5999.77,23-2287,LOT 6 BLOCK 8 BELLE HAVEN CITY,01,94025,MENLO PARK,008,1040 TEHAMA AVE,1,3.42330388875e-4
062033090,X,Residential Low Density,RL,R1U,6000.23,23-2300,LOT 20 BLOCK 8 BELLE HAVEN CITY,01,94025,MENLO PARK,008,1047 SONOMA AVE,1,3.42356484934e-4
062024060,X,Residential Low Density,RL,R1U,5750.37,23-2373,LOT 19 BLOCK 32 NEWBRIDGE PARK NO 3,01,94025,MENLO PARK,008,1133 HENDERSON AVE,1,3.28100930748e-4
062024190,X,Residential Low Density,RL,R1U,5749.92,23-2362,LOT 7 BLOCK 32 NEWBRIDGE PARK NO 3,01,94025,MENLO PARK,008,1134 BERKELEY AVE,1,3.28075073949e-4
062084280,X,Residential Low Density,RL,R1U,5749.74,23-3173,LOT 28 BLOCK 17 NEWBRIDGE PARK NO 2,01,94025,MENLO PARK,008,551 NEWBRIDGE ST,1,3.2806551303e-4
062032170,X,Residential Low Density,RL,R1U,9763.37,23-2317,LOT 2 BLOCK 6 BELLE HAVEN CITY,01,94025,MENLO PARK,008,307 OAKWOOD PL,1,5.5706884961e-4
062031130,X,Residential Low Density,RL,R1U,5718.08,23-2340,LOT 7 BLOCK 1 BELLE HAVEN CITY,01,94025,MENLO PARK,008,1031 DEL NORTE AVE,1,3.2443482353e-4
062071080,X,Residential Low Density,RL,R1U,4127.88,23-3330,LOT 11 BLOCK 26 NEWBRIDGE PARK NO 2 RSM 14/51 52 53,01,94025,MENLO PARK,008,1139 WINDERMERE AVE,1,2.35525644338e-4
062042390,X,Residential Low Density,RL,R1U,5656.88,23-2148,LOT 20 BLOCK 17 BELLE HAVEN CITY,01,94025,MENLO PARK,008,1060 OAKLAND AVE,1,3.24179839511e-4
062101340,X(S),Residential Low Density,RL,R1U,5750.37,23-3019,LOT 34 BLOCK 12 NEWBRIDGE PARK NO 2,01,94025,MENLO PARK,008,651 NEWBRIDGE ST,1,3.2809875101e-4
062034250,X,Residential Low Density,RL,R1U,6000.23,23-2257,LOT 8 BLOCK 12 BELLE HAVEN CITY,01,94025,MENLO PARK,008,1046 SONOMA AVE,1,3.42353834435e-4
062034090,X,Residential Low Density,RL,R1U,6000.23,23-2273,LOT 28 BLOCK 12 BELLE HAVEN CITY,01,94025,MENLO PARK,008,1045 RINGWOOD AVE,1,3.42353883948e-4
062071100,X,Residential Low Density,RL,R1U,5893.76,23-3328,LOT 13 BLOCK 26 NEWBRIDGE PARK NO 2 RSM 14/51 52 53,01,94025,MENLO PARK,008,1131 WINDERMERE AVE,1,3.36280104649e-4
062103050,X(S),Residential Low Density,RL,R1U,6000.59,23-2975,LOT 5 BLOCK 5 NEWBRIDGE PARK,01,94025,MENLO PARK,008,1220 CARLTON AVE,1,3.42375603659e-4
062071070,X,Residential Low Density,RL,R1U,7843.3,23-3331,LOT 10 BLK 26 NEWBRIDGE PARK NO 2 RSM 14/51 52 53,01,94025,MENLO PARK,008,1128 HOWARD ST,1,4.47512762612e-4
062023130,X,Residential Medium Density,RM,R3,5329.17,23-2388,LOT 22 BLOCK 33 LESS PTN TO STATE HWY NEWBRIDGE PARK   NO 3,05,94025,MENLO PARK,008,541 PIERCE RD 1,2,3.04065194885e-4
062073210,X,Residential Low Density,RL,R1U,5749.29,23-3290,LOT 24 BLOCK 23 NEWBRIDGE PARK NO 2 RSM 14/51 52 53,01,94025,MENLO PARK,008,1139 HOLLYBURNE AVE,1,3.28034245579e-4
062073090,X,Residential Low Density,RL,R1U,5750.37,23-3302,LOT 12 BLOCK 23 NEWBRIDGE PARK NO 2 RSM 14/51 52 53,01,94025,MENLO PARK,008,1130 WINDERMERE AVE,1,3.28095728442e-4
062035020,X,Residential Low Density,RL,R1U,6963.68,23-2201,LOT 17 BLOCK 7 BELLE HAVEN CITY,01,94025,MENLO PARK,008,308 OAKWOOD PL,1,3.97320770507e-4
062041350,X,Residential Low Density,RL,R1U,6000.23,23-2211,LOT 14 BLOCK 13 BELLE HAVEN CITY,01,94025,MENLO PARK,008,1046 RINGWOOD AVE,1,3.4235113655e-4
062031180,X,Residential Low Density,RL,R1U,7021.61,23-2335,LOT 2 BLOCK 1 BELLE HAVEN CITY,01,94025,MENLO PARK,008,291 BAY RD,1,4.0062598377e-4
062041070,X,Residential Low Density,RL,R1U,6347.8,23-2239,LOT 30 BLOCK 13 BELLE HAVEN CITY,01,94025,MENLO PARK,008,1043 OAKLAND AVE,1,3.62182251458e-4
062102390,X(S),Residential Low Density,RL,R1U,6000.39,23-2980,LOT 39 BLOCK 6 NEWBRIDGE PARK,01,94025,MENLO PARK,008,751 NEWBRIDGE ST,1,3.4236144225e-4
062024140,X,Residential Medium Density,RM,R3,10654.56,23-2367,LOTS 1 & 2 BLOCK 32 LESS SWLY PTN TO STATE HWY         NEWBRIDGE PARK NO 3,71,94025,MENLO PARK,008,1110 BERKELEY AVE,2,6.0791244939e-4
062024110,X,Residential Low Density,RL,R1U,5750.37,23-2368,LOT 24 BLOCK 32 NEWBRIDGE PARK NO 3,01,94025,MENLO PARK,008,1113 HENDERSON AVE,1,3.28095358442e-4
062033140,X,Residential Low Density,RL,R1U,6000.07,23-2295,LOT 25 BLOCK 8 BELLE HAVEN CITY,01,94025,MENLO PARK,008,1037 SONOMA AVE,1,3.42341286794e-4
062031170,X,Residential Low Density,RL,R1U,5981.92,23-2336,LOT 3 BLOCK 1 BELLE HAVEN CITY,01,94025,MENLO PARK,008,295 BAY RD,1,3.41304604518e-4
062061190,X,Residential Low Density,RL,R1U,5899.42,23-3402,LOT 25 BLOCK 25 NEWBRIDGE PARK NO 2 RSM 14/51 52 53,01,94025,MENLO PARK,008,1011 WINDERMERE AVE,1,3.36577722259e-4
062062120,X,Residential Low Density,RL,R1U,5749.8,23-3383,LOT 20 BLOCK 24 NEWBRIDGE PARK NO 2 RSM 14/51 52 53,01,94025,MENLO PARK,008,1027 HOLLYBURNE AVE,1,3.2804140584e-4
062062050,X,Residential Low Density,RL,R1U,5749.8,23-3390,LOT 9 BLOCK 24 NEWBRIDGE PARK NO 2 RSM 14/51 52 53,01,94025,MENLO PARK,008,1020 WINDERMERE AVE,1,3.28041335875e-4
062093050,X(S),Residential Low Density,RL,R1U,5999.92,23-3092,LOT 8 BLOCK 4 NEWBRIDGE PARK,01,94025,MENLO PARK,008,1112 CARLTON AVE,1,3.42312010324e-4
062053160,X,Residential Low Density,RL,R1U,6994.9,23-2067,LOT 1 BLOCK 36 NEWBRIDGE PARK NO 4,01,94025,MENLO PARK,008,601 BAY RD,1,4.00422776828e-4
062063070,X,Residential Low Density,RL,R1U,5750.43,23-3370,LOT 11 BLOCK 15 NEWBRIDGE PARK NO 2,01,94025,MENLO PARK,008,1030 HOLLYBURNE AVE,1,3.28076990973e-4
062063200,X,Residential Low Density,RL,R1U,9546.73,23-3359,LOT 17 & SLY 18.36 FT OF LOTS 15 & 16 BLOCK 15         NEWBRIDGE PARK NO 2,01,94025,MENLO PARK,008,1031 SEVIER AVE,1,5.44664583641e-4
062092390,X,Residential Low Density,RL,R1U,6417.95,23-3099,LOT 41 BLOCK 3 NEWBRIDGE PARK,01,94025,MENLO PARK,008,1103 CARLTON AVE,1,3.66160591493e-4
062061030,X,Residential Low Density,RL,R1U,4905.18,23-3416,NELY 1/2 OF LOT 6 BLOCK 25 NEWBRIDGE PARK NO 2 RSM     14/51 52 53,01,94025,MENLO PARK,008,1008 HENDERSON AVE,1,2.79853168219e-4
062053140,X,Residential Low Density,RL,R1U,6874.24,23-2069,LOT 3 BLOCK 36 NEWBRIDGE PARK NO 4,01,94025,MENLO PARK,008,611 BAY RD,1,3.92191882927e-4
062062130,X,Residential Low Density,RL,R1U,5749.97,23-3382,LOT 21 BLOCK 24 NEWBRIDGE PARK NO 2 RSM 14/51 52 53,01,94025,MENLO PARK,008,1023 HOLLYBURNE AVE,1,3.28050036597e-4
062062040,X,Residential Low Density,RL,R1U,5750.86,23-3391,LOT 8 BLOCK 24 NEWBRIDGE PARK NO 2 RSM 14/51 52 53,01,94025,MENLO PARK,008,1018 WINDERMERE AVE,1,3.28100534864e-4
062093040,X(S),Residential Low Density,RL,R1U,6000.39,23-3093,LOT 7 BLOCK 4 NEWBRIDGE PARK,01,94025,MENLO PARK,008,1108 CARLTON AVE,1,3.42337414071e-4
062061020,X,Residential Low Density,RL,R1U,5441.82,23-3417,SWLY 1/2 OF LOT 6 BLOCK 25 NEWBRIDGE PARK NO 2 RSM     14/51 52 53,01,94025,MENLO PARK,008,1004 HENDERSON AVE,1,3.10468577495e-4
062063060,X,Residential Low Density,RL,R1U,5750.43,23-3371,LOT 10 BLOCK 15 NEWBRIDGE PARK NO 2,01,94025,MENLO PARK,008,1028 HOLLYBURNE AVE,1,3.28075680206e-4
062053120,X,Residential Low Density,RL,R1U,7277.71,23-2071,LOT 31 BLOCK 36 NEWBRIDGE PARK NO 4,01,94025,MENLO PARK,008,619 BAY RD,1,4.15219512703e-4
062061210,X,Residential Low Density,RL,R1U,9278.08,23-3400,LOT 27 BLOCK 25 NEWBRIDGE PARK NO 2 RSM 14/51 52 53,01,94025,MENLO PARK,008,1007 WINDERMERE AVE,1,5.29335330123e-4
062064100,X,Residential Medium Density,RM,R3,5749.8,23-3350,LOT 17 BLOCK 14 NEWBRIDGE PARK NO 2,93,94025,MENLO PARK,008,1009 MADERA AVE A,2,3.28034095584e-4
062064030,X,Residential Low Density,RL,R1U,5749.8,23-3356,LOT 7 BLOCK 14 NEWBRIDGE PARK NO 2,01,94025,MENLO PARK,008,1012 SEVIER AVE,1,3.28034025497e-4
062063170,X,Residential Low Density,RL,R1U,5519.31,23-3362,LOT 3 BLOCK 15 NEWBRIDGE PARK NO 2,01,94025,MENLO PARK,008,711 BAY RD,1,3.14883160667e-4
062063160,X,Residential Low Density,RL,R1U,5520.89,23-3363,LOT 2 BLOCK 15 NEWBRIDGE PARK NO 2,01,94025,MENLO PARK,008,715 BAY RD,1,3.14972662217e-4
062064110,X,Residential Medium Density,RM,R3,6111.15,23-3349,LOT 18 BLOCK 14 & NLY TRIANG PTN OF LOT 1 BLOCK 14     NEWBRIDGEPARK NO 2,01,94025,MENLO PARK,008,1005 MADERA AVE,2,3.48648284469e-4
062064020,X,Residential Low Density,RL,R1U,5111.66,23-3357,LOT 6 BLOCK 14 NEWBRIDGE PARK NO 2,01,94025,MENLO PARK,008,1008 SEVIER AVE,1,2.91625993289e-4
062071140,X,Residential Low Density,RL,R1U,5900.46,23-3324,LOT 17 BLOCK 26 NEWBRIDGE PARK NO 2 RSM 14/51 52 53,01,94025,MENLO PARK,008,1117 WINDERMERE AVE,1,3.36657553983e-4
062034210,X,Residential Low Density,RL,R1U,5999.58,23-2261,LOT 4 BLOCK 12 BELLE HAVEN CITY,01,94025,MENLO PARK,008,1038 SONOMA AVE,1,3.42311987489e-4
062034130,X,Residential Low Density,RL,R1U,6000.23,23-2269,LOT 32 BLOCK 12 BELLE HAVEN CITY,01,94025,MENLO PARK,008,1037 RINGWOOD AVE,1,3.42349123411e-4
062051030,X,Residential Low Density,RL,R1U,5697.56,23-2146,LOT 24 BLOCK 38 NEWBRIDGE PARK NO 4,01,94025,MENLO PARK,008,1045 ALMANOR AVE,1,3.2451918841e-4
062035160,X,Residential Low Density,RL,R1U,7232.93,23-2189,LOT 2 BLOCK 7 BELLE HAVEN CITY,01,94025,MENLO PARK,008,313 BAY RD,1,4.12679484445e-4
062073240,X,Residential Low Density,RL,R1U,5749.92,23-3287,LOT 27 BLOCK 23 NEWBRIDGE PARK NO 2 RSM 14/51 52 53,01,94025,MENLO PARK,008,1127 HOLLYBURNE AVE,1,3.28066674197e-4
062052310,X,Residential Low Density,RL,R1U,6532.29,23-2083,LOT 17 BLOCK 37 NEWBRIDGE PARK NO 4,01,94025,MENLO PARK,008,1050 ALMANOR AVE,1,3.73282170106e-4
062073060,X,Residential Low Density,RL,R1U,5750.37,23-3305,LOT 9 BLOCK 23 NEWBRIDGE PARK NO 2 RSM 14/51 52 53,01,94025,MENLO PARK,008,1118 WINDERMERE AVE,1,3.28092385227e-4
062041320,X,Residential Low Density,RL,R1U,5999.58,23-2214,LOT 11 BLOCK 13 BELLE HAVEN CITY,01,94025,MENLO PARK,008,1040 RINGWOOD AVE,1,3.42310552548e-4
062041100,X,Residential Low Density,RL,R1U,6347.32,23-2236,LOT 33 BLOCK 13 BELLE HAVEN CITY,01,94025,MENLO PARK,008,1037 OAKLAND AVE,1,3.62151381319e-4
062051320,X,Residential Low Density,RL,R1U,5611.58,23-2117,LOT 15 BLOCK 38 NEWBRIDGE PARK NO 4,01,94025,MENLO PARK,008,1052 MENLO OAKS DR,1,3.19920914436e-4
062092170,X(S),Residential Low Density,RL,R1U,5999.47,23-3121,LOT 20 BLOCK 3 NEWBRIDGE PARK,01,94025,MENLO PARK,008,1162 MADERA AVE,1,3.4230524987e-4
062092210,X(S),Residential Low Density,RL,R1U,6000.39,23-3117,LOT 24 BLOCK 3 NEWBRIDGE PARK,01,94025,MENLO PARK,008,1167 CARLTON AVE,1,3.4235772103e-4
062074230,X,Residential Low Density,RL,R1U,5749.92,23-3254,LOT 26 BLOCK 16 NEWBRIDGE PARK NO 2,01,94025,MENLO PARK,008,1139 SEVIER AVE,1,3.28066366027e-4
062074090,X,Residential Low Density,RL,R1U,5750.37,23-3268,LOT 12 BLOCK 16 NEWBRIDGE PARK NO 2,01,94025,MENLO PARK,008,1130 HOLLYBURNE AVE,1,3.28092077091e-4
062071020,X,Residential Low Density,RL,R1U,4866.59,23-3336,LOT 5 BLOCK 26 SWLY 7 FT F & R MEAS OF LOT 6 BLOCK 26  NEWBRIDGE PARK NO 2 RSM 14/51 52 53,01,94025,MENLO PARK,008,1108 HENDERSON AVE,1,2.77667095549e-4
062042070,X,Residential Low Density,RL,R1U,6213.83,23-2180,LOT 27 BLOCK 17 BELLE HAVEN CITY,01,94025,MENLO PARK,008,1047 MENLO OAKS DR,1,3.55250139968e-4
062042100,X,Residential Low Density,RL,R1U,4752.13,23-2177,LOT 30 BLOCK 17 BELLE HAVEN CITY,01,94025,MENLO PARK,008,1041 MENLO OAKS DR,1,2.70900189286e-4
062093230,X(S),Residential Medium Density,RM,R3,8999.66,23-3074,SWLY 1/2 OF LOT 26 & LOT 27 BLOCK 4 NEWBRIDGE PARK,95,94025,MENLO PARK,008,1179 WILLOW RD,2,5.13477933049e-4
062042280,X,Residential Low Density,RL,R1U,5499.65,23-2159,LOT 9 BLOCK 17 BELLE HAVEN CITY,01,94025,MENLO PARK,008,1038 OAKLAND AVE,1,3.13783218065e-4
062051280,X,Residential Low Density,RL,R1U,7167.13,23-2121,LOT 11 BLOCK 38 NEWBRIDGE PARK NO 4,01,94025,MENLO PARK,008,1044 MENLO OAKS DR,1,4.09498480395e-4
062064010,X,Residential Low Density,RL,R1U,5527.46,23-3358,LOT 5 BLOCK 14 NEWBRIDGE PARK NO 2,01,94025,MENLO PARK,008,1004 SEVIER AVE,1,3.15346332707e-4
062064150,X,Residential Low Density,RL,R1U,5546.69,23-3345,LOT 4 BLOCK 14 NEWBRIDGE PARK NO 2,01,94025,MENLO PARK,008,727 BAY RD,1,3.16443309682e-4
062064140,X,Residential Medium Density,RM,R3,5546.61,23-3346,LOT 3 BLOCK 14 NEWBRIDGE PARK NO 2,97,94025,MENLO PARK,008,731 BAY RD,2,3.1643900218e-4
062064130,X,Residential Medium Density,RM,R3,5546.45,23-3347,LOT 2 BLOCK 14 NEWBRIDGE PARK NO 2,97,94025,MENLO PARK,008,735 BAY RD,2,3.16429558429e-4
062064120,X,Residential Medium Density,RM,R3,4992.21,23-3348,LOT 1 BLOCK 14 LESS NLY TRIANG PTN NEWBRIDGE PARK NO 2,04,94025,MENLO PARK,008,1001 MADERA AVE 1,2,2.84809502981e-4
062065010,X,Residential Medium Density,RM,R3,6445.37,23-3343,LOT 7 BLOCK 2 NEWBRIDGE PARK,03,94025,MENLO PARK,008,1004 MADERA AVE,2,3.67713620676e-4
062065060,X,Residential Medium Density,RM,R3,6512.42,23-3339,LOT 10 BLOCK 2 LESS PTN TO STATE HWY NEWBRIDGE PARK,04,94025,MENLO PARK,008,815 BAY RD A,2,3.71538786569e-4
061011360,X(S),Residential Low Density,RL,R1U(LM),5001.1,23-2478,LOT 26 BLOCK 1 LORELEI MANOR NO 4 RSM 45/3,01,94025,MENLO PARK,008,51 LORELEI LN,1,2.85380033338e-4
055373260,AE,Residential Low Density,RL,R1U,5750.37,23-9263,LOT 35 BLOCK 18 NEWBRIDGE PARK NO 2 RSM 14/51 52 53,01,94025,MENLO PARK,008,1359 SEVIER AVE,1,3.28139539171e-4
055332020,X,Residential Low Density,RL,R1U,5000.15,23-1949,LOT 3 BLOCK 28 BELLE HAVEN CITY,01,94025,MENLO PARK,008,226 TERMINAL AVE,1,2.85327778539e-4
055373170,AE,Residential Low Density,RL,R1U,5750.37,23-9272,LOT 21 BLOCK 18 NEWBRIDGE PARK NO 2 RSM 14/51 52 53,01,94025,MENLO PARK,008,1362 HOLLYBURNE AVE,1,3.28139241475e-4
055342190,AE,Residential Low Density,RL,R1U,9684.59,23-1858,LOT 19 BLOCK 20 BELLE HAVEN CITY,01,94025,MENLO PARK,008,1363 HENDERSON AVE,1,5.52640507875e-4
055354500,X,Residential Low Density,RL,R1U,5750.7,23-10298,LOT 20 BLOCK 18 BELLE HAVEN CITY                       & 500 SQFT ADJ ABND ALLEY,01,NA,MENLO PARK,008,143 NEWBRIDGE ST,1,3.28131125467e-4
055354510,X,Residential Low Density,RL,R1U,5749.56,23-10299,LOT 21 BLOCK 18 BELLE HAVEN CITY                       & 500 SQFT ADJ ABND ALLEY,01,NA,MENLO PARK,008,139 NEWBRIDGE ST,1,3.28065475351e-4
055354520,X,Residential Low Density,RL,R1U,5749.56,23-10300,LOT 22 BLOCK 18 BELLE HAVEN CITY                       & 500 SQFT ADJ ABND ALLEY,01,NA,MENLO PARK,008,135 NEWBRIDGE ST,1,3.28065434953e-4
055354530,X,Residential Low Density,RL,R1U,5750.7,23-10313,LOT 23 BLOCK 18 BELLE HAVEN CITY                       & 500 SQFT ADJ ABND ALLEY,01,NA,MENLO PARK,008,131 NEWBRIDGE ST,1,3.28131003953e-4
055421170,AE,Commercial Retail,CR,C4,7628.91,23-6371,0.146 AC MOL BEING ELY PTN OF LOT 12 KAVANAUGH         INDUSTRIAL PARK UNIT NO 1 RSM 50/4-5,00,94025,NA,008,NA,0,4.353036908e-4
055363200,X,Residential Low Density,RL,R1U,4839.5,23-1715,LOT 22 BLOCK 19 BELLE HAVEN CITY,01,94025,MENLO PARK,008,215 NEWBRIDGE ST,1,2.76138575794e-4
062016020,X,Residential Medium Density,RM,R3,5470.38,23-2422,LOT 1 BLOCK 15 LESS PTN TO STATE HWY BELLE HAVEN CITY  RSM 18/43 44 45,03,94025,MENLO PARK,008,550 MARKET PL 1,2,3.12135766041e-4
062084080,X,Residential Low Density,RL,R1U,5750.37,23-3193,LOT 8 BLOCK 17 NEWBRIDGE PARK NO 2,01,94025,MENLO PARK,008,1232 HOLLYBURNE AVE,1,3.28110131635e-4
062032060,X,Residential Low Density,RL,R1U,6582.25,23-2328,LOT 17 BLOCK 6 BELLE HAVEN CITY,01,94025,MENLO PARK,008,1067 TEHAMA AVE,1,3.7431689362e-4
062081030,X,Residential Low Density,RL,R1U,5900.46,23-3238,LOT 3 BLOCK 28 NEWBRIDGE PARK NO 2 RSM 14/51 52 53,01,94025,MENLO PARK,008,1216 HENDERSON AVE,1,3.36673746243e-4
062031050,X,Residential Low Density,RL,R1U,5136.75,23-2348,LOT 15 BLOCK 1 BELLE HAVEN CITY,01,94025,MENLO PARK,008,1059 DEL NORTE AVE,1,2.93096078355e-4
062092470,X,Residential Medium Density,RM,R3(X),18059.5,23-9821,LOT 5 & NELY 78.79 FT PTN OF LOTS 3 & 4 BLK 3          NEWBRIDGE PARK NO 1 RSM 14/6 7,71,94025,MENLO PARK,008,825 PIERCE RD,2,0.001030344588587
055372220,AE,Residential Low Density,RL,R1U,7842.34,23-9311,LOT 30 BLOCK 21 NEWBRIDGE PARK NO 2 RSM 14/51 52 53,01,94025,MENLO PARK,008,1375 HOLLYBURNE AVE,1,4.47521221482e-4
055272090,X(S),Residential Low Density,RL,R1U,5500.47,23-1695,LOT 23 BLOCK 1 SUBURBAN PARK RSM 25/66 67 68 69 70,01,94025,MENLO PARK,008,183 HEDGE RD,1,3.13879965107e-4
055272080,X(S),Residential Low Density,RL,R1U,5499.73,23-1696,LOT 22 BLOCK 1 SUBURBAN PARK RSM 25/66 67 68 69 70,01,94025,MENLO PARK,008,179 HEDGE RD,1,3.13837435868e-4
055372210,X,Residential Low Density,RL,R1U,6833.58,23-9312,LOT 24 BLOCK 21 NEWBRIDGE PARK NO 2 RSM 14/51 52 53,01,94025,MENLO PARK,008,1376 WINDERMERE AVE,1,3.89956473213e-4
055272070,X(S),Residential Low Density,RL,R1U,5499.97,23-1697,LOT 21 BLOCK 1 SUBURBAN PARK RSM 25/66 67 68 69 70,01,94025,MENLO PARK,008,175 HEDGE RD,1,3.13851300327e-4
055341060,AE,Residential Low Density,RL,R1U,5359.28,23-1892,LOT 5 BLOCK 32 BELLE HAVEN CITY RSM 20/5-7,01,94025,MENLO PARK,008,1420 CHILCO ST,1,3.05825318473e-4
055272060,X(S),Residential Low Density,RL,R1U,5499.97,23-1698,LOT 20 BLOCK 1 SUBURBAN PARK RSM 25/66 67 68 69 70,01,94025,MENLO PARK,008,171 HEDGE RD,1,3.13851201416e-4
055383210,AE,Residential Low Density,RL,R1U,5999.94,23-9136,LOT 21 BLOCK 8 & 0.27 FT X 24.10 FT PTN LOT 22 BLOCK 8 NEWBRIDGE PARK,01,94025,MENLO PARK,008,1392 CARLTON AVE,1,3.42384548351e-4
055373230,AE,Residential Low Density,RL,R1U,5750.37,23-9266,LOT 32 BLOCK 18 NEWBRIDGE PARK NO 2 RSM 14/51 52 53,01,94025,MENLO PARK,008,1371 SEVIER AVE,1,3.28142657954e-4
055272050,X(S),Residential Low Density,RL,R1U,5499.73,23-1699,LOT 19 BLOCK 1 SUBURBAN PARK RSM 25/66 67 68 69 70,01,94025,MENLO PARK,008,167 HEDGE RD,1,3.13837138666e-4
055373200,AE,Residential Low Density,RL,R1U,5750.37,23-9269,LOT 24 BLOCK 18 NEWBRIDGE PARK NO 2 RSM 14/51 52 53,01,94025,MENLO PARK,008,1374 HOLLYBURNE AVE,1,3.28142585524e-4
061021350,X(S),Residential Low Density,RL,R1U,5454.87,23-2574,LOT 36 BAY ROAD OAKS RSM 29/1 2,01,94025,MENLO PARK,008,1015 PEGGY LN,1,3.11276051857e-4
055371200,AE,Residential Low Density,RL,R1U,5900,23-9360,LOT 23 BLOCK 30 NEWBRIDGE PARK NO 2 RSM 14/51 52 53,01,94025,MENLO PARK,008,1370 HENDERSON AVE,1,3.36679554168e-4
055341070,AE,Residential Low Density,RL,R1U,6122.87,23-1891,LOT 6 BLOCK 32 BELLE HAVEN CITY RSM 20/5-7,71,94025,MENLO PARK,008,1410 CHILCO ST,1,3.49390980598e-4
055371290,AE,Residential Low Density,RL,R1U,5900,23-9353,LOT 31 BLOCK 30 NEWBRIDGE PARK NO 2 RSM 14/51 52 53,01,94025,MENLO PARK,008,1367 WINDERMERE AVE,1,3.36679600649e-4
061021340,X(S),Residential Low Density,RL,R1U,5321.07,23-2573,LOT 37 BAY ROAD OAKS RSM 29/1 2,01,94025,MENLO PARK,008,1011 PEGGY LN,1,3.03570650983e-4
061021330,X(S),Residential Low Density,RL,R1U,7805.37,23-2572,LOT 38 BAY ROAD OAKS RSM 29/1 2,01,94025,MENLO PARK,008,1007 PEGGY LN,1,4.42961076994e-4
055342080,AE,Residential Low Density,RL,R1U,6650.55,23-1869,LOT 8 BLOCK 20 BELLE HAVEN CITY,01,94025,MENLO PARK,008,542 HAMILTON AVE,1,3.79508297219e-4
055474050,X(U),Limited Industry,IL,M2,57541.09,23-6384,1.28 AC MOL BEING PTN OF LOT 16 MENLO BUS PARK RSM     111/50-52,38,94025,MENLO PARK,008,1505 ADAMS DR,0,0.003283548377348
061021670,X(S),Residential Low Density,RL,R1U,7013.13,23-2553,LOT 9 OAKHURST SUB RSM 81/26-27,01,94025,MENLO PARK,008,928 THERESA CT,1,3.99907241749e-4
055381240,AE,Residential Low Density,RL,R1U,5749.92,23-9219,LOT 33 BLOCK 11 NEWBRIDGE PARK NO 2,01,94025,MENLO PARK,008,1367 MADERA AVE,1,3.28115447349e-4
055381180,AE,Residential Low Density,RL,R1U,5750.37,23-9225,LOT 22 BLOCK 11 NEWBRIDGE PARK NO 2,01,94025,MENLO PARK,008,1368 SEVIER AVE,1,3.2814116233e-4
055382200,AE,Residential Low Density,RL,R1U,5999.94,23-9181,LOT 19 BLOCK 7 NEWBRIDGE PARK,01,94025,MENLO PARK,008,1376 MADERA AVE,1,3.42382733449e-4
055272280,X(S),Residential Low Density,RL,R1U,5499.47,23-1676,LOT 42 BLOCK 1 SUBURBAN PARK RSM 25/66 67 68 69 70,01,94025,MENLO PARK,008,259 HEDGE RD,1,3.13821255148e-4
055335080,AE,Residential Low Density,RL,R1U,5177.92,23-1905,LOT 8 BLK 31 BELLE HAVEN CITY,01,94025,MENLO PARK,008,394 TERMINAL AVE,1,2.95545678699e-4
061011350,X(S),Residential Low Density,RL,R1U(LM),5000.01,23-2477,LOT 27 BLOCK 1 LORELEI MANOR NO 4 RSM 45/3,01,94025,MENLO PARK,008,49 LORELEI LN,1,2.8531765911e-4
055342040,AE,Residential Low Density,RL,R1U,6649.8,23-1873,LOT 4 BLOCK 20 BELLE HAVEN CITY,01,94025,MENLO PARK,008,516 HAMILTON AVE,1,3.79463270797e-4
055326020,X,Residential Low Density,RL,R1U,5000.15,23-1983,LOT 2 BLOCK 28 BELLE HAVEN CITY,01,94025,MENLO PARK,008,224 TERMINAL AVE,1,2.85327687655e-4
055292510,X(S),Residential Low Density,RL,R1U,7522.72,23-1611,LOT 7 BLOCK 2 SUBURBAN PARK RSM 25/66 67 68 69 70,01,94025,MENLO PARK,008,176 HEDGE RD,1,4.29272353889e-4
055372170,AE,Residential Low Density,RL,R1U,5750.48,23-9316,NELY 1/2 OF LOT 20 BLOCK 21 SWLY 1/2 OF LOT 21 BLOCK   21 NEWBRIDGE PARK NO 2 RSM 14/51 52 53,01,94025,MENLO PARK,008,1360 WINDERMERE AVE,1,3.28145545676e-4
061011340,X(S),Residential Low Density,RL,R1U(LM),5001.01,23-2476,LOT 28 BLOCK 1 LORELEI MANOR NO 4 RSM 45/3,01,94025,MENLO PARK,008,47 LORELEI LN,1,2.85374507235e-4
